stage,sym,firm,risk,max_days,target,baseline_seed,sim,exit_hour,expire_hour,max_range_atr,min_range_atr,rng_type,rr,sl_frac,max_trades_day,is_n,is_pass_pct,is_pass_inc_pct,is_fail_pct,is_timeout_pct,is_days_med,is_trades,is_endbal,oos_n,oos_pass_pct,oos_pass_inc_pct,oos_fail_pct,oos_timeout_pct,oos_days_med,oos_trades,oos_endbal,trail,sl_atr,strat_key,exec_key,skip_dow,risk_on_balance,day_stop_pct
1,EURUSD,ftmo_1step,2.0,,,,,23.0,20.0,3.0,0.3,nypre,2.0,0.5,1,395,0.8,0.0,4.3,94.9,6.6,2.3,99208.0,205,1.0,0.0,4.4,94.6,5.2,2.2,99710.0,,,"(('rng_type', 'nypre'), ('expire_hour', 20), ('exit_hour', 23), ('sl_frac', 0.5), ('rr', 2.0), ('min_range_atr', 0.3), ('max_range_atr', 3.0))","(('max_trades_day', 1),)",,,
1,EURUSD,fundingpips_1step,2.0,,,,,23.0,20.0,3.0,0.3,nypre,2.0,0.5,1,395,0.8,0.0,12.9,86.3,6.6,2.3,99225.0,205,1.5,0.0,8.8,89.8,5.7,2.2,99788.0,,,"(('rng_type', 'nypre'), ('expire_hour', 20), ('exit_hour', 23), ('sl_frac', 0.5), ('rr', 2.0), ('min_range_atr', 0.3), ('max_range_atr', 3.0))","(('max_trades_day', 1),)",,,
1,EURUSD,ftmo_1step,2.0,,,,,23.0,20.0,3.0,0.3,nypre,3.0,0.5,1,395,0.5,2.5,6.1,90.9,6.7,2.3,99278.0,205,2.0,1.5,4.4,92.2,6.3,2.2,99845.0,,,"(('rng_type', 'nypre'), ('expire_hour', 20), ('exit_hour', 23), ('sl_frac', 0.5), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 3.0))","(('max_trades_day', 1),)",,,
1,EURUSD,fundingpips_1step,2.0,,,,,23.0,20.0,3.0,0.3,nypre,3.0,0.5,1,395,3.0,0.0,15.2,81.8,4.9,2.3,99322.0,205,3.9,0.0,9.3,86.8,5.9,2.1,99955.0,,,"(('rng_type', 'nypre'), ('expire_hour', 20), ('exit_hour', 23), ('sl_frac', 0.5), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 3.0))","(('max_trades_day', 1),)",,,
1,EURUSD,ftmo_1step,2.0,,,,,23.0,20.0,3.0,0.3,nypre,0.0,0.5,1,395,0.3,1.8,3.8,94.2,6.7,2.3,99191.0,205,0.5,3.9,3.4,92.2,5.9,2.1,99796.0,1.5,,"(('rng_type', 'nypre'), ('expire_hour', 20), ('exit_hour', 23), ('sl_frac', 0.5), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 0.3), ('max_range_atr', 3.0))","(('max_trades_day', 1),)",,,
1,EURUSD,fundingpips_1step,2.0,,,,,23.0,20.0,3.0,0.3,nypre,0.0,0.5,1,395,2.3,0.0,8.8,88.9,3.9,2.3,99270.0,205,4.9,0.0,7.3,87.8,3.8,2.1,99879.0,1.5,,"(('rng_type', 'nypre'), ('expire_hour', 20), ('exit_hour', 23), ('sl_frac', 0.5), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 0.3), ('max_range_atr', 3.0))","(('max_trades_day', 1),)",,,
1,EURUSD,ftmo_1step,2.0,,,,,23.0,20.0,3.0,0.3,nypre,1.0,1.0,1,395,0.0,0.0,1.8,98.2,,2.3,98962.0,205,0.0,0.0,2.0,98.0,,2.2,99170.0,,1.0,"(('rng_type', 'nypre'), ('expire_hour', 20), ('exit_hour', 23), ('sl_frac', 1.0), ('sl_atr', 1.0), ('rr', 1.0), ('min_range_atr', 0.3), ('max_range_atr', 3.0))","(('max_trades_day', 1),)",,,
1,EURUSD,fundingpips_1step,2.0,,,,,23.0,20.0,3.0,0.3,nypre,1.0,1.0,1,395,0.0,0.0,7.3,92.7,,2.3,98935.0,205,0.0,0.0,4.9,95.1,,2.2,99149.0,,1.0,"(('rng_type', 'nypre'), ('expire_hour', 20), ('exit_hour', 23), ('sl_frac', 1.0), ('sl_atr', 1.0), ('rr', 1.0), ('min_range_atr', 0.3), ('max_range_atr', 3.0))","(('max_trades_day', 1),)",,,
1,EURUSD,ftmo_1step,2.0,,,,,23.0,20.0,3.0,0.3,nypre,2.0,1.0,1,395,0.8,0.3,4.1,94.9,4.9,2.3,99001.0,205,2.0,0.0,4.4,93.7,6.1,2.2,99366.0,,1.0,"(('rng_type', 'nypre'), ('expire_hour', 20), ('exit_hour', 23), ('sl_frac', 1.0), ('sl_atr', 1.0), ('rr', 2.0), ('min_range_atr', 0.3), ('max_range_atr', 3.0))","(('max_trades_day', 1),)",,,
1,EURUSD,fundingpips_1step,2.0,,,,,23.0,20.0,3.0,0.3,nypre,2.0,1.0,1,395,1.0,0.0,14.2,84.8,5.3,2.3,99049.0,205,2.4,0.0,10.7,86.8,6.6,2.2,99422.0,,1.0,"(('rng_type', 'nypre'), ('expire_hour', 20), ('exit_hour', 23), ('sl_frac', 1.0), ('sl_atr', 1.0), ('rr', 2.0), ('min_range_atr', 0.3), ('max_range_atr', 3.0))","(('max_trades_day', 1),)",,,
1,EURUSD,ftmo_1step,2.0,,,,,23.0,20.0,3.0,0.3,nypre,3.0,1.0,1,395,0.5,2.8,5.8,90.9,5.8,2.3,99128.0,205,2.0,1.5,4.9,91.7,6.7,2.1,99558.0,,1.0,"(('rng_type', 'nypre'), ('expire_hour', 20), ('exit_hour', 23), ('sl_frac', 1.0), ('sl_atr', 1.0), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 3.0))","(('max_trades_day', 1),)",,,
1,EURUSD,fundingpips_1step,2.0,,,,,23.0,20.0,3.0,0.3,nypre,3.0,1.0,1,395,3.3,0.0,16.4,80.3,4.9,2.3,99220.0,205,3.9,0.0,11.7,84.4,6.2,2.1,99645.0,,1.0,"(('rng_type', 'nypre'), ('expire_hour', 20), ('exit_hour', 23), ('sl_frac', 1.0), ('sl_atr', 1.0), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 3.0))","(('max_trades_day', 1),)",,,
1,EURUSD,ftmo_1step,2.0,,,,,23.0,20.0,3.0,0.3,nypre,0.0,1.0,1,395,0.0,3.3,3.8,92.9,,2.3,99109.0,205,0.5,3.9,4.9,90.7,6.9,2.1,99477.0,1.5,1.0,"(('rng_type', 'nypre'), ('expire_hour', 20), ('exit_hour', 23), ('sl_frac', 1.0), ('sl_atr', 1.0), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 0.3), ('max_range_atr', 3.0))","(('max_trades_day', 1),)",,,
1,EURUSD,fundingpips_1step,2.0,,,,,23.0,20.0,3.0,0.3,nypre,0.0,1.0,1,395,3.5,0.0,10.9,85.6,3.9,2.3,99204.0,205,5.9,0.0,8.8,85.4,3.3,2.1,99612.0,1.5,1.0,"(('rng_type', 'nypre'), ('expire_hour', 20), ('exit_hour', 23), ('sl_frac', 1.0), ('sl_atr', 1.0), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 0.3), ('max_range_atr', 3.0))","(('max_trades_day', 1),)",,,
1,EURUSD,ftmo_1step,2.0,,,,,18.0,14.0,12.0,1.0,prevday,1.0,1.0,1,395,0.0,0.0,0.0,100.0,,2.8,99936.0,205,0.0,0.0,0.0,100.0,,3.0,100074.0,,,"(('rng_type', 'prevday'), ('expire_hour', 14), ('exit_hour', 18), ('sl_frac', 1.0), ('rr', 1.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,fundingpips_1step,2.0,,,,,18.0,14.0,12.0,1.0,prevday,1.0,1.0,1,395,0.0,0.0,0.0,100.0,,2.8,99936.0,205,0.0,0.0,0.5,99.5,,3.0,100075.0,,,"(('rng_type', 'prevday'), ('expire_hour', 14), ('exit_hour', 18), ('sl_frac', 1.0), ('rr', 1.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,ftmo_1step,2.0,,,,,18.0,14.0,12.0,1.0,prevday,2.0,1.0,1,395,0.0,0.0,0.0,100.0,,2.8,99956.0,205,0.0,0.0,0.0,100.0,,3.0,99994.0,,,"(('rng_type', 'prevday'), ('expire_hour', 14), ('exit_hour', 18), ('sl_frac', 1.0), ('rr', 2.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,fundingpips_1step,2.0,,,,,18.0,14.0,12.0,1.0,prevday,2.0,1.0,1,395,0.0,0.0,0.0,100.0,,2.8,99956.0,205,0.0,0.0,0.5,99.5,,3.0,99994.0,,,"(('rng_type', 'prevday'), ('expire_hour', 14), ('exit_hour', 18), ('sl_frac', 1.0), ('rr', 2.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,ftmo_1step,2.0,,,,,18.0,14.0,12.0,1.0,prevday,3.0,1.0,1,395,0.0,0.0,0.0,100.0,,2.8,99971.0,205,0.0,0.0,0.0,100.0,,3.0,99992.0,,,"(('rng_type', 'prevday'), ('expire_hour', 14), ('exit_hour', 18), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,fundingpips_1step,2.0,,,,,18.0,14.0,12.0,1.0,prevday,3.0,1.0,1,395,0.0,0.0,0.0,100.0,,2.8,99971.0,205,0.0,0.0,0.5,99.5,,3.0,99993.0,,,"(('rng_type', 'prevday'), ('expire_hour', 14), ('exit_hour', 18), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,ftmo_1step,2.0,,,,,18.0,14.0,12.0,1.0,prevday,0.0,1.0,1,395,0.0,0.0,0.0,100.0,,2.8,100005.0,205,0.0,0.0,0.0,100.0,,3.0,99993.0,1.5,,"(('rng_type', 'prevday'), ('expire_hour', 14), ('exit_hour', 18), ('sl_frac', 1.0), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,fundingpips_1step,2.0,,,,,18.0,14.0,12.0,1.0,prevday,0.0,1.0,1,395,0.0,0.0,0.0,100.0,,2.8,100005.0,205,0.0,0.0,0.0,100.0,,3.0,99993.0,1.5,,"(('rng_type', 'prevday'), ('expire_hour', 14), ('exit_hour', 18), ('sl_frac', 1.0), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,ftmo_1step,2.0,,,,,18.0,14.0,12.0,1.0,prevday,1.0,0.5,1,395,0.0,0.0,0.0,100.0,,2.8,99651.0,205,0.0,0.0,0.0,100.0,,3.0,100025.0,,,"(('rng_type', 'prevday'), ('expire_hour', 14), ('exit_hour', 18), ('sl_frac', 0.5), ('rr', 1.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,fundingpips_1step,2.0,,,,,18.0,14.0,12.0,1.0,prevday,1.0,0.5,1,395,0.0,0.0,4.6,95.4,,2.8,99647.0,205,0.0,0.0,3.9,96.1,,3.0,99998.0,,,"(('rng_type', 'prevday'), ('expire_hour', 14), ('exit_hour', 18), ('sl_frac', 0.5), ('rr', 1.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,ftmo_1step,2.0,,,,,18.0,14.0,12.0,1.0,prevday,2.0,0.5,1,395,0.3,0.0,0.0,99.7,6.7,2.8,99770.0,205,0.0,0.0,0.0,100.0,,3.0,100155.0,,,"(('rng_type', 'prevday'), ('expire_hour', 14), ('exit_hour', 18), ('sl_frac', 0.5), ('rr', 2.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,fundingpips_1step,2.0,,,,,18.0,14.0,12.0,1.0,prevday,2.0,0.5,1,395,0.3,0.0,6.1,93.7,6.7,2.8,99763.0,205,0.0,0.0,4.4,95.6,,3.0,100130.0,,,"(('rng_type', 'prevday'), ('expire_hour', 14), ('exit_hour', 18), ('sl_frac', 0.5), ('rr', 2.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,ftmo_1step,2.0,,,,,18.0,14.0,12.0,1.0,prevday,3.0,0.5,1,395,0.3,0.0,0.0,99.7,3.6,2.8,99807.0,205,0.0,0.0,0.0,100.0,,3.0,100101.0,,,"(('rng_type', 'prevday'), ('expire_hour', 14), ('exit_hour', 18), ('sl_frac', 0.5), ('rr', 3.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,fundingpips_1step,2.0,,,,,18.0,14.0,12.0,1.0,prevday,3.0,0.5,1,395,0.3,0.0,6.1,93.7,3.6,2.8,99800.0,205,0.0,0.0,4.4,95.6,,3.0,100059.0,,,"(('rng_type', 'prevday'), ('expire_hour', 14), ('exit_hour', 18), ('sl_frac', 0.5), ('rr', 3.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,ftmo_1step,2.0,,,,,18.0,14.0,12.0,1.0,prevday,0.0,0.5,1,395,0.0,0.0,0.3,99.7,,2.8,99797.0,205,0.0,0.0,0.0,100.0,,3.0,99962.0,1.5,,"(('rng_type', 'prevday'), ('expire_hour', 14), ('exit_hour', 18), ('sl_frac', 0.5), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,fundingpips_1step,2.0,,,,,18.0,14.0,12.0,1.0,prevday,0.0,0.5,1,395,0.3,0.0,0.3,99.5,4.5,2.8,99809.0,205,0.0,0.0,0.0,100.0,,3.0,99962.0,1.5,,"(('rng_type', 'prevday'), ('expire_hour', 14), ('exit_hour', 18), ('sl_frac', 0.5), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,ftmo_1step,2.0,,,,,18.0,14.0,12.0,1.0,prevday,1.0,1.0,1,395,0.0,0.0,1.8,98.2,,2.8,97706.0,205,0.0,0.0,2.4,97.6,,3.0,98124.0,,1.0,"(('rng_type', 'prevday'), ('expire_hour', 14), ('exit_hour', 18), ('sl_frac', 1.0), ('sl_atr', 1.0), ('rr', 1.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,fundingpips_1step,2.0,,,,,18.0,14.0,12.0,1.0,prevday,1.0,1.0,1,395,0.0,0.0,19.7,80.3,,2.7,97799.0,205,0.0,0.0,19.0,81.0,,2.9,98220.0,,1.0,"(('rng_type', 'prevday'), ('expire_hour', 14), ('exit_hour', 18), ('sl_frac', 1.0), ('sl_atr', 1.0), ('rr', 1.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,ftmo_1step,2.0,,,,,18.0,14.0,12.0,1.0,prevday,2.0,1.0,1,395,0.8,0.0,4.1,95.2,5.3,2.8,97588.0,205,0.5,0.0,3.9,95.6,4.5,3.0,97961.0,,1.0,"(('rng_type', 'prevday'), ('expire_hour', 14), ('exit_hour', 18), ('sl_frac', 1.0), ('sl_atr', 1.0), ('rr', 2.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,fundingpips_1step,2.0,,,,,18.0,14.0,12.0,1.0,prevday,2.0,1.0,1,395,0.8,0.0,29.4,69.9,5.3,2.7,97756.0,205,0.5,0.0,30.7,68.8,4.5,2.8,98091.0,,1.0,"(('rng_type', 'prevday'), ('expire_hour', 14), ('exit_hour', 18), ('sl_frac', 1.0), ('sl_atr', 1.0), ('rr', 2.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,ftmo_1step,2.0,,,,,18.0,14.0,12.0,1.0,prevday,3.0,1.0,1,395,0.3,2.0,7.6,90.1,5.5,2.8,97501.0,205,0.0,2.4,5.9,91.7,,3.0,98137.0,,1.0,"(('rng_type', 'prevday'), ('expire_hour', 14), ('exit_hour', 18), ('sl_frac', 1.0), ('sl_atr', 1.0), ('rr', 3.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,fundingpips_1step,2.0,,,,,18.0,14.0,12.0,1.0,prevday,3.0,1.0,1,395,2.3,0.0,35.7,62.0,4.5,2.6,97683.0,205,2.4,0.0,33.7,63.9,2.4,2.8,98271.0,,1.0,"(('rng_type', 'prevday'), ('expire_hour', 14), ('exit_hour', 18), ('sl_frac', 1.0), ('sl_atr', 1.0), ('rr', 3.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,ftmo_1step,2.0,,,,,18.0,14.0,12.0,1.0,prevday,0.0,1.0,1,395,0.0,3.0,4.1,92.9,,2.8,97509.0,205,0.0,6.3,2.9,90.7,,2.9,98315.0,1.5,1.0,"(('rng_type', 'prevday'), ('expire_hour', 14), ('exit_hour', 18), ('sl_frac', 1.0), ('sl_atr', 1.0), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,fundingpips_1step,2.0,,,,,18.0,14.0,12.0,1.0,prevday,0.0,1.0,1,395,3.3,0.0,25.6,71.1,2.7,2.7,97624.0,205,6.3,0.0,23.9,69.8,4.7,2.8,98465.0,1.5,1.0,"(('rng_type', 'prevday'), ('expire_hour', 14), ('exit_hour', 18), ('sl_frac', 1.0), ('sl_atr', 1.0), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,ftmo_1step,2.0,,,,,23.0,17.0,12.0,1.0,prevday,1.0,1.0,1,395,0.0,0.0,0.8,99.2,,3.5,100001.0,205,0.0,0.0,1.0,99.0,,3.7,99927.0,,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 1.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,fundingpips_1step,2.0,,,,,23.0,17.0,12.0,1.0,prevday,1.0,1.0,1,395,0.0,0.0,1.1,99.0,,3.5,100001.0,205,0.0,0.0,2.0,98.0,,3.7,99918.0,,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 1.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,ftmo_1step,2.0,,,,,23.0,17.0,12.0,1.0,prevday,2.0,1.0,1,395,0.0,0.0,1.8,98.2,,3.4,99895.0,205,0.0,0.0,1.0,99.0,,3.7,99902.0,,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 2.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,fundingpips_1step,2.0,,,,,23.0,17.0,12.0,1.0,prevday,2.0,1.0,1,395,0.0,0.0,2.1,98.0,,3.4,99895.0,205,0.0,0.0,2.0,98.0,,3.7,99894.0,,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 2.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,ftmo_1step,2.0,,,,,23.0,17.0,12.0,1.0,prevday,3.0,1.0,1,395,0.0,0.0,1.8,98.2,,3.4,99929.0,205,0.0,0.0,1.0,99.0,,3.7,99909.0,,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,fundingpips_1step,2.0,,,,,23.0,17.0,12.0,1.0,prevday,3.0,1.0,1,395,0.0,0.0,2.1,98.0,,3.4,99929.0,205,0.0,0.0,2.0,98.0,,3.7,99901.0,,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,ftmo_1step,2.0,,,,,23.0,17.0,12.0,1.0,prevday,0.0,1.0,1,395,0.0,0.0,0.0,100.0,,3.5,100139.0,205,0.0,0.0,0.0,100.0,,3.7,99984.0,1.5,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,fundingpips_1step,2.0,,,,,23.0,17.0,12.0,1.0,prevday,0.0,1.0,1,395,0.0,0.0,0.0,100.0,,3.5,100139.0,205,0.0,0.0,0.0,100.0,,3.7,99984.0,1.5,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,ftmo_1step,2.0,,,,,23.0,17.0,12.0,1.0,prevday,1.0,0.5,1,395,0.0,0.0,1.5,98.5,,3.5,99675.0,205,0.0,0.0,0.5,99.5,,3.7,99876.0,,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 0.5), ('rr', 1.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,fundingpips_1step,2.0,,,,,23.0,17.0,12.0,1.0,prevday,1.0,0.5,1,395,0.0,0.0,8.4,91.6,,3.5,99682.0,205,0.0,0.0,9.8,90.2,,3.6,99878.0,,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 0.5), ('rr', 1.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,ftmo_1step,2.0,,,,,23.0,17.0,12.0,1.0,prevday,2.0,0.5,1,395,0.5,0.0,2.6,97.0,5.2,3.5,99808.0,205,0.0,0.0,1.0,99.0,,3.7,99837.0,,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 0.5), ('rr', 2.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,fundingpips_1step,2.0,,,,,23.0,17.0,12.0,1.0,prevday,2.0,0.5,1,395,0.5,0.0,10.4,89.1,5.2,3.4,99816.0,205,0.0,0.0,10.7,89.3,,3.6,99840.0,,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 0.5), ('rr', 2.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,ftmo_1step,2.0,,,,,23.0,17.0,12.0,1.0,prevday,3.0,0.5,1,395,0.3,0.3,3.3,96.2,6.4,3.5,99688.0,205,0.0,1.0,1.0,98.0,,3.7,99883.0,,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 0.5), ('rr', 3.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,fundingpips_1step,2.0,,,,,23.0,17.0,12.0,1.0,prevday,3.0,0.5,1,395,0.5,0.0,11.4,88.1,5.0,3.4,99709.0,205,1.0,0.0,11.2,87.8,6.9,3.6,99863.0,,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 0.5), ('rr', 3.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,ftmo_1step,2.0,,,,,23.0,17.0,12.0,1.0,prevday,0.0,0.5,1,395,0.0,1.5,0.3,98.2,,3.5,99945.0,205,0.0,0.0,0.0,100.0,,3.7,99832.0,1.5,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 0.5), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,fundingpips_1step,2.0,,,,,23.0,17.0,12.0,1.0,prevday,0.0,0.5,1,395,1.8,0.0,0.5,97.7,4.9,3.5,99957.0,205,0.0,0.0,1.5,98.5,,3.7,99832.0,1.5,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 0.5), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,ftmo_1step,2.0,,,,,23.0,17.0,12.0,1.0,prevday,1.0,1.0,1,395,0.0,0.0,2.8,97.2,,3.5,97128.0,205,0.0,0.0,5.9,94.1,,3.7,97427.0,,1.0,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('sl_atr', 1.0), ('rr', 1.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,fundingpips_1step,2.0,,,,,23.0,17.0,12.0,1.0,prevday,1.0,1.0,1,395,0.0,0.0,31.6,68.4,,3.3,97274.0,205,0.0,0.0,26.3,73.7,,3.5,97678.0,,1.0,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('sl_atr', 1.0), ('rr', 1.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,ftmo_1step,2.0,,,,,23.0,17.0,12.0,1.0,prevday,2.0,1.0,1,395,1.5,0.0,7.3,91.1,5.4,3.5,97072.0,205,0.5,0.0,13.2,86.3,4.9,3.7,97447.0,,1.0,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('sl_atr', 1.0), ('rr', 2.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,fundingpips_1step,2.0,,,,,23.0,17.0,12.0,1.0,prevday,2.0,1.0,1,395,1.5,0.0,42.3,56.2,5.4,3.2,97312.0,205,0.5,0.0,39.5,60.0,4.9,3.3,97684.0,,1.0,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('sl_atr', 1.0), ('rr', 2.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
1,EURUSD,ftmo_1step,2.0,,,,,23.0,17.0,12.0,1.0,prevday,3.0,1.0,1,395,1.0,2.3,12.4,84.3,6.8,3.4,97079.0,205,0.5,3.9,19.0,76.6,6.9,3.6,97690.0,,1.0,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('sl_atr', 1.0), ('rr', 3.0), ('min_range_atr', 1.0), ('max_range_atr', 12.0))","(('max_trades_day', 1),)",,,
