step_atr_mult,hours,lot_mult,max_levels,basket_sl_usd,tp_pips,risk_scale,max_basket_hours,vol_filter,net,usd_per_hour,max_dd_usd,max_dd_pct,ruined_at,stopouts,baskets_closed,sl_hits,tp_hits,time_hits,worst_basket,max_lots
1.5,7-20,1.2,3,60,10,False,72,False,-1000.0,-0.0223,1017.82,100.0,2015-01-14 16:00:00,2,3627,24,3443,158,-82.28,0.06
1.0,all,1.2,3,100,10,True,24,True,-1000.0,-0.0223,1004.66,100.0,2015-03-20 10:00:00,1,5548,0,5022,525,-84.13,0.06
1.5,7-20,1.2,6,60,10,True,72,False,-1000.0,-0.0223,1082.78,100.0,2014-02-17 14:00:00,8,2309,30,2195,76,-96.79,0.1
0.5,all,1.0,3,250,10,True,168,False,-1000.0,-0.0223,1028.34,100.0,2015-03-18 22:00:00,1,3249,0,3150,98,-148.37,0.06
2.0,all,1.2,4,60,6,False,168,False,-1000.0,-0.0223,1005.25,100.0,2013-07-31 16:00:00,2,1368,24,1336,6,-95.85,0.08
2.0,7-20,1.0,4,150,6,False,24,False,-1000.0,-0.0223,1010.1,100.0,2013-10-16 18:00:00,2,2391,0,2203,186,-50.81,0.06
0.5,7-20,1.2,3,250,6,False,72,False,-1000.0,-0.0223,1010.04,100.0,2013-08-07 16:00:00,2,1590,0,1529,59,-79.56,0.06
2.0,all,1.2,4,60,10,False,168,False,-1000.0,-0.0223,1029.09,100.0,2014-01-10 10:00:00,7,1811,37,1758,9,-95.85,0.08
1.5,7-20,1.2,3,250,6,True,24,False,-1000.0,-0.0223,1006.12,100.0,2013-10-18 12:00:00,3,2506,0,2324,179,-64.9,0.06
2.0,7-20,1.2,4,60,6,True,24,True,-1000.0,-0.0223,1002.09,100.0,2013-10-11 14:00:00,10,2048,3,1890,145,-78.65,0.06
1.0,all,1.2,4,250,6,False,24,True,-1000.0,-0.0223,1005.57,100.0,2013-07-05 09:00:00,1,1771,0,1661,109,-77.02,0.07
2.0,7-20,1.2,6,150,6,True,72,False,-1000.0,-0.0223,1026.86,100.0,2013-10-18 11:00:00,3,1942,1,1876,62,-155.76,0.09
2.0,all,1.0,3,150,10,True,24,False,-1000.0,-0.0223,1029.21,100.0,2016-01-26 17:00:00,1,7952,0,7102,849,-60.69,0.06
1.0,7-20,1.2,6,60,6,False,72,False,-1000.0,-0.0223,1042.2,100.0,2013-06-06 19:00:00,1,1339,17,1293,28,-93.64,0.1
0.5,7-20,1.2,3,150,6,False,24,True,-1000.0,-0.0223,1004.35,100.0,2013-07-05 09:00:00,2,1510,0,1409,99,-53.11,0.06
1.0,7-20,1.0,4,60,6,False,168,False,-1000.0,-0.0223,1005.04,100.0,2013-06-04 08:00:00,4,1052,23,1022,3,-91.16,0.08
1.5,all,1.0,4,60,6,True,72,True,-1000.0,-0.0223,1009.59,100.0,2013-07-05 17:00:00,2,1335,14,1286,33,-80.96,0.07
0.5,12-21,1.0,4,100,10,True,168,True,-1000.0,-0.0223,1020.47,100.0,2014-01-08 13:00:00,10,1301,18,1257,16,-122.85,0.08
1.5,all,1.0,6,150,10,True,72,False,-1000.0,-0.0223,1071.58,100.0,2014-09-04 17:00:00,3,3371,1,3218,149,-165.98,0.1
0.5,all,1.0,3,100,6,False,72,False,-1000.0,-0.0223,1013.69,100.0,2013-07-31 19:00:00,4,1890,3,1826,57,-122.24,0.06
2.0,7-20,1.0,4,150,6,True,168,True,-1000.0,-0.0223,1013.25,100.0,2013-12-18 10:00:00,1,1626,1,1596,28,-156.46,0.08
2.0,7-20,1.0,4,100,10,False,72,True,-1000.0,-0.0223,1001.9,100.0,2014-10-10 09:00:00,2,2841,3,2698,138,-118.73,0.07
1.0,all,1.2,4,100,10,True,72,True,-1000.0,-0.0223,1004.66,100.0,2013-12-18 20:00:00,1,2046,6,1966,73,-126.76,0.08
1.5,7-20,1.0,3,150,10,True,72,False,-1000.0,-0.0223,1017.82,100.0,2015-03-18 13:00:00,2,3910,0,3719,189,-97.06,0.06
2.0,7-20,1.2,6,60,6,False,24,True,-1000.0,-0.0223,1002.09,100.0,2013-10-16 16:00:00,2,2078,3,1926,147,-78.65,0.06
0.5,12-21,1.2,3,60,10,True,168,True,-1000.0,-0.0223,1001.75,100.0,2015-03-13 15:00:00,1,2542,50,2456,35,-85.02,0.06
1.5,7-20,1.0,4,100,6,True,24,False,-1000.0,-0.0223,1006.12,100.0,2013-10-18 15:00:00,4,2512,0,2332,176,-75.62,0.06
0.5,7-20,1.2,3,60,6,True,24,True,-1000.0,-0.0223,1004.35,100.0,2013-06-25 09:00:00,5,1433,3,1335,90,-64.39,0.06
1.5,12-21,1.2,6,100,6,True,168,False,-1000.0,-0.0223,1001.92,100.0,2013-07-31 16:00:00,2,1122,13,1104,3,-147.69,0.1
1.0,7-20,1.0,4,100,10,True,72,False,-1000.0,-0.0223,1027.89,100.0,2014-09-19 10:00:00,1,3211,8,3072,130,-127.89,0.08
2.0,12-21,1.2,6,250,6,True,24,False,-1000.0,-0.0223,1009.38,100.0,2014-05-06 17:00:00,4,2903,0,2656,243,-61.21,0.06
2.0,all,1.0,3,150,6,False,72,False,-1000.0,-0.0223,1036.22,100.0,2013-10-21 17:00:00,6,2215,0,2133,76,-99.86,0.06
1.5,12-21,1.2,3,250,10,True,72,False,-1000.0,-0.0223,1014.9,100.0,2015-03-12 09:00:00,2,3203,0,3030,171,-100.43,0.06
0.5,12-21,1.2,4,250,10,True,72,True,-1000.0,-0.0223,1017.71,100.0,2015-02-26 16:00:00,1,3035,0,2893,141,-110.73,0.08
1.0,12-21,1.0,4,250,10,False,72,True,-1000.0,-0.0223,1002.63,100.0,2015-03-13 15:00:00,2,3045,0,2901,142,-110.18,0.08
2.0,7-20,1.2,6,60,6,True,24,False,-1000.0,-0.0223,1010.1,100.0,2013-10-09 17:00:00,5,2342,2,2155,180,-68.89,0.06
0.5,12-21,1.0,4,250,6,False,72,True,-1000.0,-0.0223,1005.28,100.0,2014-01-24 14:00:00,1,1905,0,1848,56,-98.03,0.08
1.5,7-20,1.2,4,60,6,False,72,False,-1000.0,-0.0223,1024.49,100.0,2013-09-20 14:00:00,2,1905,15,1839,49,-96.79,0.07
2.0,12-21,1.0,3,100,10,True,24,False,-1000.0,-0.0223,1013.38,100.0,2015-09-25 15:00:00,0,4935,1,4375,559,-129.72,0.06
1.5,7-20,1.2,3,100,6,False,24,False,-1000.0,-0.0223,1006.12,100.0,2013-10-18 12:00:00,3,2506,0,2324,179,-64.9,0.06
0.5,all,1.0,3,60,6,False,168,False,-1000.0,-0.0223,1010.87,100.0,2013-08-07 11:00:00,2,1602,28,1564,8,-80.86,0.06
1.5,12-21,1.2,3,60,6,True,168,False,-1000.0,-0.0223,1002.25,100.0,2013-12-18 10:00:00,1,1642,24,1606,11,-82.28,0.06
1.0,7-20,1.2,3,150,10,False,72,True,-1000.0,-0.0223,1007.07,100.0,2015-03-20 07:00:00,1,3741,0,3563,177,-95.56,0.06
1.5,all,1.2,6,150,10,True,24,False,-1000.0,-0.0223,1034.08,100.0,2015-07-10 14:00:00,2,6870,0,6187,681,-100.13,0.08
0.5,all,1.0,4,150,10,False,72,True,-1000.0,-0.0223,1003.37,100.0,2014-05-28 16:00:00,2,2904,1,2789,112,-160.14,0.08
0.5,7-20,1.2,3,150,6,False,168,False,-1000.0,-0.0223,1008.48,100.0,2013-10-07 12:00:00,3,1520,0,1483,34,-120.64,0.06
1.0,12-21,1.0,3,250,10,True,72,True,-1000.0,-0.0223,1002.63,100.0,2015-05-01 17:00:00,2,3231,0,3067,162,-112.43,0.06
2.0,12-21,1.2,4,250,10,True,72,True,-1000.0,-0.0223,1001.73,100.0,2015-04-23 13:00:00,4,3063,0,2899,160,-138.95,0.07
2.0,12-21,1.0,6,250,6,True,72,True,-1000.0,-0.0223,1011.13,100.0,2014-05-13 16:00:00,9,2189,0,2099,81,-111.68,0.08
1.0,7-20,1.0,6,60,10,True,168,True,-1000.0,-0.0223,1047.02,100.0,2013-10-07 12:00:00,5,1404,39,1360,0,-105.27,0.11
1.0,all,1.0,6,100,10,False,168,True,-1000.0,-0.0223,1015.79,100.0,2013-08-05 10:00:00,2,1077,18,1053,4,-170.25,0.12
0.5,all,1.2,4,250,10,True,24,False,-1000.0,-0.0223,1035.77,100.0,2013-10-17 15:00:00,2,2698,0,2464,232,-93.79,0.08
1.0,all,1.0,6,150,6,False,168,True,-1000.0,-0.0223,1021.6,100.0,2013-06-06 18:00:00,0,955,7,941,7,-167.19,0.12
1.5,12-21,1.0,3,100,10,False,72,True,-1000.0,-0.0223,1015.29,100.0,2015-03-20 15:00:00,1,2937,2,2782,152,-131.88,0.06
0.5,7-20,1.0,4,100,6,False,168,True,-1000.0,-0.0223,1011.24,100.0,2013-07-22 19:00:00,5,1145,14,1119,7,-117.4,0.08
2.0,7-20,1.0,6,100,10,True,24,True,-1000.0,-0.0223,1002.1,100.0,2015-03-18 22:00:00,0,4579,1,4088,490,-129.72,0.06
1.5,all,1.2,6,100,10,True,72,True,-1000.0,-0.0223,1007.02,100.0,2013-11-27 10:00:00,3,1882,8,1805,66,-140.13,0.1
2.0,12-21,1.2,3,150,10,False,24,False,-1000.0,-0.0223,1013.38,100.0,2015-11-25 13:00:00,4,5217,0,4619,594,-60.69,0.06
0.5,all,1.2,6,250,10,False,72,False,-1000.0,-0.0223,1053.51,100.0,2013-07-11 00:00:00,1,1484,0,1433,50,-194.15,0.12
2.0,7-20,1.2,4,250,10,False,72,False,-1000.0,-0.0223,1051.2,100.0,2015-03-06 15:00:00,3,3771,0,3584,184,-99.87,0.07
1.5,7-20,1.2,3,100,10,True,24,True,-1000.0,-0.0223,1007.63,100.0,2015-03-20 15:00:00,1,4748,1,4273,473,-131.88,0.06
2.0,7-20,1.2,6,100,6,True,72,True,-1000.0,-0.0223,1013.25,100.0,2013-10-22 16:00:00,3,1754,5,1698,48,-130.19,0.08
0.5,7-20,1.2,4,150,10,True,168,False,-1000.0,-0.0223,1012.39,100.0,2014-02-14 11:00:00,5,1774,2,1721,46,-164.55,0.08
0.5,7-20,1.2,4,250,10,True,24,True,-1000.0,-0.0223,1002.44,100.0,2013-08-07 11:00:00,2,1533,0,1408,123,-100.84,0.08
2.0,all,1.0,6,100,6,False,168,False,-1000.0,-0.0223,1005.25,100.0,2013-07-09 11:00:00,1,1318,14,1297,6,-138.8,0.09
1.5,all,1.2,4,150,6,False,168,True,-1000.0,-0.0223,1009.59,100.0,2013-09-18 20:00:00,1,1413,1,1390,21,-152.33,0.08
1.5,7-20,1.2,4,250,10,False,72,True,-1000.0,-0.0223,1036.18,100.0,2015-01-08 13:00:00,7,3339,0,3177,155,-99.96,0.08
0.5,12-21,1.0,6,60,6,True,72,False,-1000.0,-0.0223,1036.25,100.0,2013-06-14 19:00:00,5,1174,21,1130,18,-99.4,0.12
1.0,all,1.2,4,150,6,True,168,True,-1000.0,-0.0223,1006.99,100.0,2013-07-12 10:00:00,3,1097,1,1075,18,-154.9,0.08
1.5,7-20,1.2,3,60,6,False,72,False,-1000.0,-0.0223,1007.47,100.0,2013-11-05 11:00:00,2,2111,12,2037,60,-82.28,0.06
1.5,12-21,1.2,3,250,6,False,24,True,-1000.0,-0.0223,1002.39,100.0,2014-05-13 15:00:00,5,2636,0,2426,205,-48.99,0.05
1.5,all,1.0,3,60,6,True,168,False,-1000.0,-0.0223,1023.66,100.0,2013-09-18 21:00:00,1,1688,24,1651,12,-79.28,0.06
1.0,all,1.0,3,60,6,True,24,True,-1000.0,-0.0223,1005.57,100.0,2013-07-10 23:00:00,0,1790,3,1672,115,-63.31,0.06
1.5,7-20,1.2,4,60,6,False,24,True,-1000.0,-0.0223,1005.04,100.0,2013-10-23 08:00:00,2,2208,3,2058,145,-74.08,0.06
2.0,7-20,1.2,4,100,10,True,24,True,-1000.0,-0.0223,1002.1,100.0,2015-03-18 22:00:00,0,4579,1,4088,490,-129.72,0.06
2.0,7-20,1.0,6,100,6,False,72,True,-1000.0,-0.0223,1013.25,100.0,2013-10-22 16:00:00,3,1754,5,1698,48,-130.19,0.08
2.0,all,1.2,4,250,6,True,168,True,-1000.0,-0.0223,1013.9,100.0,2013-09-18 22:00:00,1,1354,0,1331,22,-136.35,0.08
0.5,12-21,1.2,6,60,10,False,72,True,-1000.0,-0.0223,1012.2,100.0,2013-08-07 11:00:00,0,1038,28,990,20,-102.46,0.12
2.0,7-20,1.0,3,250,6,True,72,False,-1000.0,-0.0223,1026.33,100.0,2013-12-18 20:00:00,1,2240,0,2160,79,-77.95,0.06
1.0,7-20,1.0,6,150,6,True,72,True,-1000.0,-0.0223,1028.31,100.0,2013-07-05 14:00:00,2,1226,1,1191,32,-167.19,0.1
1.0,12-21,1.2,4,60,6,False,168,False,-1000.0,-0.0223,1001.92,100.0,2013-10-04 18:00:00,6,1545,29,1509,1,-90.2,0.08
