step_atr_mult,hours,lot_mult,max_levels,basket_sl_usd,tp_pips,risk_scale,max_basket_hours,vol_filter,net,usd_per_hour,max_dd_usd,max_dd_pct,ruined_at,stopouts,baskets_closed,sl_hits,tp_hits,time_hits,worst_basket,max_lots
1.5,7-20,1.2,6,60,10,True,72,False,-1000.0,-0.0223,1151.23,100.0,2015-05-19 10:00:00,1,4197,50,3992,154,-108.14,0.09
0.5,all,1.0,3,250,10,True,168,False,-1000.0,-0.0223,1004.74,100.0,2016-01-05 23:00:00,5,4197,0,4064,128,-150.15,0.06
2.0,all,1.2,4,60,6,False,168,False,-1000.0,-0.0223,1017.73,100.0,2015-01-22 23:00:00,0,3789,41,3723,25,-109.69,0.08
2.0,7-20,1.0,4,150,6,False,24,False,-1000.0,-0.0223,1009.47,100.0,2014-05-21 14:00:00,5,3641,0,3301,335,-106.88,0.05
0.5,7-20,1.2,3,250,6,False,72,False,-1000.0,-0.0223,1000.0,100.0,2014-07-11 19:00:00,12,3282,0,3145,125,-92.05,0.06
2.0,all,1.2,4,60,10,False,168,False,-1000.0,-0.0223,1024.17,100.0,2015-06-04 11:00:00,1,3764,66,3669,28,-96.75,0.08
1.5,7-20,1.2,3,250,6,True,24,False,-1000.0,-0.0223,1016.3,100.0,2014-03-06 15:00:00,2,3307,0,3036,269,-92.14,0.06
2.0,7-20,1.2,4,60,6,True,24,True,-1000.0,-0.0223,1000.12,100.0,2014-09-05 08:00:00,3,3823,2,3449,369,-63.04,0.06
1.0,all,1.2,4,250,6,False,24,True,-1000.0,-0.0223,1006.6,100.0,2013-12-27 12:00:00,1,3164,0,2941,222,-78.3,0.08
2.0,7-20,1.2,6,150,6,True,72,False,-1000.0,-0.0223,1001.75,100.0,2014-11-10 11:00:00,3,3687,0,3544,140,-110.6,0.08
2.0,all,1.0,3,150,10,True,24,False,-1000.0,-0.0223,1019.3,100.0,2016-06-24 06:00:00,0,8583,0,7581,1002,-109.57,0.06
1.0,7-20,1.2,6,60,6,False,72,False,-1000.0,-0.0223,1000.61,100.0,2013-12-13 14:00:00,2,2522,25,2446,49,-71.25,0.09
0.5,7-20,1.2,3,150,6,False,24,True,-1000.0,-0.0223,1007.04,100.0,2013-10-17 09:00:00,1,2208,0,2048,159,-98.72,0.06
1.0,7-20,1.0,4,60,6,False,168,False,-1000.0,-0.0223,1017.39,100.0,2014-03-13 18:00:00,2,2520,36,2468,14,-90.25,0.08
1.5,all,1.0,4,60,6,True,72,True,-1000.0,-0.0223,1054.08,100.0,2015-03-11 12:00:00,2,4770,27,4610,131,-79.97,0.08
0.5,12-21,1.0,4,100,10,True,168,True,-1000.0,-0.0223,1074.01,100.0,2015-04-07 11:00:00,1,2513,22,2439,51,-167.02,0.08
1.5,all,1.0,6,150,10,True,72,False,-1000.0,-0.0223,1120.88,100.0,2015-05-20 09:00:00,1,4527,6,4322,198,-183.54,0.11
0.5,all,1.0,3,100,6,False,72,False,-1000.0,-0.0223,1000.64,100.0,2014-08-06 12:00:00,7,3913,1,3758,147,-124.69,0.06
2.0,7-20,1.0,4,150,6,True,168,True,-1000.0,-0.0223,1054.02,100.0,2015-03-18 22:00:00,1,3345,2,3294,48,-156.15,0.08
2.0,7-20,1.0,4,100,10,False,72,True,-605.04,-0.0135,1060.9,93.1,,0,7602,13,7217,372,-168.55,0.08
1.0,all,1.2,4,100,10,True,72,True,-1000.0,-0.0223,1170.4,100.0,2015-06-05 15:00:00,0,4379,15,4187,177,-174.42,0.08
1.5,7-20,1.0,3,150,10,True,72,False,-1000.0,-0.0223,1012.1,100.0,2015-08-27 15:00:00,2,4536,0,4298,236,-120.62,0.06
2.0,7-20,1.2,6,60,6,False,24,True,-1000.0,-0.0223,1000.12,100.0,2014-09-05 08:00:00,3,3823,2,3449,369,-63.04,0.07
0.5,12-21,1.2,3,60,10,True,168,True,-1000.0,-0.0223,1052.78,100.0,2015-04-14 16:00:00,1,2419,45,2326,47,-112.97,0.06
1.5,7-20,1.0,4,100,6,True,24,False,-1000.0,-0.0223,1016.3,100.0,2014-02-03 13:00:00,7,3119,1,2863,248,-141.16,0.06
0.5,7-20,1.2,3,60,6,True,24,True,-1000.0,-0.0223,1007.04,100.0,2013-10-17 09:00:00,1,2211,5,2051,154,-69.62,0.06
1.5,12-21,1.2,6,100,6,True,168,False,-1000.0,-0.0223,1011.3,100.0,2014-04-16 13:00:00,6,2049,15,2012,16,-183.54,0.11
1.0,7-20,1.0,4,100,10,True,72,False,-1000.0,-0.0223,1006.55,100.0,2015-04-29 17:00:00,0,4146,11,3945,190,-162.93,0.08
2.0,12-21,1.2,6,250,6,True,24,False,-1000.0,-0.0223,1010.4,100.0,2014-11-11 13:00:00,3,3628,0,3245,380,-55.26,0.07
2.0,all,1.0,3,150,6,False,72,False,-1000.0,-0.0223,1004.49,100.0,2015-01-23 11:00:00,2,4522,0,4342,178,-96.75,0.06
1.5,12-21,1.2,3,250,10,True,72,False,-1000.0,-0.0223,1003.6,100.0,2015-06-04 11:00:00,1,3348,0,3148,199,-136.47,0.06
0.5,12-21,1.2,4,250,10,True,72,True,-1000.0,-0.0223,1054.28,100.0,2015-05-19 10:00:00,1,3186,0,3025,160,-147.47,0.08
1.0,12-21,1.0,4,250,10,False,72,True,-1000.0,-0.0223,1116.96,100.0,2015-06-04 11:00:00,1,3214,0,3050,163,-175.76,0.08
2.0,7-20,1.2,6,60,6,True,24,False,-1000.0,-0.0223,1009.47,100.0,2014-07-01 08:00:00,11,3871,3,3495,362,-63.04,0.07
0.5,12-21,1.0,4,250,6,False,72,True,-1000.0,-0.0223,1030.31,100.0,2014-12-17 21:00:00,2,3185,0,3068,115,-94.32,0.08
1.5,7-20,1.2,4,60,6,False,72,False,-1000.0,-0.0223,1001.48,100.0,2014-10-15 15:00:00,0,3779,21,3640,118,-79.97,0.08
2.0,12-21,1.0,3,100,10,True,24,False,-1000.0,-0.0223,1018.85,100.0,2015-06-02 16:00:00,1,4066,2,3514,549,-115.61,0.05
1.5,7-20,1.2,3,100,6,False,24,False,-1000.0,-0.0223,1016.3,100.0,2014-02-28 11:00:00,1,3270,1,3004,264,-117.85,0.06
0.5,all,1.0,3,60,6,False,168,False,-1000.0,-0.0223,1001.92,100.0,2014-01-27 10:00:00,3,2341,31,2282,25,-72.29,0.06
1.5,12-21,1.2,3,60,6,True,168,False,-1000.0,-0.0223,1005.18,100.0,2015-01-05 00:00:00,2,2812,27,2745,38,-72.87,0.06
1.0,7-20,1.2,3,150,10,False,72,True,-1000.0,-0.0223,1032.01,100.0,2015-07-31 18:00:00,1,4139,0,3922,216,-120.62,0.06
1.5,all,1.2,6,150,10,True,24,False,-1000.0,-0.0223,1033.0,100.0,2015-04-24 09:00:00,1,5682,2,5014,665,-160.25,0.08
0.5,all,1.0,4,150,10,False,72,True,-1000.0,-0.0223,1151.7,100.0,2015-05-06 12:00:00,1,4251,5,4059,186,-167.02,0.08
0.5,7-20,1.2,3,150,6,False,168,False,-1000.0,-0.0223,1005.32,100.0,2014-12-18 09:00:00,2,3117,0,3042,73,-101.61,0.06
1.0,12-21,1.0,3,250,10,True,72,True,-1000.0,-0.0223,1061.14,100.0,2015-07-31 12:00:00,1,3366,0,3181,184,-120.62,0.06
2.0,12-21,1.2,4,250,10,True,72,True,-1000.0,-0.0223,1091.29,100.0,2015-06-10 12:00:00,1,2974,0,2802,171,-141.81,0.08
2.0,12-21,1.0,6,250,6,True,72,True,-1000.0,-0.0223,1030.71,100.0,2015-03-06 15:00:00,2,3235,0,3111,122,-157.61,0.08
1.0,7-20,1.0,6,60,10,True,168,True,-1000.0,-0.0223,1121.2,100.0,2015-05-06 09:00:00,1,3693,83,3602,7,-100.86,0.12
1.0,all,1.0,6,100,10,False,168,True,-1000.0,-0.0223,1164.82,100.0,2015-04-07 11:00:00,2,3454,38,3385,29,-204.82,0.12
0.5,all,1.2,4,250,10,True,24,False,-1000.0,-0.0223,1011.7,100.0,2015-01-23 14:00:00,0,5379,0,4799,580,-123.38,0.08
1.0,all,1.0,6,150,6,False,168,True,-1000.0,-0.0223,1094.59,100.0,2013-12-16 14:00:00,7,2105,5,2074,19,-222.04,0.12
1.5,12-21,1.0,3,100,10,False,72,True,-1000.0,-0.0223,1071.36,100.0,2016-05-13 15:00:00,1,4384,7,4149,227,-125.16,0.06
0.5,7-20,1.0,4,100,6,False,168,True,-1000.0,-0.0223,1063.59,100.0,2014-10-07 09:00:00,1,2851,9,2795,46,-162.93,0.08
2.0,7-20,1.0,6,100,10,True,24,True,-1000.0,-0.0223,1000.43,100.0,2015-04-24 09:00:00,2,4453,3,3873,575,-141.16,0.07
1.5,all,1.2,6,100,10,True,72,True,-629.65,-0.014,1188.35,96.0,,0,8731,24,8343,364,-183.54,0.1
2.0,12-21,1.2,3,150,10,False,24,False,-1000.0,-0.0223,1018.85,100.0,2015-07-31 16:00:00,1,4373,0,3789,583,-109.57,0.05
0.5,all,1.2,6,250,10,False,72,False,-1000.0,-0.0223,1065.1,100.0,2015-04-03 15:00:00,2,4667,0,4478,187,-196.09,0.12
2.0,7-20,1.2,4,250,10,False,72,False,-810.79,-0.0181,1049.07,97.3,,0,8045,0,7634,411,-141.81,0.08
1.5,7-20,1.2,3,100,10,True,24,True,-1000.0,-0.0223,1001.83,100.0,2015-03-26 19:00:00,2,4377,3,3834,538,-128.02,0.06
2.0,7-20,1.2,6,100,6,True,72,True,-1000.0,-0.0223,1034.27,100.0,2014-12-24 10:00:00,5,3614,3,3476,130,-141.16,0.08
0.5,7-20,1.2,4,150,10,True,168,False,-1000.0,-0.0223,1007.2,100.0,2015-04-30 11:00:00,1,3266,7,3179,79,-171.9,0.08
0.5,7-20,1.2,4,250,10,True,24,True,-1000.0,-0.0223,1002.46,100.0,2014-10-15 15:00:00,1,3655,0,3242,412,-128.65,0.08
2.0,all,1.0,6,100,6,False,168,False,-1000.0,-0.0223,1017.73,100.0,2015-01-15 11:00:00,1,3703,19,3654,29,-143.43,0.1
1.5,all,1.2,4,150,6,False,168,True,-1000.0,-0.0223,1074.19,100.0,2015-03-11 12:00:00,2,3844,3,3784,55,-160.24,0.08
1.5,7-20,1.2,4,250,10,False,72,True,-737.34,-0.0164,1120.7,91.2,,0,7853,0,7471,382,-144.0,0.08
0.5,12-21,1.0,6,60,6,True,72,False,-1000.0,-0.0223,1000.27,100.0,2013-08-30 16:00:00,4,1592,24,1540,24,-97.87,0.12
1.0,all,1.2,4,150,6,True,168,True,-1000.0,-0.0223,1075.62,100.0,2015-01-23 14:00:00,0,3750,2,3691,57,-163.66,0.08
1.5,7-20,1.2,3,60,6,False,72,False,-1000.0,-0.0223,1001.48,100.0,2014-10-15 15:00:00,0,3680,13,3538,129,-65.56,0.06
1.5,12-21,1.2,3,250,6,False,24,True,-1000.0,-0.0223,1000.68,100.0,2015-01-23 13:00:00,1,3681,0,3325,355,-57.14,0.06
1.5,all,1.0,3,60,6,True,168,False,-1000.0,-0.0223,1004.2,100.0,2015-01-15 20:00:00,1,3735,34,3656,44,-95.7,0.06
1.0,all,1.0,3,60,6,True,24,True,-1000.0,-0.0223,1006.6,100.0,2013-12-30 18:00:00,4,3156,6,2922,224,-68.17,0.06
1.5,7-20,1.2,4,60,6,False,24,True,-1000.0,-0.0223,1000.68,100.0,2014-03-20 13:00:00,3,3026,3,2783,237,-66.43,0.07
2.0,7-20,1.2,4,100,10,True,24,True,-1000.0,-0.0223,1000.43,100.0,2015-04-24 09:00:00,2,4453,3,3873,575,-141.16,0.06
2.0,7-20,1.0,6,100,6,False,72,True,-1000.0,-0.0223,1034.27,100.0,2014-12-24 10:00:00,5,3614,3,3476,130,-141.16,0.08
2.0,all,1.2,4,250,6,True,168,True,-1000.0,-0.0223,1058.79,100.0,2015-04-09 17:00:00,1,3728,0,3671,56,-147.93,0.08
0.5,12-21,1.2,6,60,10,False,72,True,-1000.0,-0.0223,1022.19,100.0,2015-04-07 11:00:00,0,3267,62,3115,90,-97.87,0.12
2.0,7-20,1.0,3,250,6,True,72,False,-1000.0,-0.0223,1001.75,100.0,2015-01-15 18:00:00,2,3993,0,3828,163,-75.82,0.06
1.0,7-20,1.0,6,150,6,True,72,True,-1000.0,-0.0223,1056.15,100.0,2014-10-08 11:00:00,3,3583,1,3474,105,-221.31,0.11
1.0,12-21,1.2,4,60,6,False,168,False,-1000.0,-0.0223,1011.3,100.0,2014-03-24 18:00:00,3,2131,31,2083,14,-90.25,0.08
