sym,entry,seed,rule,max_days,risk,mode,sample,max_starts,n,pass_pct,pass_inconsistent_pct,fail_daily_pct,fail_max_pct,timeout_pct,days_to_pass_median,trades_mean,max_dd_mean,worst_day_mean,end_balance_mean,burn_pct,secs,stage
BTCUSD,coin,1,ftmo_1step,7,2.8,fixed,IS,,390,12.3,4.6,7.2,53.3,22.6,4.7,4.9,8.93,-2.8,98636.0,60.5,1.2,3_coin
BTCUSD,coin,1,ftmo_1step,7,2.8,fixed,OOS,,395,15.9,7.1,0.3,57.0,19.7,4.5,4.9,9.1,-2.74,99106.0,57.3,1.2,3_coin
BTCUSD,coin,1,ftmo_1step,30,2.8,fixed,IS,,390,17.9,4.6,7.2,70.3,0.0,5.7,5.6,9.27,-2.8,98444.0,77.5,1.4,3_coin
BTCUSD,coin,1,ftmo_1step,30,2.8,fixed,OOS,,395,20.0,7.1,0.3,71.4,1.3,4.7,5.3,9.36,-2.74,98916.0,71.7,1.3,3_coin
BTCUSD,coin,1,fundingpips_1step,7,2.8,fixed,IS,,390,16.4,0.0,6.7,54.4,22.6,3.8,4.5,8.39,-2.8,98620.0,61.1,1.1,3_coin
BTCUSD,coin,1,fundingpips_1step,7,2.8,fixed,OOS,,395,23.3,0.0,0.3,55.2,21.3,3.7,4.5,8.48,-2.74,99355.0,55.5,1.0,3_coin
BTCUSD,coin,1,fundingpips_1step,30,2.8,fixed,IS,,390,23.8,0.0,6.7,69.5,0.0,4.9,5.6,9.28,-2.8,98166.0,76.2,1.3,3_coin
BTCUSD,coin,1,fundingpips_1step,30,2.8,fixed,OOS,,395,31.1,0.0,0.3,67.3,1.3,4.6,5.4,9.12,-2.74,99292.0,67.6,1.3,3_coin
BTCUSD,coin,1,e8_one_8,7,2.8,fixed,IS,,390,10.5,0.0,0.0,80.0,9.5,3.8,4.3,8.07,-2.85,98461.0,80.0,1.0,3_coin
BTCUSD,coin,1,e8_one_8,7,2.8,fixed,OOS,,395,14.7,0.0,0.0,75.9,9.4,3.8,4.2,7.97,-2.79,99281.0,75.9,1.2,3_coin
BTCUSD,coin,1,e8_one_8,30,2.8,fixed,IS,,390,13.6,0.0,0.0,86.4,0.0,4.8,4.5,8.15,-2.85,98538.0,86.4,1.2,3_coin
BTCUSD,coin,1,e8_one_8,30,2.8,fixed,OOS,,395,15.4,0.0,0.0,83.3,1.3,3.9,4.4,8.07,-2.79,99173.0,83.3,1.1,3_coin
BTCUSD,coin,1,e8_one_14,7,2.8,fixed,IS,,390,1.3,0.0,0.0,32.3,66.4,4.6,6.6,11.27,-2.91,98005.0,32.3,1.9,3_coin
BTCUSD,coin,1,e8_one_14,7,2.8,fixed,OOS,,395,2.8,0.0,0.0,27.3,69.9,5.9,6.5,11.18,-2.86,99198.0,27.3,2.0,3_coin
BTCUSD,coin,1,e8_one_14,30,2.8,fixed,IS,,390,12.3,0.0,0.0,87.7,0.0,16.0,11.4,13.98,-2.92,97162.0,87.7,3.1,3_coin
BTCUSD,coin,1,e8_one_14,30,2.8,fixed,OOS,,395,14.9,0.0,0.0,83.0,2.0,10.9,11.2,13.8,-2.86,98051.0,83.0,3.1,3_coin
BTCUSD,coin,1,the5ers_hyper,7,2.8,fixed,IS,,390,16.4,0.0,6.7,54.4,22.6,4.2,4.5,8.39,-2.8,98620.0,61.1,1.3,3_coin
BTCUSD,coin,1,the5ers_hyper,7,2.8,fixed,OOS,,395,23.3,0.0,0.3,55.2,21.3,4.2,4.5,8.48,-2.74,99355.0,55.5,1.4,3_coin
BTCUSD,coin,1,the5ers_hyper,30,2.8,fixed,IS,,390,23.8,0.0,6.7,69.5,0.0,4.9,5.6,9.28,-2.8,98166.0,76.2,1.6,3_coin
BTCUSD,coin,1,the5ers_hyper,30,2.8,fixed,OOS,,395,31.1,0.0,0.3,67.3,1.3,4.6,5.4,9.12,-2.74,99292.0,67.6,1.3,3_coin
BTCUSD,coin,1,ftmo_p1,7,2.8,fixed,IS,,390,7.7,0.0,0.0,7.9,84.4,5.6,6.7,7.25,-2.25,98808.0,7.9,1.7,3_coin
BTCUSD,coin,1,ftmo_p1,7,2.8,fixed,OOS,,395,7.6,0.0,0.0,2.8,89.6,5.6,6.7,6.35,-2.0,99809.0,2.8,1.7,3_coin
BTCUSD,coin,1,ftmo_p1,30,2.8,fixed,IS,,390,25.9,0.0,0.0,58.5,15.6,11.8,17.0,11.77,-2.53,96929.0,58.5,4.2,3_coin
BTCUSD,coin,1,ftmo_p1,30,2.8,fixed,OOS,,395,27.1,0.0,0.0,36.5,36.5,11.7,20.1,10.52,-2.3,98768.0,36.5,4.9,3_coin
BTCUSD,coin,4,ftmo_1step,7,2.8,fixed,IS,,390,12.3,5.1,6.9,50.8,24.9,4.6,5.0,8.86,-2.79,99210.0,57.7,1.2,3_coin
BTCUSD,coin,4,ftmo_1step,7,2.8,fixed,OOS,,395,15.4,7.6,0.3,57.5,19.2,4.5,4.9,9.21,-2.74,99180.0,57.8,1.3,3_coin
BTCUSD,coin,4,ftmo_1step,30,2.8,fixed,IS,,390,17.7,5.1,8.2,69.0,0.0,5.5,5.9,9.29,-2.79,98833.0,77.2,1.5,3_coin
BTCUSD,coin,4,ftmo_1step,30,2.8,fixed,OOS,,395,19.0,7.6,0.3,72.2,1.0,4.8,5.4,9.47,-2.74,98892.0,72.5,1.4,3_coin
BTCUSD,coin,4,fundingpips_1step,7,2.8,fixed,IS,,390,17.9,0.0,5.9,50.8,25.4,3.6,4.7,8.53,-2.79,99184.0,56.7,1.2,3_coin
BTCUSD,coin,4,fundingpips_1step,7,2.8,fixed,OOS,,395,22.8,0.0,0.0,55.9,21.3,3.6,4.5,8.58,-2.74,99310.0,55.9,1.2,3_coin
BTCUSD,coin,4,fundingpips_1step,30,2.8,fixed,IS,,390,27.4,0.0,6.9,64.4,1.3,4.9,6.4,9.45,-2.8,98976.0,71.3,1.7,3_coin
BTCUSD,coin,4,fundingpips_1step,30,2.8,fixed,OOS,,395,30.9,0.0,0.0,67.8,1.3,4.6,5.5,9.23,-2.74,99284.0,67.8,1.4,3_coin
BTCUSD,coin,4,e8_one_8,7,2.8,fixed,IS,,390,9.5,0.0,0.0,77.7,12.8,3.6,4.4,8.07,-2.84,98974.0,77.7,1.3,3_coin
BTCUSD,coin,4,e8_one_8,7,2.8,fixed,OOS,,395,13.9,0.0,0.0,78.2,7.8,4.5,4.2,7.95,-2.79,99344.0,78.2,1.3,3_coin
BTCUSD,coin,4,e8_one_8,30,2.8,fixed,IS,,390,11.0,0.0,0.0,89.0,0.0,3.9,4.8,8.24,-2.84,98729.0,89.0,1.4,3_coin
BTCUSD,coin,4,e8_one_8,30,2.8,fixed,OOS,,395,15.4,0.0,0.0,83.8,0.8,4.5,4.4,8.02,-2.79,99238.0,83.8,1.2,3_coin
BTCUSD,coin,4,e8_one_14,7,2.8,fixed,IS,,390,1.8,0.0,0.0,25.4,72.8,5.5,6.7,11.11,-2.91,98627.0,25.4,1.9,3_coin
BTCUSD,coin,4,e8_one_14,7,2.8,fixed,OOS,,395,3.8,0.0,0.0,29.9,66.3,5.5,6.5,11.19,-2.85,99153.0,29.9,1.7,3_coin
BTCUSD,coin,4,e8_one_14,30,2.8,fixed,IS,,390,12.6,0.0,0.0,81.8,5.6,14.7,12.8,13.77,-2.92,97488.0,81.8,3.1,3_coin
BTCUSD,coin,4,e8_one_14,30,2.8,fixed,OOS,,395,14.4,0.0,0.0,78.5,7.1,9.7,11.6,13.78,-2.87,98699.0,78.5,2.9,3_coin
BTCUSD,coin,4,the5ers_hyper,7,2.8,fixed,IS,,390,17.9,0.0,5.9,50.8,25.4,4.2,4.7,8.53,-2.79,99184.0,56.7,1.3,3_coin
BTCUSD,coin,4,the5ers_hyper,7,2.8,fixed,OOS,,395,22.8,0.0,0.0,55.9,21.3,4.2,4.5,8.58,-2.74,99310.0,55.9,1.2,3_coin
BTCUSD,coin,4,the5ers_hyper,30,2.8,fixed,IS,,390,27.4,0.0,6.9,64.4,1.3,4.9,6.4,9.45,-2.8,98976.0,71.3,1.6,3_coin
BTCUSD,coin,4,the5ers_hyper,30,2.8,fixed,OOS,,395,30.9,0.0,0.0,67.8,1.3,4.6,5.5,9.23,-2.74,99284.0,67.8,1.4,3_coin
BTCUSD,coin,4,ftmo_p1,7,2.8,fixed,IS,,390,6.9,0.0,0.0,4.4,88.7,5.6,6.8,7.07,-2.24,99440.0,4.4,1.8,3_coin
BTCUSD,coin,4,ftmo_p1,7,2.8,fixed,OOS,,395,5.6,0.0,0.0,6.6,87.8,5.6,6.8,6.45,-1.97,99625.0,6.6,1.7,3_coin
BTCUSD,coin,4,ftmo_p1,30,2.8,fixed,IS,,390,28.2,0.0,0.0,47.2,24.6,13.6,19.1,11.41,-2.54,98236.0,47.2,4.7,3_coin
BTCUSD,coin,4,ftmo_p1,30,2.8,fixed,OOS,,395,28.6,0.0,0.0,32.4,39.0,14.7,20.3,10.31,-2.23,99606.0,32.4,5.2,3_coin
BTCUSD,coin,3,ftmo_1step,7,2.8,fixed,IS,,390,10.0,5.1,8.5,56.4,20.0,4.5,4.8,9.09,-2.8,98368.0,64.9,1.2,3_coin
BTCUSD,coin,3,ftmo_1step,7,2.8,fixed,OOS,,395,13.7,5.8,1.0,48.6,30.9,4.5,5.2,8.88,-2.76,99856.0,49.6,1.4,3_coin
BTCUSD,coin,3,ftmo_1step,30,2.8,fixed,IS,,390,15.1,5.1,8.5,71.3,0.0,5.6,5.4,9.35,-2.8,98228.0,79.8,1.4,3_coin
BTCUSD,coin,3,ftmo_1step,30,2.8,fixed,OOS,,395,21.5,5.8,1.0,70.4,1.3,5.7,6.4,9.31,-2.76,99631.0,71.4,1.6,3_coin
BTCUSD,coin,3,fundingpips_1step,7,2.8,fixed,IS,,390,15.1,0.0,8.2,54.9,21.8,3.6,4.5,8.68,-2.8,98381.0,63.1,1.1,3_coin
BTCUSD,coin,3,fundingpips_1step,7,2.8,fixed,OOS,,395,19.7,0.0,1.8,45.3,33.2,3.6,4.9,8.56,-2.76,99895.0,47.1,1.2,3_coin
BTCUSD,coin,3,fundingpips_1step,30,2.8,fixed,IS,,390,22.3,0.0,8.2,68.7,0.8,4.6,5.8,9.5,-2.8,98130.0,76.9,1.4,3_coin
BTCUSD,coin,3,fundingpips_1step,30,2.8,fixed,OOS,,395,31.1,0.0,2.3,64.3,2.3,5.5,6.9,9.64,-2.76,99556.0,66.6,1.7,3_coin
BTCUSD,coin,3,e8_one_8,7,2.8,fixed,IS,,390,10.8,0.0,0.0,81.5,7.7,4.1,4.3,8.29,-2.86,98620.0,81.5,1.0,3_coin
BTCUSD,coin,3,e8_one_8,7,2.8,fixed,OOS,,395,9.4,0.0,0.0,78.7,11.9,3.5,4.4,7.94,-2.81,99278.0,78.7,1.2,3_coin
BTCUSD,coin,3,e8_one_8,30,2.8,fixed,IS,,390,12.1,0.0,0.0,87.9,0.0,4.5,4.4,8.37,-2.86,98541.0,87.9,1.2,3_coin
BTCUSD,coin,3,e8_one_8,30,2.8,fixed,OOS,,395,13.2,0.0,0.0,86.8,0.0,4.5,4.7,8.05,-2.81,99315.0,86.8,1.3,3_coin
BTCUSD,coin,3,e8_one_14,7,2.8,fixed,IS,,390,0.8,0.0,0.0,28.5,70.8,5.6,6.6,11.38,-2.91,98165.0,28.5,1.9,3_coin
BTCUSD,coin,3,e8_one_14,7,2.8,fixed,OOS,,395,3.3,0.0,0.0,19.2,77.5,4.8,6.6,10.54,-2.86,100396.0,19.2,1.7,3_coin
BTCUSD,coin,3,e8_one_14,30,2.8,fixed,IS,,390,6.9,0.0,0.0,91.8,1.3,14.7,11.9,14.22,-2.93,96204.0,91.8,2.9,3_coin
BTCUSD,coin,3,e8_one_14,30,2.8,fixed,OOS,,395,11.6,0.0,0.0,81.0,7.3,12.2,13.9,13.54,-2.87,98777.0,81.0,3.4,3_coin
BTCUSD,coin,3,the5ers_hyper,7,2.8,fixed,IS,,390,15.1,0.0,8.2,54.9,21.8,4.2,4.5,8.68,-2.8,98381.0,63.1,1.3,3_coin
BTCUSD,coin,3,the5ers_hyper,7,2.8,fixed,OOS,,395,19.7,0.0,1.8,45.3,33.2,4.2,4.9,8.56,-2.76,99895.0,47.1,1.2,3_coin
BTCUSD,coin,3,the5ers_hyper,30,2.8,fixed,IS,,390,22.3,0.0,8.2,68.7,0.8,4.6,5.8,9.5,-2.8,98130.0,76.9,1.4,3_coin
BTCUSD,coin,3,the5ers_hyper,30,2.8,fixed,OOS,,395,31.1,0.0,2.3,64.3,2.3,5.5,6.9,9.64,-2.76,99556.0,66.6,1.7,3_coin
BTCUSD,coin,3,ftmo_p1,7,2.8,fixed,IS,,390,6.7,0.0,0.0,7.9,85.4,5.6,6.7,7.34,-2.24,98953.0,7.9,1.7,3_coin
BTCUSD,coin,3,ftmo_p1,7,2.8,fixed,OOS,,395,5.6,0.0,0.0,1.5,92.9,5.6,6.8,6.08,-2.01,100434.0,1.5,1.7,3_coin
BTCUSD,coin,3,ftmo_p1,30,2.8,fixed,IS,,390,25.6,0.0,0.0,51.0,23.3,13.6,18.1,12.2,-2.59,97908.0,51.0,4.5,3_coin
BTCUSD,coin,3,ftmo_p1,30,2.8,fixed,OOS,,395,28.6,0.0,0.0,14.7,56.7,11.9,22.6,9.84,-2.32,101616.0,14.7,5.6,3_coin
BTCUSD,coin,2,ftmo_1step,7,2.8,fixed,IS,,390,15.1,5.4,8.7,50.0,20.8,4.8,4.9,8.77,-2.79,99439.0,58.7,1.2,3_coin
BTCUSD,coin,2,ftmo_1step,7,2.8,fixed,OOS,,395,17.7,6.3,0.0,46.1,29.9,4.6,5.2,8.79,-2.76,100772.0,46.1,1.4,3_coin
BTCUSD,coin,2,ftmo_1step,30,2.8,fixed,IS,,390,24.6,5.4,8.7,61.3,0.0,6.6,5.6,8.98,-2.8,99808.0,70.0,1.7,3_coin
BTCUSD,coin,2,ftmo_1step,30,2.8,fixed,OOS,,395,28.6,6.3,0.0,64.1,1.0,5.6,6.3,9.24,-2.76,100980.0,64.1,1.8,3_coin
BTCUSD,coin,2,fundingpips_1step,7,2.8,fixed,IS,,390,19.5,0.0,7.2,49.5,23.8,3.9,4.7,8.41,-2.8,99557.0,56.7,1.4,3_coin
BTCUSD,coin,2,fundingpips_1step,7,2.8,fixed,OOS,,395,24.6,0.0,0.0,46.3,29.1,3.6,4.8,8.46,-2.75,100622.0,46.3,1.5,3_coin
BTCUSD,coin,2,fundingpips_1step,30,2.8,fixed,IS,,390,31.5,0.0,7.2,61.3,0.0,5.8,5.9,9.08,-2.8,99691.0,68.5,1.7,3_coin
BTCUSD,coin,2,fundingpips_1step,30,2.8,fixed,OOS,,395,40.0,0.0,0.0,58.5,1.5,5.6,6.4,9.37,-2.76,101088.0,58.5,1.9,3_coin
BTCUSD,coin,2,e8_one_8,7,2.8,fixed,IS,,390,13.6,0.0,0.0,77.9,8.5,4.7,4.2,8.01,-2.84,99223.0,77.9,1.2,3_coin
BTCUSD,coin,2,e8_one_8,7,2.8,fixed,OOS,,395,13.2,0.0,0.0,74.4,12.4,4.4,4.5,7.92,-2.81,100113.0,74.4,1.3,3_coin
BTCUSD,coin,2,e8_one_8,30,2.8,fixed,IS,,390,17.7,0.0,0.0,82.3,0.0,5.6,4.4,8.07,-2.84,99422.0,82.3,1.2,3_coin
BTCUSD,coin,2,e8_one_8,30,2.8,fixed,OOS,,395,15.2,0.0,0.0,84.8,0.0,4.6,4.8,8.07,-2.81,99940.0,84.8,1.4,3_coin
BTCUSD,coin,2,e8_one_14,7,2.8,fixed,IS,,390,1.0,0.0,0.0,26.9,72.1,6.2,6.7,11.04,-2.92,98950.0,26.9,1.9,3_coin
BTCUSD,coin,2,e8_one_14,7,2.8,fixed,OOS,,395,1.0,0.0,0.0,15.9,83.0,5.8,6.7,10.33,-2.86,101523.0,15.9,2.0,3_coin
BTCUSD,coin,2,e8_one_14,30,2.8,fixed,IS,,390,20.5,0.0,0.0,76.9,2.6,15.7,12.8,13.44,-2.94,99828.0,76.9,3.6,3_coin
BTCUSD,coin,2,e8_one_14,30,2.8,fixed,OOS,,395,18.2,0.0,0.0,75.7,6.1,16.6,14.2,13.48,-2.87,102173.0,75.7,4.1,3_coin
BTCUSD,coin,2,the5ers_hyper,7,2.8,fixed,IS,,390,19.5,0.0,7.2,49.5,23.8,4.2,4.7,8.41,-2.8,99557.0,56.7,1.4,3_coin
BTCUSD,coin,2,the5ers_hyper,7,2.8,fixed,OOS,,395,24.6,0.0,0.0,46.3,29.1,4.2,4.8,8.46,-2.75,100622.0,46.3,1.4,3_coin
BTCUSD,coin,2,the5ers_hyper,30,2.8,fixed,IS,,390,31.5,0.0,7.2,61.3,0.0,5.8,5.9,9.08,-2.8,99691.0,68.5,1.6,3_coin
BTCUSD,coin,2,the5ers_hyper,30,2.8,fixed,OOS,,395,40.0,0.0,0.0,58.5,1.5,5.6,6.4,9.37,-2.76,101088.0,58.5,1.8,3_coin
BTCUSD,coin,2,ftmo_p1,7,2.8,fixed,IS,,390,8.5,0.0,0.0,5.9,85.6,5.6,6.8,7.1,-2.25,99556.0,5.9,2.0,3_coin
BTCUSD,coin,2,ftmo_p1,7,2.8,fixed,OOS,,395,5.6,0.0,0.0,2.3,92.2,5.6,6.8,5.94,-1.97,100776.0,2.3,2.1,3_coin
BTCUSD,coin,2,ftmo_p1,30,2.8,fixed,IS,,390,35.4,0.0,0.0,52.8,11.8,13.8,16.9,11.26,-2.54,98692.0,52.8,4.9,3_coin
BTCUSD,coin,2,ftmo_p1,30,2.8,fixed,OOS,,395,39.7,0.0,0.0,15.7,44.6,15.5,21.2,9.24,-2.26,103679.0,15.7,6.3,3_coin
BTCUSD,coin,5,ftmo_1step,7,2.8,fixed,IS,,390,9.2,6.4,7.4,50.0,26.9,4.7,5.1,8.85,-2.81,98698.0,57.4,1.3,3_coin
BTCUSD,coin,5,ftmo_1step,7,2.8,fixed,OOS,,395,15.2,7.1,0.0,57.7,20.0,4.5,4.9,8.98,-2.75,99674.0,57.7,1.3,3_coin
BTCUSD,coin,5,ftmo_1step,30,2.8,fixed,IS,,390,13.8,6.4,7.4,72.3,0.0,5.9,6.3,9.31,-2.82,98268.0,79.7,1.5,3_coin
BTCUSD,coin,5,ftmo_1step,30,2.8,fixed,OOS,,395,21.3,7.1,0.0,70.4,1.3,5.5,5.4,9.26,-2.75,99671.0,70.4,1.5,3_coin
BTCUSD,coin,5,fundingpips_1step,7,2.8,fixed,IS,,390,14.6,0.0,7.4,51.5,26.4,3.6,4.7,8.47,-2.81,98544.0,58.9,1.3,3_coin
BTCUSD,coin,5,fundingpips_1step,7,2.8,fixed,OOS,,395,22.0,0.0,0.0,50.9,27.1,3.5,4.7,8.79,-2.75,99740.0,50.9,1.2,3_coin
BTCUSD,coin,5,fundingpips_1step,30,2.8,fixed,IS,,390,20.5,0.0,8.2,70.8,0.5,4.7,6.5,9.63,-2.82,97650.0,79.0,1.7,3_coin
BTCUSD,coin,5,fundingpips_1step,30,2.8,fixed,OOS,,395,30.6,0.0,0.0,67.8,1.5,4.6,6.1,9.68,-2.75,99269.0,67.8,1.5,3_coin
BTCUSD,coin,5,e8_one_8,7,2.8,fixed,IS,,390,7.9,0.0,0.0,80.8,11.3,3.6,4.4,8.02,-2.85,98423.0,80.8,1.1,3_coin
BTCUSD,coin,5,e8_one_8,7,2.8,fixed,OOS,,395,12.4,0.0,0.0,77.2,10.4,3.6,4.2,7.94,-2.79,99541.0,77.2,1.1,3_coin
BTCUSD,coin,5,e8_one_8,30,2.8,fixed,IS,,390,8.7,0.0,0.0,91.3,0.0,3.6,4.7,8.16,-2.85,98145.0,91.3,1.2,3_coin
BTCUSD,coin,5,e8_one_8,30,2.8,fixed,OOS,,395,13.2,0.0,0.0,85.8,1.0,3.6,4.3,8.04,-2.79,99359.0,85.8,1.1,3_coin
BTCUSD,coin,5,e8_one_14,7,2.8,fixed,IS,,390,1.5,0.0,0.0,22.3,76.2,6.3,6.7,10.88,-2.92,98197.0,22.3,1.7,3_coin
BTCUSD,coin,5,e8_one_14,7,2.8,fixed,OOS,,395,2.8,0.0,0.0,25.1,72.2,6.5,6.6,10.99,-2.86,99899.0,25.1,1.8,3_coin
BTCUSD,coin,5,e8_one_14,30,2.8,fixed,IS,,390,7.4,0.0,0.0,89.7,2.8,13.6,12.3,14.15,-2.93,95628.0,89.7,3.2,3_coin
BTCUSD,coin,5,e8_one_14,30,2.8,fixed,OOS,,395,14.7,0.0,0.0,82.0,3.3,13.8,11.8,13.68,-2.87,99224.0,82.0,3.0,3_coin
BTCUSD,coin,5,the5ers_hyper,7,2.8,fixed,IS,,390,14.6,0.0,7.4,51.5,26.4,4.2,4.7,8.47,-2.81,98544.0,58.9,1.2,3_coin
BTCUSD,coin,5,the5ers_hyper,7,2.8,fixed,OOS,,395,22.0,0.0,0.0,50.9,27.1,4.2,4.7,8.79,-2.75,99740.0,50.9,1.3,3_coin
BTCUSD,coin,5,the5ers_hyper,30,2.8,fixed,IS,,390,20.5,0.0,8.2,70.8,0.5,4.7,6.5,9.63,-2.82,97650.0,79.0,1.6,3_coin
BTCUSD,coin,5,the5ers_hyper,30,2.8,fixed,OOS,,395,30.6,0.0,0.0,67.8,1.5,4.6,6.1,9.68,-2.75,99269.0,67.8,1.5,3_coin
BTCUSD,coin,5,ftmo_p1,7,2.8,fixed,IS,,390,6.9,0.0,0.0,3.8,89.2,5.6,6.8,6.93,-2.27,99060.0,3.8,1.9,3_coin
BTCUSD,coin,5,ftmo_p1,7,2.8,fixed,OOS,,395,8.1,0.0,0.0,3.8,88.1,5.6,6.7,6.22,-2.0,100145.0,3.8,1.9,3_coin
BTCUSD,coin,5,ftmo_p1,30,2.8,fixed,IS,,390,20.3,0.0,0.0,51.8,27.9,10.5,19.9,12.05,-2.6,96126.0,51.8,4.7,3_coin
BTCUSD,coin,5,ftmo_p1,30,2.8,fixed,OOS,,395,30.6,0.0,0.0,26.6,42.8,12.8,20.8,10.34,-2.28,100490.0,26.6,5.3,3_coin
BTCUSD,coin,1,ftmo_1step,7,1.5,ladder_balance,IS,,390,0.8,0.0,0.0,0.0,99.2,5.5,7.0,3.16,-1.2,99494.0,0.0,1.9,3_coin
BTCUSD,coin,1,ftmo_1step,7,1.5,ladder_balance,OOS,,395,0.8,0.0,0.0,0.0,99.2,5.5,6.9,3.09,-1.2,100018.0,0.0,2.0,3_coin
BTCUSD,coin,1,ftmo_1step,30,1.5,ladder_balance,IS,,390,6.7,0.0,0.0,16.7,76.7,19.0,28.6,7.5,-1.56,97868.0,16.7,7.4,3_coin
BTCUSD,coin,1,ftmo_1step,30,1.5,ladder_balance,OOS,,395,10.4,0.0,0.0,10.4,79.2,22.5,27.8,6.71,-1.54,100129.0,10.4,7.0,3_coin
BTCUSD,coin,1,fundingpips_1step,7,1.5,ladder_balance,IS,,390,0.8,0.0,0.0,0.0,99.2,5.5,7.0,3.16,-1.2,99494.0,0.0,1.9,3_coin
BTCUSD,coin,1,fundingpips_1step,7,1.5,ladder_balance,OOS,,395,0.8,0.0,0.0,0.0,99.2,5.5,6.9,3.09,-1.2,100018.0,0.0,1.9,3_coin
BTCUSD,coin,1,fundingpips_1step,30,1.5,ladder_balance,IS,,390,6.7,0.0,0.0,38.7,54.6,19.0,25.8,6.99,-1.52,97950.0,38.7,6.3,3_coin
BTCUSD,coin,1,fundingpips_1step,30,1.5,ladder_balance,OOS,,395,10.4,0.0,0.0,18.7,70.9,22.5,26.5,6.47,-1.51,100239.0,18.7,6.8,3_coin
BTCUSD,coin,1,e8_one_8,7,1.5,ladder_balance,IS,,390,0.3,0.0,0.0,0.0,99.7,6.5,7.0,3.16,-1.2,99484.0,0.0,1.7,3_coin
BTCUSD,coin,1,e8_one_8,7,1.5,ladder_balance,OOS,,395,0.0,0.0,0.0,1.3,98.7,,6.9,3.09,-1.19,100002.0,1.3,1.8,3_coin
BTCUSD,coin,1,e8_one_8,30,1.5,ladder_balance,IS,,390,2.3,0.0,0.0,42.6,55.1,12.5,26.7,7.02,-1.55,97943.0,42.6,6.6,3_coin
BTCUSD,coin,1,e8_one_8,30,1.5,ladder_balance,OOS,,395,4.3,0.0,0.0,28.1,67.6,23.5,26.6,6.53,-1.52,100085.0,28.1,6.6,3_coin
BTCUSD,coin,1,e8_one_14,7,1.5,ladder_balance,IS,,390,0.0,0.0,0.0,0.0,100.0,,7.0,3.16,-1.2,99484.0,0.0,1.9,3_coin
BTCUSD,coin,1,e8_one_14,7,1.5,ladder_balance,OOS,,395,0.0,0.0,0.0,0.0,100.0,,6.9,3.09,-1.2,100010.0,0.0,1.8,3_coin
BTCUSD,coin,1,e8_one_14,30,1.5,ladder_balance,IS,,390,0.0,0.0,0.0,0.0,100.0,,30.0,7.77,-1.57,97664.0,0.0,7.5,3_coin
BTCUSD,coin,1,e8_one_14,30,1.5,ladder_balance,OOS,,395,0.0,0.0,0.0,0.0,100.0,,29.2,6.99,-1.56,99917.0,0.0,7.5,3_coin
BTCUSD,coin,1,the5ers_hyper,7,1.5,ladder_balance,IS,,390,0.8,0.0,0.0,0.0,99.2,5.5,7.0,3.16,-1.2,99494.0,0.0,2.0,3_coin
BTCUSD,coin,1,the5ers_hyper,7,1.5,ladder_balance,OOS,,395,0.8,0.0,0.0,0.0,99.2,5.5,6.9,3.09,-1.2,100018.0,0.0,1.9,3_coin
BTCUSD,coin,1,the5ers_hyper,30,1.5,ladder_balance,IS,,390,6.7,0.0,0.0,38.7,54.6,19.0,25.8,6.99,-1.52,97950.0,38.7,6.7,3_coin
BTCUSD,coin,1,the5ers_hyper,30,1.5,ladder_balance,OOS,,395,10.4,0.0,0.0,18.7,70.9,22.5,26.5,6.47,-1.51,100239.0,18.7,6.8,3_coin
BTCUSD,coin,1,ftmo_p1,7,1.5,ladder_balance,IS,,390,0.0,0.0,0.0,0.0,100.0,,7.0,3.01,-1.11,99494.0,0.0,1.7,3_coin
BTCUSD,coin,1,ftmo_p1,7,1.5,ladder_balance,OOS,,395,0.3,0.0,0.0,0.0,99.7,6.7,6.9,2.91,-1.09,99943.0,0.0,1.8,3_coin
BTCUSD,coin,1,ftmo_p1,30,1.5,ladder_balance,IS,,390,3.6,0.0,0.0,1.3,95.1,19.4,29.7,7.35,-1.48,97793.0,1.3,7.4,3_coin
BTCUSD,coin,1,ftmo_p1,30,1.5,ladder_balance,OOS,,395,9.6,0.0,0.0,2.3,88.1,23.6,28.3,6.38,-1.44,99927.0,2.3,7.9,3_coin
BTCUSD,coin,2,ftmo_1step,7,1.5,ladder_balance,IS,,390,0.5,0.0,0.0,0.0,99.5,6.1,7.0,3.06,-1.16,99631.0,0.0,1.8,3_coin
BTCUSD,coin,2,ftmo_1step,7,1.5,ladder_balance,OOS,,395,0.3,0.0,0.0,0.0,99.7,6.5,6.9,2.96,-1.24,100380.0,0.0,2.0,3_coin
BTCUSD,coin,2,ftmo_1step,30,1.5,ladder_balance,IS,,390,2.3,0.0,0.0,13.3,84.4,9.6,29.1,7.2,-1.53,98184.0,13.3,7.5,3_coin
BTCUSD,coin,2,ftmo_1step,30,1.5,ladder_balance,OOS,,395,8.4,0.0,0.0,1.5,90.1,23.6,28.5,5.93,-1.57,101477.0,1.5,7.2,3_coin
BTCUSD,coin,2,fundingpips_1step,7,1.5,ladder_balance,IS,,390,0.5,0.0,0.0,0.0,99.5,6.1,7.0,3.06,-1.16,99631.0,0.0,2.0,3_coin
BTCUSD,coin,2,fundingpips_1step,7,1.5,ladder_balance,OOS,,395,0.3,0.0,0.0,0.0,99.7,6.5,6.9,2.96,-1.24,100380.0,0.0,1.9,3_coin
