sym,mult,step,lv,sl,tp,final_equity,net,usd_per_hour,usd_per_hour_first_year,max_dd_usd,max_dd_pct,min_equity,ruined_at,stopouts,baskets_closed,sl_hits,tp_hits,max_lots,max_positions,worst_basket,yearly,ruin
GBPUSD,1.0,60,4,200,6,0.0,-1000.0,-0.0223,-0.0991,1005.28,100.0,0.0,2014-01-06 05:00:00,5,1296,8,1283,0.08,4,-222.23,"{'2012': -69.38, '2013': -898.98, '2014': -31.64, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,60,4,200,10,0.0,-1000.0,-0.0223,-0.0723,1008.6,100.0,0.0,2015-02-16 18:00:00,6,1819,13,1800,0.08,4,-222.23,"{'2012': -49.83, '2013': -653.15, '2014': -129.48, '2015': -167.54, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,60,4,200,15,0.0,-1000.0,-0.0223,-0.044,1012.26,100.0,0.0,2016-06-24 05:00:00,0,2514,24,2490,0.08,4,-244.54,"{'2012': -37.39, '2013': -396.02, '2014': -8.84, '2015': -380.14, '2016': -177.61, '2017': 0.0}",True
GBPUSD,1.0,60,6,60,6,0.0,-1000.0,-0.0223,-0.1142,1005.28,100.0,0.0,2013-10-04 10:00:00,4,1521,25,1492,0.06,4,-91.72,"{'2012': -87.01, '2013': -912.99, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,60,6,60,10,0.0,-1000.0,-0.0223,-0.0855,1008.6,100.0,0.0,2014-09-08 10:00:00,2,2077,45,2030,0.07,4,-91.06,"{'2012': -58.77, '2013': -694.05, '2014': -247.18, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,60,6,60,15,0.0,-1000.0,-0.0223,-0.0485,1012.26,100.0,0.0,2015-09-23 17:00:00,3,2955,83,2869,0.07,4,-129.72,"{'2012': -43.7, '2013': -319.49, '2014': -141.75, '2015': -495.06, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,60,6,100,6,0.0,-1000.0,-0.0223,-0.1142,1005.28,100.0,0.0,2013-07-10 14:00:00,5,1086,14,1067,0.08,6,-117.74,"{'2012': -72.7, '2013': -927.3, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,60,6,100,10,0.0,-1000.0,-0.0223,-0.1142,1009.22,100.0,0.0,2013-11-01 14:00:00,3,1194,20,1171,0.08,6,-117.74,"{'2012': -48.2, '2013': -951.8, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,60,6,100,15,0.0,-1000.0,-0.0223,-0.0714,1014.28,100.0,0.0,2016-03-17 12:00:00,1,3203,57,3145,0.08,6,-154.46,"{'2012': -30.55, '2013': -562.04, '2014': 238.66, '2015': -554.12, '2016': -91.95, '2017': 0.0}",True
GBPUSD,1.0,60,6,150,6,0.0,-1000.0,-0.0223,-0.0821,1005.28,100.0,0.0,2014-09-04 17:00:00,3,2120,13,2104,0.1,6,-182.56,"{'2012': -123.57, '2013': -706.26, '2014': -170.18, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,60,6,150,10,0.0,-1000.0,-0.0223,-0.0445,1009.22,100.0,0.0,2015-03-18 22:00:00,1,2341,21,2319,0.1,6,-182.56,"{'2012': -100.0, '2013': -360.61, '2014': -149.04, '2015': -390.36, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,60,6,150,15,0.0,-1000.0,-0.0223,-0.0093,1080.65,100.0,0.0,2016-03-29 19:00:00,1,3010,37,2972,0.1,6,-182.12,"{'2012': -84.28, '2013': -7.8, '2014': -2.22, '2015': -642.16, '2016': -263.54, '2017': 0.0}",True
GBPUSD,1.0,60,6,200,6,0.0,-1000.0,-0.0223,-0.1142,1005.28,100.0,0.0,2013-06-28 18:00:00,2,888,6,880,0.1,6,-255.6,"{'2012': -88.84, '2013': -911.16, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,60,6,200,10,0.0,-1000.0,-0.0223,-0.1142,1009.22,100.0,0.0,2013-09-18 22:00:00,2,941,8,931,0.1,6,-255.6,"{'2012': -69.29, '2013': -930.71, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,60,6,200,15,0.0,-1000.0,-0.0223,-0.0747,1014.28,100.0,0.0,2014-09-19 02:00:00,2,1350,14,1334,0.1,6,-279.38,"{'2012': -56.85, '2013': -666.45, '2014': -276.7, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,3,60,6,0.0,-1000.0,-0.0223,-0.1142,1006.01,100.0,0.0,2013-09-18 20:00:00,1,1807,32,1774,0.06,3,-80.8,"{'2012': -50.12, '2013': -949.88, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,3,60,10,0.0,-1000.0,-0.0223,-0.0752,1013.9,100.0,0.0,2014-09-19 03:00:00,2,2511,59,2450,0.06,3,-80.8,"{'2012': -9.5, '2013': -734.12, '2014': -256.39, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,3,60,15,0.0,-1000.0,-0.0223,-0.0378,1023.66,100.0,0.0,2015-05-01 21:00:00,3,2682,91,2588,0.06,3,-80.8,"{'2012': -3.39, '2013': -366.01, '2014': -181.61, '2015': -448.99, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,3,100,6,0.0,-1000.0,-0.0223,-0.0975,1006.01,100.0,0.0,2014-08-14 11:00:00,6,2302,23,2273,0.06,3,-116.14,"{'2012': -42.7, '2013': -857.01, '2014': -100.3, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,3,100,10,0.0,-1000.0,-0.0223,-0.0629,1013.9,100.0,0.0,2015-03-20 02:00:00,5,2348,34,2309,0.06,3,-148.37,"{'2012': -1.76, '2013': -569.16, '2014': -91.04, '2015': -338.05, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,3,100,15,0.0,-1000.0,-0.0223,-0.0427,1022.4,100.0,0.0,2016-04-12 13:00:00,1,3172,65,3106,0.06,3,-148.37,"{'2012': 1.64, '2013': -376.34, '2014': 42.05, '2015': -334.96, '2016': -332.39, '2017': 0.0}",True
GBPUSD,1.5,20,3,150,6,0.0,-1000.0,-0.0223,-0.0819,1006.01,100.0,0.0,2014-09-19 02:00:00,1,2083,14,2068,0.06,3,-185.62,"{'2012': -30.95, '2013': -750.52, '2014': -218.54, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,3,150,10,0.0,-1000.0,-0.0223,-0.0501,1013.9,100.0,0.0,2015-06-17 11:00:00,1,2353,23,2329,0.06,3,-185.62,"{'2012': 1.04, '2013': -469.42, '2014': -167.9, '2015': -363.73, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,3,150,15,0.0,-1000.0,-0.0223,-0.0232,1022.4,100.0,0.0,2016-06-24 07:00:00,0,2717,38,2679,0.06,3,-244.54,"{'2012': 6.76, '2013': -201.21, '2014': 29.91, '2015': -202.18, '2016': -633.28, '2017': 0.0}",True
GBPUSD,1.5,20,3,200,6,0.0,-1000.0,-0.0223,-0.0836,1006.01,100.0,0.0,2014-09-08 00:00:00,0,1768,10,1758,0.06,3,-206.03,"{'2012': -30.95, '2013': -750.94, '2014': -218.12, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,3,200,10,0.0,-1000.0,-0.0223,-0.0548,1013.9,100.0,0.0,2015-09-08 17:00:00,3,2014,16,1995,0.06,3,-214.2,"{'2012': 1.04, '2013': -508.84, '2014': -93.52, '2015': -398.69, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,3,200,15,0.0,-1000.0,-0.0223,-0.0293,1022.4,100.0,0.0,2016-06-24 06:00:00,0,2015,23,1992,0.06,3,-244.54,"{'2012': 6.76, '2013': -272.17, '2014': 40.37, '2015': -294.11, '2016': -480.85, '2017': 0.0}",True
GBPUSD,1.5,20,4,60,6,0.0,-1000.0,-0.0223,-0.1142,1007.54,100.0,0.0,2013-06-06 18:00:00,1,1408,28,1379,0.1,4,-98.49,"{'2012': -122.13, '2013': -877.87, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,4,60,10,0.0,-1000.0,-0.0223,-0.1142,1029.51,100.0,0.0,2013-08-19 04:00:00,9,1556,43,1504,0.1,4,-87.62,"{'2012': -65.98, '2013': -934.02, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,4,60,15,0.0,-1000.0,-0.0223,-0.1142,1041.44,100.0,0.0,2013-11-13 17:00:00,3,1538,59,1476,0.1,4,-94.82,"{'2012': -49.68, '2013': -950.32, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,4,100,6,0.0,-1000.0,-0.0223,-0.1142,1007.54,100.0,0.0,2013-07-05 14:00:00,2,1486,18,1466,0.1,4,-134.56,"{'2012': -134.12, '2013': -865.88, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,4,100,10,0.0,-1000.0,-0.0223,-0.1142,1015.11,100.0,0.0,2013-09-06 14:00:00,3,1419,24,1392,0.1,4,-157.08,"{'2012': -84.99, '2013': -915.01, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,4,100,15,0.0,-1000.0,-0.0223,-0.0832,1019.41,100.0,0.0,2014-09-08 02:00:00,1,1974,46,1927,0.1,4,-157.08,"{'2012': -69.74, '2013': -600.24, '2014': -330.01, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,4,150,6,0.0,-1000.0,-0.0223,-0.1142,1007.54,100.0,0.0,2013-06-28 11:00:00,5,1231,11,1215,0.1,4,-166.51,"{'2012': -97.8, '2013': -902.2, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,4,150,10,0.0,-1000.0,-0.0223,-0.1142,1015.11,100.0,0.0,2013-10-02 12:00:00,7,1307,16,1284,0.1,4,-176.0,"{'2012': -53.92, '2013': -946.08, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,4,150,15,0.0,-1000.0,-0.0223,-0.1142,1019.41,100.0,0.0,2013-10-17 16:00:00,2,1017,19,996,0.1,4,-176.0,"{'2012': -39.68, '2013': -960.32, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,4,200,6,0.0,-1000.0,-0.0223,-0.1142,1007.54,100.0,0.0,2013-07-05 02:00:00,3,1215,8,1204,0.1,4,-240.44,"{'2012': -140.34, '2013': -859.66, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,4,200,10,0.0,-1000.0,-0.0223,-0.0932,1015.11,100.0,0.0,2014-09-04 19:00:00,4,1880,15,1861,0.1,4,-240.44,"{'2012': -95.24, '2013': -729.23, '2014': -175.54, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,4,200,15,0.0,-1000.0,-0.0223,-0.0579,1019.41,100.0,0.0,2015-03-19 16:00:00,1,2015,24,1990,0.1,4,-263.17,"{'2012': -84.08, '2013': -385.67, '2014': -184.08, '2015': -346.16, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,6,60,6,0.0,-1000.0,-0.0223,-0.1142,1007.78,100.0,0.0,2013-06-06 18:00:00,2,1600,28,1570,0.15,6,-125.28,"{'2012': -157.15, '2013': -842.85, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,6,60,10,0.0,-1000.0,-0.0223,-0.1142,1042.9,100.0,0.0,2013-07-23 14:00:00,5,1580,41,1534,0.16,6,-117.83,"{'2012': -88.12, '2013': -911.88, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,6,60,15,0.0,-1000.0,-0.0223,-0.1032,1068.02,100.0,0.0,2014-02-13 14:00:00,4,2099,73,2022,0.16,6,-122.32,"{'2012': -88.22, '2013': -788.58, '2014': -123.2, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,6,100,6,0.0,-1000.0,-0.0223,-0.1142,1012.91,100.0,0.0,2013-08-06 10:00:00,6,2052,21,2025,0.16,6,-167.13,"{'2012': -105.72, '2013': -894.28, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,6,100,10,0.0,-1000.0,-0.0223,-0.1142,1023.08,100.0,0.0,2013-10-04 12:00:00,1,1860,29,1830,0.18,6,-208.42,"{'2012': -33.23, '2013': -966.77, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,6,100,15,0.0,-1000.0,-0.0223,-0.0927,1022.86,100.0,0.0,2014-02-17 02:00:00,0,1976,45,1931,0.18,6,-208.42,"{'2012': -193.16, '2013': -527.33, '2014': -279.5, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,6,150,6,0.0,-1000.0,-0.0223,-0.1142,1012.91,100.0,0.0,2013-07-11 00:00:00,0,1755,13,1742,0.18,6,-324.53,"{'2012': -52.93, '2013': -947.07, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,6,150,10,0.0,-1000.0,-0.0223,-0.1142,1057.09,100.0,0.0,2013-08-15 10:00:00,3,1588,17,1568,0.16,6,-324.53,"{'2012': 22.18, '2013': -1022.18, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,6,150,15,0.0,-1000.0,-0.0223,-0.1142,1022.86,100.0,0.0,2013-09-18 20:00:00,0,1340,23,1317,0.18,6,-324.53,"{'2012': -323.71, '2013': -676.29, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,6,200,6,0.0,-1000.0,-0.0223,-0.1142,1012.91,100.0,0.0,2013-06-18 12:00:00,2,1521,9,1510,0.21,6,-288.03,"{'2012': -113.67, '2013': -886.33, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,6,200,10,0.0,-1000.0,-0.0223,-0.1142,1023.08,100.0,0.0,2013-07-11 00:00:00,0,1268,12,1256,0.21,6,-324.53,"{'2012': -46.03, '2013': -953.97, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,20,6,200,15,0.0,-1000.0,-0.0223,-0.1142,1022.86,100.0,0.0,2013-07-11 00:00:00,0,991,15,976,0.21,6,-324.53,"{'2012': -310.35, '2013': -689.65, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,40,3,60,6,0.0,-1000.0,-0.0223,-0.1142,1001.59,100.0,0.0,2013-10-17 16:00:00,2,1609,28,1579,0.06,3,-96.83,"{'2012': -68.02, '2013': -931.98, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,40,3,60,10,0.0,-1000.0,-0.0223,-0.0807,1005.49,100.0,0.0,2014-10-10 10:00:00,1,2342,52,2289,0.06,3,-96.83,"{'2012': -34.17, '2013': -672.72, '2014': -293.11, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,40,3,60,15,0.0,-1000.0,-0.0223,-0.0457,1006.6,100.0,0.0,2016-03-17 12:00:00,2,3741,110,3629,0.06,3,-131.88,"{'2012': -25.18, '2013': -307.47, '2014': -73.41, '2015': -462.7, '2016': -131.23, '2017': 0.0}",True
GBPUSD,1.5,40,3,100,6,0.0,-1000.0,-0.0223,-0.0954,1001.59,100.0,0.0,2014-05-30 18:00:00,7,1850,19,1824,0.06,3,-115.83,"{'2012': -52.17, '2013': -830.03, '2014': -117.8, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,40,3,100,10,0.0,-1000.0,-0.0223,-0.0615,1005.49,100.0,0.0,2015-04-29 16:00:00,3,2495,34,2458,0.06,3,-131.88,"{'2012': -25.36, '2013': -515.47, '2014': -48.68, '2015': -410.49, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,40,3,100,15,0.0,-1000.0,-0.0223,-0.032,1006.6,100.0,0.0,2016-06-24 02:00:00,0,3241,60,3181,0.06,3,-139.68,"{'2012': -10.11, '2013': -261.04, '2014': -7.83, '2015': -378.62, '2016': -342.4, '2017': 0.0}",True
GBPUSD,1.5,40,3,150,6,0.0,-1000.0,-0.0223,-0.0739,1001.59,100.0,0.0,2014-09-19 03:00:00,2,1734,12,1720,0.06,3,-179.3,"{'2012': -43.85, '2013': -704.84, '2014': -251.31, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,40,3,150,10,0.0,-1000.0,-0.0223,-0.0446,1005.49,100.0,0.0,2015-07-15 22:00:00,5,2371,22,2344,0.06,3,-179.3,"{'2012': -23.87, '2013': -424.86, '2014': -55.35, '2015': -495.92, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,40,3,150,15,0.0,-1000.0,-0.0223,-0.017,1023.62,100.0,0.0,2016-07-06 05:00:00,2,2782,35,2745,0.06,3,-244.54,"{'2012': -6.4, '2013': -124.19, '2014': -2.35, '2015': -213.71, '2016': -653.35, '2017': 0.0}",True
GBPUSD,1.5,40,3,200,6,0.0,-1000.0,-0.0223,-0.0789,1001.59,100.0,0.0,2014-09-04 19:00:00,3,1557,9,1545,0.06,3,-210.89,"{'2012': -43.85, '2013': -709.6, '2014': -246.55, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,40,3,200,10,0.0,-1000.0,-0.0223,-0.0498,1005.49,100.0,0.0,2015-09-08 09:00:00,2,2023,15,2006,0.06,3,-214.2,"{'2012': -23.87, '2013': -442.14, '2014': -184.33, '2015': -349.66, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,40,3,200,15,0.0,-1000.0,-0.0223,-0.0237,1006.6,100.0,0.0,2016-10-07 02:00:00,1,2201,23,2177,0.06,3,-370.12,"{'2012': -6.4, '2013': -203.91, '2014': -50.35, '2015': -101.21, '2016': -638.13, '2017': 0.0}",True
GBPUSD,1.5,40,4,60,6,0.0,-1000.0,-0.0223,-0.1142,1010.56,100.0,0.0,2013-09-18 22:00:00,1,1711,28,1682,0.07,4,-133.82,"{'2012': -133.23, '2013': -866.77, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,40,4,60,10,0.0,-1000.0,-0.0223,-0.112,1014.46,100.0,0.0,2013-12-18 20:00:00,1,1735,40,1694,0.08,4,-133.82,"{'2012': -95.74, '2013': -904.26, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,40,4,60,15,0.0,-1000.0,-0.0223,-0.0769,1014.74,100.0,0.0,2014-10-29 19:00:00,2,2178,66,2110,0.08,4,-133.82,"{'2012': -106.88, '2013': -539.23, '2014': -353.89, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,40,4,100,6,0.0,-1000.0,-0.0223,-0.1142,1010.56,100.0,0.0,2013-07-11 00:00:00,2,1289,16,1271,0.08,4,-139.72,"{'2012': -140.83, '2013': -859.17, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,40,4,100,10,0.0,-1000.0,-0.0223,-0.1142,1014.46,100.0,0.0,2013-11-07 14:00:00,2,1447,23,1422,0.1,4,-149.2,"{'2012': -105.75, '2013': -894.25, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,40,4,100,15,0.0,-1000.0,-0.0223,-0.0725,1014.74,100.0,0.0,2015-04-29 18:00:00,1,2573,50,2522,0.1,4,-166.92,"{'2012': -106.23, '2013': -527.03, '2014': -24.94, '2015': -341.8, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,40,4,150,6,0.0,-1000.0,-0.0223,-0.1142,1010.56,100.0,0.0,2013-07-09 09:00:00,3,1034,9,1022,0.1,4,-189.95,"{'2012': -102.06, '2013': -897.94, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,40,4,150,10,0.0,-1000.0,-0.0223,-0.1142,1014.46,100.0,0.0,2013-10-17 17:00:00,3,1147,13,1131,0.1,4,-189.95,"{'2012': -74.45, '2013': -925.55, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,40,4,150,15,0.0,-1000.0,-0.0223,-0.066,1014.74,100.0,0.0,2016-04-01 17:00:00,3,3321,43,3275,0.1,4,-189.95,"{'2012': -67.77, '2013': -473.1, '2014': 283.89, '2015': -316.82, '2016': -426.19, '2017': 0.0}",True
GBPUSD,1.5,40,4,200,6,0.0,-1000.0,-0.0223,-0.1142,1010.56,100.0,0.0,2013-07-05 16:00:00,3,1006,7,996,0.1,4,-229.74,"{'2012': -98.48, '2013': -901.52, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,40,4,200,10,0.0,-1000.0,-0.0223,-0.0766,1014.46,100.0,0.0,2015-03-09 10:00:00,2,2490,17,2471,0.1,4,-229.74,"{'2012': -77.7, '2013': -662.76, '2014': 20.07, '2015': -279.61, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,40,4,200,15,0.0,-1000.0,-0.0223,-0.0413,1021.97,100.0,0.0,2016-06-24 07:00:00,0,3508,35,3473,0.1,4,-244.54,"{'2012': -57.8, '2013': -282.03, '2014': 302.39, '2015': -522.11, '2016': -440.44, '2017': 0.0}",True
GBPUSD,1.5,40,6,60,6,0.0,-1000.0,-0.0223,-0.1142,1010.56,100.0,0.0,2013-11-06 10:00:00,2,1994,31,1961,0.1,5,-133.82,"{'2012': -52.94, '2013': -947.06, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,40,6,60,10,0.0,-1000.0,-0.0223,-0.1038,1014.46,100.0,0.0,2014-02-03 10:00:00,2,1915,42,1871,0.1,5,-133.82,"{'2012': -12.12, '2013': -917.89, '2014': -69.99, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,40,6,60,15,0.0,-1000.0,-0.0223,-0.0683,1078.7,100.0,0.0,2015-03-18 22:00:00,0,2722,80,2642,0.1,5,-133.82,"{'2012': -18.33, '2013': -557.49, '2014': -124.16, '2015': -300.02, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,40,6,100,6,0.0,-1000.0,-0.0223,-0.1142,1010.56,100.0,0.0,2013-07-05 14:00:00,1,1284,15,1268,0.15,6,-180.03,"{'2012': -147.23, '2013': -852.77, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,40,6,100,10,0.0,-1000.0,-0.0223,-0.1142,1014.46,100.0,0.0,2013-10-16 10:00:00,6,1473,21,1446,0.15,6,-180.18,"{'2012': -105.48, '2013': -894.52, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,40,6,100,15,0.0,-1000.0,-0.0223,-0.1142,1018.01,100.0,0.0,2013-11-12 15:00:00,7,1234,25,1202,0.15,6,-180.18,"{'2012': -100.95, '2013': -899.05, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,40,6,150,6,0.0,-1000.0,-0.0223,-0.1142,1010.56,100.0,0.0,2013-07-05 14:00:00,1,1240,11,1228,0.15,6,-200.83,"{'2012': -235.18, '2013': -764.82, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,40,6,150,10,0.0,-1000.0,-0.0223,-0.1142,1014.46,100.0,0.0,2013-07-05 16:00:00,3,965,12,950,0.16,6,-239.72,"{'2012': -194.36, '2013': -805.64, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,40,6,150,15,0.0,-1000.0,-0.0223,-0.1142,1018.01,100.0,0.0,2013-07-11 00:00:00,1,769,14,754,0.16,6,-180.18,"{'2012': -191.76, '2013': -808.24, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,40,6,200,6,0.0,-1000.0,-0.0223,-0.1142,1017.25,100.0,0.0,2013-06-28 17:00:00,3,1168,7,1158,0.16,6,-253.83,"{'2012': -153.56, '2013': -846.44, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,40,6,200,10,0.0,-1000.0,-0.0223,-0.1142,1029.77,100.0,0.0,2013-06-28 16:00:00,3,910,9,898,0.16,6,-266.14,"{'2012': -114.49, '2013': -885.51, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,40,6,200,15,0.0,-1000.0,-0.0223,-0.1142,1033.04,100.0,0.0,2013-06-28 17:00:00,2,720,10,708,0.16,6,-266.14,"{'2012': -104.52, '2013': -895.48, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,60,3,60,6,0.0,-1000.0,-0.0223,-0.1142,1005.28,100.0,0.0,2013-10-04 11:00:00,1,1487,26,1460,0.06,3,-95.94,"{'2012': -81.92, '2013': -918.08, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,60,3,60,10,0.0,-1000.0,-0.0223,-0.0829,1008.6,100.0,0.0,2014-09-08 11:00:00,1,2011,44,1966,0.06,3,-95.94,"{'2012': -53.01, '2013': -703.69, '2014': -243.3, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,60,3,60,15,0.0,-1000.0,-0.0223,-0.0451,1012.26,100.0,0.0,2015-07-14 12:00:00,3,2670,77,2590,0.06,3,-129.72,"{'2012': -37.88, '2013': -305.52, '2014': -271.81, '2015': -384.79, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,60,3,100,6,0.0,-1000.0,-0.0223,-0.0827,1005.28,100.0,0.0,2014-09-04 17:00:00,1,1980,19,1960,0.06,3,-121.33,"{'2012': -69.96, '2013': -702.49, '2014': -227.55, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,60,3,100,10,0.0,-1000.0,-0.0223,-0.0524,1008.6,100.0,0.0,2015-05-13 13:00:00,1,2392,32,2359,0.06,3,-129.72,"{'2012': -44.13, '2013': -424.78, '2014': -110.6, '2015': -420.49, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.5,60,3,100,15,0.0,-1000.0,-0.0223,-0.0244,1012.26,100.0,0.0,2016-06-24 04:00:00,0,3051,54,2997,0.06,3,-244.54,"{'2012': -29.78, '2013': -146.48, '2014': 84.64, '2015': -376.48, '2016': -531.89, '2017': 0.0}",True
GBPUSD,1.5,60,3,150,6,0.0,-1000.0,-0.0223,-0.0609,1005.28,100.0,0.0,2014-11-14 14:00:00,2,1845,12,1831,0.06,3,-160.48,"{'2012': -49.7, '2013': -591.75, '2014': -358.55, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
