sym,mult,step,lv,sl,tp,final_equity,net,usd_per_hour,usd_per_hour_first_year,max_dd_usd,max_dd_pct,min_equity,ruined_at,stopouts,baskets_closed,sl_hits,tp_hits,max_lots,max_positions,worst_basket,yearly,ruin
EURUSD,1.5,60,6,200,15,0.0,-1000.0,-0.0223,-0.0335,1172.9,100.0,0.0,2015-03-18 22:00:00,0,1699,18,1681,0.15,6,-320.78,"{'2012': -52.37, '2013': -318.84, '2014': 85.14, '2015': -713.93, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,20,3,60,6,0.0,-1000.0,-0.0223,-0.1142,1006.01,100.0,0.0,2013-09-18 20:00:00,1,1807,32,1774,0.06,3,-80.8,"{'2012': -50.12, '2013': -949.88, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,20,3,60,10,0.0,-1000.0,-0.0223,-0.0752,1013.9,100.0,0.0,2014-09-19 03:00:00,2,2511,59,2450,0.06,3,-80.8,"{'2012': -9.5, '2013': -734.12, '2014': -256.39, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,20,3,60,15,0.0,-1000.0,-0.0223,-0.0378,1023.66,100.0,0.0,2015-05-01 21:00:00,3,2682,91,2588,0.06,3,-80.8,"{'2012': -3.39, '2013': -366.01, '2014': -181.61, '2015': -448.99, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,20,3,100,6,0.0,-1000.0,-0.0223,-0.0975,1006.01,100.0,0.0,2014-08-14 11:00:00,6,2302,23,2273,0.06,3,-116.14,"{'2012': -42.7, '2013': -857.01, '2014': -100.3, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,20,3,100,10,0.0,-1000.0,-0.0223,-0.0629,1013.9,100.0,0.0,2015-03-20 02:00:00,5,2348,34,2309,0.06,3,-148.37,"{'2012': -1.76, '2013': -569.16, '2014': -91.04, '2015': -338.05, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,20,3,100,15,0.0,-1000.0,-0.0223,-0.0427,1022.4,100.0,0.0,2016-04-12 13:00:00,1,3172,65,3106,0.06,3,-148.37,"{'2012': 1.64, '2013': -376.34, '2014': 42.05, '2015': -334.96, '2016': -332.39, '2017': 0.0}",True
GBPUSD,1.0,20,3,150,6,0.0,-1000.0,-0.0223,-0.0819,1006.01,100.0,0.0,2014-09-19 02:00:00,1,2083,14,2068,0.06,3,-185.62,"{'2012': -30.95, '2013': -750.52, '2014': -218.54, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,20,3,150,10,0.0,-1000.0,-0.0223,-0.0501,1013.9,100.0,0.0,2015-06-17 11:00:00,1,2353,23,2329,0.06,3,-185.62,"{'2012': 1.04, '2013': -469.42, '2014': -167.9, '2015': -363.73, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,20,3,150,15,0.0,-1000.0,-0.0223,-0.0232,1022.4,100.0,0.0,2016-06-24 07:00:00,0,2717,38,2679,0.06,3,-244.54,"{'2012': 6.76, '2013': -201.21, '2014': 29.91, '2015': -202.18, '2016': -633.28, '2017': 0.0}",True
GBPUSD,1.0,20,3,200,6,0.0,-1000.0,-0.0223,-0.0836,1006.01,100.0,0.0,2014-09-08 00:00:00,0,1768,10,1758,0.06,3,-206.03,"{'2012': -30.95, '2013': -750.94, '2014': -218.12, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,20,3,200,10,0.0,-1000.0,-0.0223,-0.0548,1013.9,100.0,0.0,2015-09-08 17:00:00,3,2014,16,1995,0.06,3,-214.2,"{'2012': 1.04, '2013': -508.84, '2014': -93.52, '2015': -398.69, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,20,3,200,15,0.0,-1000.0,-0.0223,-0.0293,1022.4,100.0,0.0,2016-06-24 06:00:00,0,2015,23,1992,0.06,3,-244.54,"{'2012': 6.76, '2013': -272.17, '2014': 40.37, '2015': -294.11, '2016': -480.85, '2017': 0.0}",True
GBPUSD,1.0,20,4,60,6,0.0,-1000.0,-0.0223,-0.1142,1006.3,100.0,0.0,2013-06-19 20:00:00,1,1377,28,1348,0.08,4,-87.86,"{'2012': -104.64, '2013': -895.36, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,20,4,60,10,0.0,-1000.0,-0.0223,-0.1142,1024.5,100.0,0.0,2013-10-09 17:00:00,4,1635,44,1587,0.08,4,-87.86,"{'2012': -52.61, '2013': -947.39, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,20,4,60,15,0.0,-1000.0,-0.0223,-0.0812,1043.26,100.0,0.0,2014-09-08 02:00:00,4,2162,77,2081,0.08,4,-87.86,"{'2012': -42.58, '2013': -745.41, '2014': -212.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,20,4,100,6,0.0,-1000.0,-0.0223,-0.1142,1006.3,100.0,0.0,2013-07-15 10:00:00,2,1435,18,1415,0.08,4,-129.07,"{'2012': -122.18, '2013': -877.82, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,20,4,100,10,0.0,-1000.0,-0.0223,-0.1107,1014.19,100.0,0.0,2013-11-27 10:00:00,2,1644,27,1615,0.08,4,-131.55,"{'2012': -70.41, '2013': -929.59, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,20,4,100,15,0.0,-1000.0,-0.0223,-0.0735,1017.79,100.0,0.0,2014-10-08 20:00:00,0,1880,42,1838,0.08,4,-131.55,"{'2012': -58.12, '2013': -618.0, '2014': -323.88, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,20,4,150,6,0.0,-1000.0,-0.0223,-0.0984,1006.3,100.0,0.0,2014-01-24 16:00:00,1,1838,14,1823,0.08,4,-172.29,"{'2012': -89.86, '2013': -846.8, '2014': -63.34, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,20,4,150,10,0.0,-1000.0,-0.0223,-0.0508,1014.19,100.0,0.0,2015-03-18 20:00:00,1,2572,26,2545,0.08,4,-181.38,"{'2012': -44.37, '2013': -442.84, '2014': -243.64, '2015': -269.16, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,20,4,150,15,0.0,-1000.0,-0.0223,-0.0238,1017.79,100.0,0.0,2016-03-16 20:00:00,0,2971,43,2928,0.08,4,-179.06,"{'2012': -34.0, '2013': -190.2, '2014': -147.49, '2015': -461.2, '2016': -167.1, '2017': 0.0}",True
GBPUSD,1.0,20,4,200,6,0.0,-1000.0,-0.0223,-0.1142,1006.3,100.0,0.0,2013-07-31 14:00:00,2,1150,8,1140,0.08,4,-215.12,"{'2012': -63.66, '2013': -936.34, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,20,4,200,10,0.0,-1000.0,-0.0223,-0.0892,1014.19,100.0,0.0,2014-09-08 10:00:00,3,1581,13,1565,0.08,4,-241.64,"{'2012': -30.47, '2013': -813.32, '2014': -156.21, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,20,4,200,15,0.0,-1000.0,-0.0223,-0.0542,1017.79,100.0,0.0,2016-03-16 15:00:00,4,2803,31,2768,0.08,4,-241.01,"{'2012': -14.55, '2013': -465.95, '2014': -41.6, '2015': -227.85, '2016': -250.04, '2017': 0.0}",True
GBPUSD,1.0,20,6,60,6,0.0,-1000.0,-0.0223,-0.1142,1006.3,100.0,0.0,2013-05-01 20:00:00,3,1122,25,1094,0.1,6,-93.64,"{'2012': -158.07, '2013': -841.93, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,20,6,60,10,0.0,-1000.0,-0.0223,-0.1142,1022.69,100.0,0.0,2013-07-11 02:00:00,1,1300,37,1262,0.1,6,-94.43,"{'2012': -97.19, '2013': -902.81, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,20,6,60,15,0.0,-1000.0,-0.0223,-0.1142,1037.11,100.0,0.0,2013-09-23 18:00:00,6,1323,50,1267,0.11,6,-112.21,"{'2012': -89.45, '2013': -910.55, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,20,6,100,6,0.0,-1000.0,-0.0223,-0.1142,1006.3,100.0,0.0,2013-07-11 05:00:00,2,1450,17,1431,0.12,6,-172.56,"{'2012': -133.09, '2013': -866.91, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,20,6,100,10,0.0,-1000.0,-0.0223,-0.1057,1014.58,100.0,0.0,2013-12-02 01:00:00,5,1816,29,1782,0.11,6,-172.56,"{'2012': -82.22, '2013': -917.78, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,20,6,100,15,0.0,-1000.0,-0.0223,-0.106,1017.79,100.0,0.0,2014-02-17 10:00:00,4,1618,37,1577,0.11,6,-172.56,"{'2012': -71.14, '2013': -792.46, '2014': -136.4, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,20,6,150,6,0.0,-1000.0,-0.0223,-0.1142,1006.3,100.0,0.0,2013-07-05 14:00:00,1,1316,12,1303,0.12,6,-182.44,"{'2012': -98.61, '2013': -901.39, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,20,6,150,10,0.0,-1000.0,-0.0223,-0.1142,1014.58,100.0,0.0,2013-10-22 18:00:00,7,1507,17,1483,0.12,6,-182.59,"{'2012': -51.13, '2013': -948.87, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,20,6,150,15,0.0,-1000.0,-0.0223,-0.1142,1017.79,100.0,0.0,2013-11-05 10:00:00,2,1215,21,1192,0.12,6,-182.59,"{'2012': -42.76, '2013': -957.24, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,20,6,200,6,0.0,-1000.0,-0.0223,-0.1142,1006.3,100.0,0.0,2013-06-06 11:00:00,3,982,8,971,0.12,6,-211.14,"{'2012': -142.41, '2013': -857.59, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,20,6,200,10,0.0,-1000.0,-0.0223,-0.1142,1014.58,100.0,0.0,2013-08-15 11:00:00,4,1094,11,1079,0.12,6,-220.94,"{'2012': -96.52, '2013': -903.48, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,20,6,200,15,0.0,-1000.0,-0.0223,-0.0831,1017.79,100.0,0.0,2014-10-03 15:00:00,2,1649,21,1626,0.12,6,-221.49,"{'2012': -88.15, '2013': -646.07, '2014': -265.78, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,40,3,60,6,0.0,-1000.0,-0.0223,-0.1142,1001.59,100.0,0.0,2013-10-17 16:00:00,2,1609,28,1579,0.06,3,-96.83,"{'2012': -68.02, '2013': -931.98, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,40,3,60,10,0.0,-1000.0,-0.0223,-0.0807,1005.49,100.0,0.0,2014-10-10 10:00:00,1,2342,52,2289,0.06,3,-96.83,"{'2012': -34.17, '2013': -672.72, '2014': -293.11, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,40,3,60,15,0.0,-1000.0,-0.0223,-0.0457,1006.6,100.0,0.0,2016-03-17 12:00:00,2,3741,110,3629,0.06,3,-131.88,"{'2012': -25.18, '2013': -307.47, '2014': -73.41, '2015': -462.7, '2016': -131.23, '2017': 0.0}",True
GBPUSD,1.0,40,3,100,6,0.0,-1000.0,-0.0223,-0.0954,1001.59,100.0,0.0,2014-05-30 18:00:00,7,1850,19,1824,0.06,3,-115.83,"{'2012': -52.17, '2013': -830.03, '2014': -117.8, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,40,3,100,10,0.0,-1000.0,-0.0223,-0.0615,1005.49,100.0,0.0,2015-04-29 16:00:00,3,2495,34,2458,0.06,3,-131.88,"{'2012': -25.36, '2013': -515.47, '2014': -48.68, '2015': -410.49, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,40,3,100,15,0.0,-1000.0,-0.0223,-0.032,1006.6,100.0,0.0,2016-06-24 02:00:00,0,3241,60,3181,0.06,3,-139.68,"{'2012': -10.11, '2013': -261.04, '2014': -7.83, '2015': -378.62, '2016': -342.4, '2017': 0.0}",True
GBPUSD,1.0,40,3,150,6,0.0,-1000.0,-0.0223,-0.0739,1001.59,100.0,0.0,2014-09-19 03:00:00,2,1734,12,1720,0.06,3,-179.3,"{'2012': -43.85, '2013': -704.84, '2014': -251.31, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,40,3,150,10,0.0,-1000.0,-0.0223,-0.0446,1005.49,100.0,0.0,2015-07-15 22:00:00,5,2371,22,2344,0.06,3,-179.3,"{'2012': -23.87, '2013': -424.86, '2014': -55.35, '2015': -495.92, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,40,3,150,15,0.0,-1000.0,-0.0223,-0.017,1023.62,100.0,0.0,2016-07-06 05:00:00,2,2782,35,2745,0.06,3,-244.54,"{'2012': -6.4, '2013': -124.19, '2014': -2.35, '2015': -213.71, '2016': -653.35, '2017': 0.0}",True
GBPUSD,1.0,40,3,200,6,0.0,-1000.0,-0.0223,-0.0789,1001.59,100.0,0.0,2014-09-04 19:00:00,3,1557,9,1545,0.06,3,-210.89,"{'2012': -43.85, '2013': -709.6, '2014': -246.55, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,40,3,200,10,0.0,-1000.0,-0.0223,-0.0498,1005.49,100.0,0.0,2015-09-08 09:00:00,2,2023,15,2006,0.06,3,-214.2,"{'2012': -23.87, '2013': -442.14, '2014': -184.33, '2015': -349.66, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,40,3,200,15,0.0,-1000.0,-0.0223,-0.0237,1006.6,100.0,0.0,2016-10-07 02:00:00,1,2201,23,2177,0.06,3,-370.12,"{'2012': -6.4, '2013': -203.91, '2014': -50.35, '2015': -101.21, '2016': -638.13, '2017': 0.0}",True
GBPUSD,1.0,40,4,60,6,0.0,-1000.0,-0.0223,-0.1142,1006.07,100.0,0.0,2013-07-31 14:00:00,0,1382,25,1357,0.07,4,-115.33,"{'2012': -121.74, '2013': -878.26, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,40,4,60,10,0.0,-1000.0,-0.0223,-0.1142,1009.97,100.0,0.0,2013-11-15 16:00:00,2,1508,36,1470,0.07,4,-115.33,"{'2012': -85.99, '2013': -914.01, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,40,4,60,15,0.0,-1000.0,-0.0223,-0.0632,1010.19,100.0,0.0,2015-03-18 22:00:00,0,2588,79,2509,0.07,4,-131.88,"{'2012': -75.23, '2013': -450.44, '2014': -239.84, '2015': -234.48, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,40,4,100,6,0.0,-1000.0,-0.0223,-0.1142,1006.07,100.0,0.0,2013-09-16 00:00:00,3,1497,17,1477,0.08,4,-121.93,"{'2012': -56.32, '2013': -943.68, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,40,4,100,10,0.0,-1000.0,-0.0223,-0.0917,1009.97,100.0,0.0,2014-10-03 14:00:00,2,2125,30,2093,0.08,4,-124.59,"{'2012': -27.12, '2013': -810.32, '2014': -162.57, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,40,4,100,15,0.0,-1000.0,-0.0223,-0.0613,1010.19,100.0,0.0,2015-09-04 15:00:00,4,2823,54,2765,0.08,4,-131.88,"{'2012': -19.22, '2013': -498.06, '2014': -19.6, '2015': -463.11, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,40,4,150,6,0.0,-1000.0,-0.0223,-0.1142,1006.07,100.0,0.0,2013-09-16 00:00:00,3,1274,10,1261,0.08,4,-183.04,"{'2012': -98.71, '2013': -901.29, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,40,4,150,10,0.0,-1000.0,-0.0223,-0.0737,1009.97,100.0,0.0,2015-05-19 15:00:00,2,2799,25,2772,0.08,4,-183.04,"{'2012': -69.63, '2013': -612.26, '2014': -30.34, '2015': -287.77, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,40,4,150,15,0.0,-1000.0,-0.0223,-0.0421,1010.19,100.0,0.0,2016-03-31 13:00:00,3,3117,40,3074,0.08,4,-198.66,"{'2012': -66.38, '2013': -289.37, '2014': 109.13, '2015': -563.09, '2016': -190.29, '2017': 0.0}",True
GBPUSD,1.0,40,4,200,6,0.0,-1000.0,-0.0223,-0.1142,1006.07,100.0,0.0,2013-09-16 02:00:00,5,1055,7,1043,0.08,4,-211.85,"{'2012': -71.17, '2013': -928.83, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,40,4,200,10,0.0,-1000.0,-0.0223,-0.0837,1009.97,100.0,0.0,2014-09-19 02:00:00,2,1530,12,1516,0.08,4,-230.54,"{'2012': -50.79, '2013': -730.42, '2014': -218.8, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,40,4,200,15,0.0,-1000.0,-0.0223,-0.0511,1010.19,100.0,0.0,2016-06-24 04:00:00,1,2819,29,2789,0.08,4,-244.54,"{'2012': -31.38, '2013': -433.51, '2014': -8.3, '2015': -182.34, '2016': -344.47, '2017': 0.0}",True
GBPUSD,1.0,40,6,60,6,0.0,-1000.0,-0.0223,-0.1142,1006.07,100.0,0.0,2013-08-22 16:00:00,4,1554,26,1524,0.07,5,-115.33,"{'2012': -120.33, '2013': -879.67, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,40,6,60,10,0.0,-1000.0,-0.0223,-0.1102,1009.97,100.0,0.0,2013-12-03 13:00:00,5,1635,39,1591,0.08,5,-115.33,"{'2012': -82.04, '2013': -917.96, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,40,6,60,15,0.0,-1000.0,-0.0223,-0.064,1016.8,100.0,0.0,2015-03-18 22:00:00,0,2635,80,2555,0.08,5,-131.88,"{'2012': -69.07, '2013': -471.68, '2014': -260.04, '2015': -199.21, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,40,6,100,6,0.0,-1000.0,-0.0223,-0.1142,1006.07,100.0,0.0,2013-07-05 14:00:00,0,1202,16,1186,0.09,6,-135.36,"{'2012': -139.5, '2013': -860.5, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,40,6,100,10,0.0,-1000.0,-0.0223,-0.1142,1009.97,100.0,0.0,2013-11-05 10:00:00,5,1407,21,1381,0.09,6,-156.69,"{'2012': -102.82, '2013': -897.18, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,40,6,100,15,0.0,-1000.0,-0.0223,-0.0936,1010.19,100.0,0.0,2014-02-17 02:00:00,0,1379,30,1349,0.1,6,-156.69,"{'2012': -96.65, '2013': -787.82, '2014': -115.53, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,40,6,150,6,0.0,-1000.0,-0.0223,-0.1142,1006.07,100.0,0.0,2013-06-24 22:00:00,6,953,9,938,0.11,6,-182.36,"{'2012': -109.47, '2013': -890.53, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,40,6,150,10,0.0,-1000.0,-0.0223,-0.1142,1009.97,100.0,0.0,2013-07-10 10:00:00,3,810,11,796,0.11,6,-170.74,"{'2012': -80.54, '2013': -919.46, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,40,6,150,15,0.0,-1000.0,-0.0223,-0.0891,1010.19,100.0,0.0,2015-04-29 17:00:00,3,2219,30,2186,0.12,6,-175.21,"{'2012': -68.78, '2013': -746.82, '2014': 118.85, '2015': -303.24, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,40,6,200,6,0.0,-1000.0,-0.0223,-0.1142,1006.07,100.0,0.0,2013-07-05 09:00:00,2,995,7,986,0.11,6,-247.01,"{'2012': -151.76, '2013': -848.24, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,40,6,200,10,0.0,-1000.0,-0.0223,-0.0847,1009.97,100.0,0.0,2015-03-18 13:00:00,2,2627,18,2607,0.12,6,-247.01,"{'2012': -121.88, '2013': -729.06, '2014': 195.05, '2015': -344.11, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,40,6,200,15,0.0,-1000.0,-0.0223,-0.0484,1010.19,100.0,0.0,2015-09-23 15:00:00,3,2600,26,2571,0.12,6,-259.42,"{'2012': -117.06, '2013': -361.24, '2014': 317.5, '2015': -839.19, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,60,3,60,6,0.0,-1000.0,-0.0223,-0.1142,1005.28,100.0,0.0,2013-10-04 11:00:00,1,1487,26,1460,0.06,3,-95.94,"{'2012': -81.92, '2013': -918.08, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,60,3,60,10,0.0,-1000.0,-0.0223,-0.0829,1008.6,100.0,0.0,2014-09-08 11:00:00,1,2011,44,1966,0.06,3,-95.94,"{'2012': -53.01, '2013': -703.69, '2014': -243.3, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,60,3,60,15,0.0,-1000.0,-0.0223,-0.0451,1012.26,100.0,0.0,2015-07-14 12:00:00,3,2670,77,2590,0.06,3,-129.72,"{'2012': -37.88, '2013': -305.52, '2014': -271.81, '2015': -384.79, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,60,3,100,6,0.0,-1000.0,-0.0223,-0.0827,1005.28,100.0,0.0,2014-09-04 17:00:00,1,1980,19,1960,0.06,3,-121.33,"{'2012': -69.96, '2013': -702.49, '2014': -227.55, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,60,3,100,10,0.0,-1000.0,-0.0223,-0.0524,1008.6,100.0,0.0,2015-05-13 13:00:00,1,2392,32,2359,0.06,3,-129.72,"{'2012': -44.13, '2013': -424.78, '2014': -110.6, '2015': -420.49, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,60,3,100,15,0.0,-1000.0,-0.0223,-0.0244,1012.26,100.0,0.0,2016-06-24 04:00:00,0,3051,54,2997,0.06,3,-244.54,"{'2012': -29.78, '2013': -146.48, '2014': 84.64, '2015': -376.48, '2016': -531.89, '2017': 0.0}",True
GBPUSD,1.0,60,3,150,6,0.0,-1000.0,-0.0223,-0.0609,1005.28,100.0,0.0,2014-11-14 14:00:00,2,1845,12,1831,0.06,3,-160.48,"{'2012': -49.7, '2013': -591.75, '2014': -358.55, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,60,3,150,10,0.0,-1000.0,-0.0223,-0.0329,1008.6,100.0,0.0,2016-03-16 20:00:00,0,2829,24,2805,0.06,3,-167.28,"{'2012': -30.55, '2013': -335.6, '2014': -97.18, '2015': -363.39, '2016': -173.29, '2017': 0.0}",True
GBPUSD,1.0,60,3,150,15,0.0,-1000.0,-0.0223,-0.0056,1061.5,100.0,0.0,2016-10-07 02:00:00,1,2744,34,2709,0.06,3,-409.08,"{'2012': -18.62, '2013': -54.86, '2014': 13.21, '2015': -174.19, '2016': -765.54, '2017': 0.0}",True
GBPUSD,1.0,60,3,200,6,0.0,-1000.0,-0.0223,-0.0865,1005.28,100.0,0.0,2014-08-01 14:00:00,2,1383,8,1373,0.06,3,-209.12,"{'2012': -49.7, '2013': -781.43, '2014': -168.87, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,60,3,200,10,0.0,-1000.0,-0.0223,-0.0624,1008.6,100.0,0.0,2015-03-18 22:00:00,1,1599,12,1586,0.06,3,-208.88,"{'2012': -30.55, '2013': -567.95, '2014': -140.1, '2015': -261.4, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,60,3,200,15,0.0,-1000.0,-0.0223,-0.0381,1012.26,100.0,0.0,2016-06-24 06:00:00,0,1977,20,1957,0.06,3,-244.54,"{'2012': -18.62, '2013': -355.22, '2014': -73.46, '2015': -11.03, '2016': -541.66, '2017': 0.0}",True
GBPUSD,1.0,60,4,60,6,0.0,-1000.0,-0.0223,-0.1142,1005.28,100.0,0.0,2013-10-04 10:00:00,4,1521,25,1492,0.06,4,-91.72,"{'2012': -87.01, '2013': -912.99, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,60,4,60,10,0.0,-1000.0,-0.0223,-0.0855,1008.6,100.0,0.0,2014-09-08 10:00:00,2,2077,45,2030,0.07,4,-91.06,"{'2012': -58.77, '2013': -694.05, '2014': -247.18, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,60,4,60,15,0.0,-1000.0,-0.0223,-0.0485,1012.26,100.0,0.0,2015-09-23 17:00:00,3,2955,83,2869,0.07,4,-129.72,"{'2012': -43.7, '2013': -319.49, '2014': -141.75, '2015': -495.06, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,60,4,100,6,0.0,-1000.0,-0.0223,-0.1142,1005.28,100.0,0.0,2013-07-11 00:00:00,1,1030,14,1015,0.07,4,-119.22,"{'2012': -70.6, '2013': -929.4, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,60,4,100,10,0.0,-1000.0,-0.0223,-0.1142,1008.6,100.0,0.0,2013-10-22 14:00:00,3,1117,19,1095,0.07,4,-119.22,"{'2012': -47.83, '2013': -952.17, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,60,4,100,15,0.0,-1000.0,-0.0223,-0.0793,1012.26,100.0,0.0,2015-11-20 14:00:00,4,2673,48,2621,0.08,4,-136.32,"{'2012': -31.68, '2013': -630.52, '2014': 100.6, '2015': -438.4, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,60,4,150,6,0.0,-1000.0,-0.0223,-0.0827,1005.28,100.0,0.0,2014-09-04 17:00:00,2,2073,13,2058,0.08,4,-175.15,"{'2012': -69.38, '2013': -759.99, '2014': -170.63, '2015': 0.0, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,60,4,150,10,0.0,-1000.0,-0.0223,-0.0489,1008.6,100.0,0.0,2015-07-14 12:00:00,3,2773,24,2746,0.08,4,-175.15,"{'2012': -49.83, '2013': -431.82, '2014': -68.76, '2015': -449.59, '2016': 0.0, '2017': 0.0}",True
GBPUSD,1.0,60,4,150,15,0.0,-1000.0,-0.0223,-0.0182,1018.82,100.0,0.0,2016-06-24 06:00:00,0,3111,38,3073,0.08,4,-244.54,"{'2012': -37.39, '2013': -98.32, '2014': 85.65, '2015': -255.25, '2016': -694.69, '2017': 0.0}",True
