Date,open,high,low,close,tick_volume
2012-11-20 05:00:00,128029.0,128055.00000000001,127933.99999999999,127959.0,1240
2012-11-20 06:00:00,127960.99999999999,127997.0,127935.0,127985.0,1226
2012-11-20 07:00:00,127979.0,127979.0,127837.0,127855.00000000001,1848
2012-11-20 08:00:00,127853.0,128054.0,127815.00000000001,127871.0,3077
2012-11-20 09:00:00,127871.0,128170.99999999999,127739.0,127844.0,4555
2012-11-20 10:00:00,127844.99999999999,128070.0,127837.0,127943.0,3376
2012-11-20 11:00:00,127941.0,128206.0,127936.0,128099.00000000001,3427
2012-11-20 12:00:00,128099.00000000001,128186.0,128034.99999999999,128120.00000000001,2760
2012-11-20 13:00:00,128114.0,128152.0,127936.0,128006.0,3329
2012-11-20 14:00:00,128005.00000000001,128276.00000000001,127989.0,128088.99999999999,3835
2012-11-20 15:00:00,128088.99999999999,128099.00000000001,127857.0,128021.0,3983
2012-11-20 16:00:00,128021.0,128106.00000000001,127971.00000000001,128020.0,3540
2012-11-20 17:00:00,128017.0,128163.0,127977.00000000001,128129.0,3259
2012-11-20 18:00:00,128129.99999999999,128197.0,127982.0,128061.99999999999,2482
2012-11-20 19:00:00,128061.99999999999,128079.00000000001,127953.99999999999,128041.99999999999,2497
2012-11-20 20:00:00,128040.0,128067.0,127986.0,128058.0,1874
2012-11-20 21:00:00,128058.0,128187.0,128050.0,128187.0,1855
2012-11-20 22:00:00,128186.0,128190.99999999999,128136.99999999999,128165.0,1222
2012-11-20 23:00:00,128163.99999999999,128170.99999999999,128122.99999999999,128133.99999999999,937
2012-11-21 00:00:00,128133.99999999999,128177.99999999999,128098.0,128119.0,1180
2012-11-21 01:00:00,128118.0,128159.0,128068.99999999999,128124.0,1755
2012-11-21 02:00:00,128124.0,128131.0,128007.99999999999,128075.99999999999,1833
2012-11-21 03:00:00,128075.0,128124.0,127994.99999999999,128019.0,1369
2012-11-21 04:00:00,128020.0,128211.00000000001,127584.00000000001,127652.00000000001,3313
2012-11-21 05:00:00,127652.00000000001,127657.0,127359.0,127487.0,3522
2012-11-21 06:00:00,127487.0,127577.0,127481.0,127542.0,2227
2012-11-21 07:00:00,127539.99999999999,127648.99999999999,127515.0,127559.0,2291
2012-11-21 08:00:00,127559.0,127686.00000000001,127404.99999999999,127632.00000000001,3595
2012-11-21 09:00:00,127631.0,127688.0,127546.0,127685.0,3631
2012-11-21 10:00:00,127684.0,127935.0,127684.0,127811.99999999999,3981
2012-11-21 11:00:00,127811.00000000001,127905.0,127779.0,127889.99999999999,3423
2012-11-21 12:00:00,127888.0,128125.0,127857.0,128061.99999999999,3628
2012-11-21 13:00:00,128064.0,128090.0,127965.0,128002.0,2941
2012-11-21 14:00:00,128003.0,128203.0,127990.0,128165.0,3638
2012-11-21 15:00:00,128163.99999999999,128324.0,128107.0,128240.0,4129
2012-11-21 16:00:00,128240.0,128304.0,128136.0,128180.0,4089
2012-11-21 17:00:00,128179.0,128246.0,128140.00000000001,128154.00000000001,2800
2012-11-21 18:00:00,128152.0,128296.00000000001,128146.0,128267.0,1920
2012-11-21 19:00:00,128265.99999999999,128283.00000000001,128240.0,128260.0,1497
2012-11-21 20:00:00,128257.0,128260.0,128185.0,128233.0,1044
2012-11-21 21:00:00,128231.99999999999,128249.00000000001,128197.99999999999,128229.0,1213
2012-11-21 22:00:00,128230.0,128298.0,128226.0,128283.00000000001,1016
2012-11-21 23:00:00,128284.0,128314.0,128255.00000000001,128268.0,917
2012-11-22 00:00:00,128269.00000000001,128669.00000000001,128269.00000000001,128634.0,2435
2012-11-22 01:00:00,128634.0,128634.0,128508.0,128556.0,1812
2012-11-22 02:00:00,128556.99999999999,128594.00000000001,128451.0,128488.99999999999,2318
2012-11-22 03:00:00,128488.99999999999,128519.0,128414.99999999999,128481.0,1619
2012-11-22 04:00:00,128479.00000000001,128490.0,128414.99999999999,128443.0,1334
2012-11-22 05:00:00,128444.0,128448.0,128337.00000000001,128402.0,1825
2012-11-22 06:00:00,128402.0,128488.99999999999,128402.0,128482.00000000001,1298
2012-11-22 07:00:00,128482.00000000001,128482.99999999999,128433.0,128438.99999999999,1410
2012-11-22 08:00:00,128441.99999999999,128555.0,128407.99999999999,128466.00000000001,2881
2012-11-22 09:00:00,128467.0,128669.00000000001,128369.0,128631.99999999999,3956
2012-11-22 10:00:00,128636.0,128674.0,128429.0,128475.0,3431
2012-11-22 11:00:00,128475.0,128682.99999999999,128465.0,128620.0,3118
2012-11-22 12:00:00,128616.0,128826.0,128607.0,128757.00000000001,2991
2012-11-22 13:00:00,128757.00000000001,128983.0,128728.0,128948.0,2742
2012-11-22 14:00:00,128947.00000000001,128969.0,128838.00000000001,128838.99999999999,2588
2012-11-22 15:00:00,128840.0,128885.0,128668.0,128787.99999999999,3026
2012-11-22 16:00:00,128783.0,128909.0,128704.0,128852.00000000001,2671
2012-11-22 17:00:00,128856.0,128861.0,128664.0,128721.0,2080
2012-11-22 18:00:00,128728.0,128772.0,128575.0,128580.0,2134
2012-11-22 19:00:00,128579.0,128707.0,128570.99999999999,128636.0,1794
2012-11-22 20:00:00,128637.0,128834.99999999999,128635.00000000001,128821.00000000001,1449
2012-11-22 21:00:00,128820.0,128850.0,128724.0,128817.0,1309
2012-11-22 22:00:00,128819.0,128868.99999999999,128784.00000000001,128823.0,1290
2012-11-22 23:00:00,128823.0,128838.00000000001,128773.99999999999,128800.0,1045
2012-11-23 00:00:00,128799.0,128831.0,128699.00000000001,128732.0,1398
2012-11-23 01:00:00,128731.0,128775.0,128677.0,128775.0,1132
2012-11-23 02:00:00,128775.0,128827.0,128739.0,128824.0,877
2012-11-23 03:00:00,128825.00000000001,128874.0,128820.0,128843.0,973
2012-11-23 04:00:00,128843.0,128877.0,128818.00000000001,128857.0,873
2012-11-23 05:00:00,128857.0,128886.00000000001,128827.99999999999,128857.0,822
2012-11-23 06:00:00,128857.0,128886.00000000001,128814.0,128873.0,765
2012-11-23 07:00:00,128873.0,128972.0,128854.99999999999,128887.0,1552
2012-11-23 08:00:00,128888.0,129095.0,128875.0,129057.0,2767
2012-11-23 09:00:00,129057.0,129087.0,128768.0,128809.0,4071
2012-11-23 10:00:00,128810.0,129142.0,128749.0,129020.0,4099
2012-11-23 11:00:00,129019.0,129033.0,128885.0,128915.0,3156
2012-11-23 12:00:00,128915.0,129058.0,128894.0,128993.0,2749
2012-11-23 13:00:00,128990.99999999999,129090.0,128946.0,129090.0,2394
2012-11-23 14:00:00,129091.0,129324.0,129056.0,129311.0,4099
2012-11-23 15:00:00,129309.99999999999,129431.0,129241.0,129427.0,3965
2012-11-23 16:00:00,129426.0,129680.0,129408.00000000001,129579.0,4456
2012-11-23 17:00:00,129580.0,129673.0,129546.0,129578.0,2851
2012-11-23 18:00:00,129579.0,129896.00000000001,129569.0,129853.0,3397
2012-11-23 19:00:00,129854.0,129854.0,129702.99999999999,129719.0,1660
2012-11-23 20:00:00,129719.0,129743.00000000001,129680.0,129694.0,1028
2012-11-23 21:00:00,129695.0,129778.0,129674.0,129760.00000000001,1021
2012-11-23 22:00:00,129759.0,129770.00000000001,129685.0,129724.0,1241
2012-11-23 23:00:00,129718.0,129729.0,129718.0,129729.0,2
2012-11-26 00:00:00,129731.0,129768.0,129631.00000000001,129721.0,1348
2012-11-26 01:00:00,129721.0,129732.0,129599.0,129620.99999999999,1663
2012-11-26 02:00:00,129622.0,129654.99999999999,129519.0,129522.0,1476
2012-11-26 03:00:00,129526.00000000001,129553.99999999999,129501.0,129530.00000000001,1347
2012-11-26 04:00:00,129530.00000000001,129613.0,129517.0,129604.99999999999,1358
2012-11-26 05:00:00,129607.0,129609.0,129526.99999999999,129577.00000000001,987
2012-11-26 06:00:00,129578.0,129617.0,129524.0,129551.0,1140
2012-11-26 07:00:00,129552.0,129582.0,129435.00000000001,129565.0,1808
2012-11-26 08:00:00,129564.00000000001,129836.0,129550.00000000001,129711.0,3035
2012-11-26 09:00:00,129711.0,129746.0,129505.0,129518.0,3730
2012-11-26 10:00:00,129517.0,129683.0,129460.0,129678.0,3489
2012-11-26 11:00:00,129679.00000000001,129699.00000000001,129517.0,129660.0,2700
2012-11-26 12:00:00,129659.00000000001,129799.0,129630.0,129656.0,3017
2012-11-26 13:00:00,129654.0,129702.0,129523.00000000001,129602.0,2933
2012-11-26 14:00:00,129603.0,129745.0,129552.0,129713.00000000001,3152
2012-11-26 15:00:00,129714.0,129726.99999999999,129558.0,129631.00000000001,3354
2012-11-26 16:00:00,129629.0,129738.0,129600.0,129641.0,3696
2012-11-26 17:00:00,129641.0,129667.0,129570.99999999999,129653.0,2876
2012-11-26 18:00:00,129652.00000000001,129736.0,129596.0,129596.0,2111
2012-11-26 19:00:00,129595.0,129657.0,129591.00000000001,129614.0,1743
2012-11-26 20:00:00,129613.0,129650.0,129592.0,129613.0,1586
2012-11-26 21:00:00,129614.99999999999,129712.0,129587.00000000001,129684.0,1702
2012-11-26 22:00:00,129683.0,129722.0,129665.00000000001,129708.0,1064
2012-11-26 23:00:00,129708.0,130053.0,129700.0,129934.0,2519
2012-11-27 00:00:00,129931.0,129931.0,129694.0,129877.0,1928
2012-11-27 01:00:00,129878.0,130077.0,129806.0,129894.0,2924
2012-11-27 02:00:00,129892.99999999999,129978.0,129767.00000000001,129783.0,2069
2012-11-27 03:00:00,129783.0,129857.0,129767.00000000001,129815.00000000001,1251
2012-11-27 04:00:00,129814.0,129837.0,129733.00000000001,129815.00000000001,1315
2012-11-27 05:00:00,129816.0,129885.0,129800.0,129855.00000000001,1449
2012-11-27 06:00:00,129856.0,129884.0,129804.00000000001,129857.0,1714
2012-11-27 07:00:00,129861.0,129911.0,129840.0,129898.0,1857
2012-11-27 08:00:00,129898.99999999999,129978.0,129834.0,129915.0,3151
2012-11-27 09:00:00,129915.0,129948.0,129663.0,129773.0,3761
2012-11-27 10:00:00,129773.0,129801.00000000001,129553.0,129609.0,3603
2012-11-27 11:00:00,129609.0,129611.00000000001,129387.00000000001,129440.0,3752
2012-11-27 12:00:00,129441.0,129511.0,129349.99999999999,129505.0,3148
2012-11-27 13:00:00,129505.99999999999,129681.99999999999,129496.00000000001,129630.0,3283
2012-11-27 14:00:00,129631.00000000001,129684.0,129446.0,129450.0,3916
2012-11-27 15:00:00,129453.0,129478.99999999999,129292.0,129397.0,4403
2012-11-27 16:00:00,129396.0,129435.00000000001,129150.00000000001,129308.0,4486
2012-11-27 17:00:00,129306.00000000001,129416.0,129274.0,129387.00000000001,2987
2012-11-27 18:00:00,129387.99999999999,129434.0,129326.00000000001,129381.00000000001,1815
2012-11-27 19:00:00,129380.0,129381.00000000001,129290.0,129332.0,1946
2012-11-27 20:00:00,129329.0,129351.0,129254.0,129324.0,2299
2012-11-27 21:00:00,129325.0,129351.0,129284.0,129287.0,1878
2012-11-27 22:00:00,129287.0,129440.0,129287.0,129419.0,1299
2012-11-27 23:00:00,129419.0,129448.00000000001,129356.99999999999,129369.0,1020
2012-11-28 00:00:00,129369.0,129424.99999999999,129360.00000000001,129366.0,1459
2012-11-28 01:00:00,129369.0,129390.0,129343.00000000001,129376.99999999999,1357
2012-11-28 02:00:00,129375.0,129380.0,129243.0,129314.0,1984
2012-11-28 03:00:00,129313.00000000001,129386.0,129292.0,129345.0,1295
2012-11-28 04:00:00,129343.00000000001,129343.00000000001,129254.99999999999,129326.00000000001,1535
2012-11-28 05:00:00,129326.00000000001,129379.0,129308.0,129365.0,1897
2012-11-28 06:00:00,129367.00000000001,129373.0,129207.99999999999,129233.0,1922
2012-11-28 07:00:00,129232.00000000001,129246.0,129115.0,129175.0,2048
2012-11-28 08:00:00,129177.00000000001,129265.99999999999,129139.99999999999,129220.0,2467
2012-11-28 09:00:00,129219.0,129372.0,129193.99999999999,129275.0,3717
2012-11-28 10:00:00,129274.0,129325.0,129163.0,129224.0,3428
2012-11-28 11:00:00,129214.0,129272.00000000001,129185.0,129207.0,2641
2012-11-28 12:00:00,129207.0,129207.0,128899.00000000001,128915.0,3417
2012-11-28 13:00:00,128914.0,129021.00000000001,128912.0,128936.0,2776
2012-11-28 14:00:00,128936.99999999999,128969.0,128814.99999999999,128947.00000000001,3458
2012-11-28 15:00:00,128946.0,128985.0,128845.00000000001,128922.0,3337
2012-11-28 16:00:00,128922.0,129216.0,128796.0,129092.0,4910
2012-11-28 17:00:00,129090.0,129302.99999999999,129065.00000000001,129219.0,3698
2012-11-28 18:00:00,129219.0,129433.0,129168.0,129408.00000000001,3396
2012-11-28 19:00:00,129409.0,129409.0,129288.99999999999,129309.99999999999,2096
2012-11-28 20:00:00,129309.99999999999,129326.00000000001,129246.0,129304.0,1820
2012-11-28 21:00:00,129302.99999999999,129435.00000000001,129285.0,129424.0,1812
2012-11-28 22:00:00,129423.0,129537.00000000001,129362.0,129522.0,1523
2012-11-28 23:00:00,129517.0,129606.0,129477.0,129496.00000000001,1532
2012-11-29 00:00:00,129498.99999999999,129525.0,129451.0,129497.0,1233
2012-11-29 01:00:00,129498.99999999999,129509.99999999999,129404.00000000001,129434.0,1659
2012-11-29 02:00:00,129434.0,129542.0,129434.0,129538.0,1505
2012-11-29 03:00:00,129537.00000000001,129583.0,129512.0,129519.99999999999,1360
2012-11-29 04:00:00,129521.0,129552.0,129498.0,129509.00000000001,921
2012-11-29 05:00:00,129511.0,129557.00000000001,129485.99999999999,129495.0,1001
2012-11-29 06:00:00,129495.0,129573.0,129489.00000000001,129498.99999999999,1547
2012-11-29 07:00:00,129500.0,129509.00000000001,129386.0,129421.00000000001,1960
2012-11-29 08:00:00,129420.0,129644.0,129385.0,129634.99999999999,2207
2012-11-29 09:00:00,129634.0,129789.0,129587.00000000001,129742.0,3802
2012-11-29 10:00:00,129740.00000000001,129902.0,129698.0,129831.99999999999,2921
2012-11-29 11:00:00,129833.0,129939.0,129763.99999999999,129862.00000000001,3130
2012-11-29 12:00:00,129860.0,129935.0,129808.00000000001,129856.0,2600
2012-11-29 13:00:00,129856.0,129978.0,129792.0,129931.0,3042
2012-11-29 14:00:00,129932.0,129991.00000000001,129840.0,129853.0,3792
2012-11-29 15:00:00,129851.99999999999,130067.0,129839.0,130048.00000000001,3465
2012-11-29 16:00:00,130047.0,130125.0,129650.0,129782.0,4785
2012-11-29 17:00:00,129785.0,129844.0,129448.00000000001,129521.0,3860
2012-11-29 18:00:00,129522.0,129735.0,129516.00000000001,129712.0,2674
2012-11-29 19:00:00,129713.00000000001,129763.0,129677.0,129738.0,1687
2012-11-29 20:00:00,129739.0,129751.0,129665.00000000001,129722.0,1314
2012-11-29 21:00:00,129720.00000000001,129761.0,129707.0,129760.00000000001,1528
2012-11-29 22:00:00,129759.0,129790.99999999999,129728.0,129778.0,1051
2012-11-29 23:00:00,129783.0,129797.0,129747.00000000001,129765.0,798
2012-11-30 00:00:00,129763.0,129767.00000000001,129690.0,129711.0,955
2012-11-30 01:00:00,129711.0,129783.0,129690.0,129763.0,1553
2012-11-30 02:00:00,129762.0,129931.0,129751.0,129926.00000000001,2272
2012-11-30 03:00:00,129925.0,130058.0,129878.99999999999,129951.0,2077
2012-11-30 04:00:00,129952.0,129966.0,129892.00000000001,129965.0,1277
2012-11-30 05:00:00,129964.00000000001,130013.0,129898.99999999999,129966.0,1270
2012-11-30 06:00:00,129970.00000000001,130026.0,129916.00000000001,130014.00000000001,1667
2012-11-30 07:00:00,130014.99999999999,130072.00000000001,129945.0,129961.0,2025
2012-11-30 08:00:00,129957.00000000001,130267.0,129919.0,130197.0,3494
2012-11-30 09:00:00,130195.0,130231.00000000001,130060.0,130129.99999999999,3510
2012-11-30 10:00:00,130129.99999999999,130149.99999999999,129919.99999999999,130003.0,3284
2012-11-30 11:00:00,130004.00000000001,130087.0,129912.0,129991.00000000001,3378
2012-11-30 12:00:00,129990.0,130170.00000000001,129987.99999999999,130052.00000000001,3008
2012-11-30 13:00:00,130053.0,130075.99999999999,129837.0,129870.0,3984
2012-11-30 14:00:00,129869.00000000001,129931.0,129679.00000000001,129804.99999999999,3646
2012-11-30 15:00:00,129807.0,129989.0,129746.0,129945.0,3619
2012-11-30 16:00:00,129945.0,130227.0,129944.0,130052.00000000001,4476
2012-11-30 17:00:00,130048.99999999999,130153.99999999999,130026.0,130083.0,3146
2012-11-30 18:00:00,130083.0,130107.0,129959.0,130006.0,2438
2012-11-30 19:00:00,130007.0,130053.0,129963.0,130020.0,1796
2012-11-30 20:00:00,130023.0,130025.00000000001,129959.0,129978.0,1703
2012-11-30 21:00:00,129976.0,130077.0,129959.0,130037.0,1626
2012-11-30 22:00:00,130036.0,130066.0,129814.0,129848.00000000001,2095
2012-11-30 23:00:00,129848.99999999999,129848.99999999999,129848.00000000001,129848.00000000001,2
2012-12-03 00:00:00,129934.0,129973.99999999999,129882.00000000001,129950.00000000001,1209
2012-12-03 01:00:00,129951.0,130023.0,129926.99999999999,130020.0,1365
2012-12-03 02:00:00,130020.0,130460.0,129989.0,130373.99999999999,2185
2012-12-03 03:00:00,130373.0,130429.0,130330.00000000001,130375.0,1580
2012-12-03 04:00:00,130376.0,130397.99999999999,130336.99999999999,130388.0,1050
2012-12-03 05:00:00,130389.0,130422.0,130355.0,130378.0,961
2012-12-03 06:00:00,130378.0,130380.99999999999,130258.99999999999,130316.00000000001,1690
2012-12-03 07:00:00,130315.0,130316.00000000001,130210.99999999999,130287.0,1549
2012-12-03 08:00:00,130288.0,130375.0,130217.99999999999,130317.0,2322
2012-12-03 09:00:00,130318.0,130404.00000000001,130195.0,130273.0,3471
2012-12-03 10:00:00,130275.99999999999,130481.99999999999,130247.0,130417.0,3203
2012-12-03 11:00:00,130416.0,130419.0,130300.0,130338.0,2669
2012-12-03 12:00:00,130339.0,130368.0,130231.99999999999,130275.00000000001,2604
2012-12-03 13:00:00,130278.0,130736.00000000001,130256.0,130566.0,3927
2012-12-03 14:00:00,130567.00000000001,130670.0,130506.00000000001,130531.0,3518
2012-12-03 15:00:00,130532.0,130536.99999999999,130328.0,130440.0,3506
2012-12-03 16:00:00,130440.0,130736.99999999999,130413.0,130719.00000000001,3977
2012-12-03 17:00:00,130718.0,130751.0,130578.0,130654.0,3118
2012-12-03 18:00:00,130654.0,130705.99999999999,130548.0,130548.0,2005
2012-12-03 19:00:00,130545.0,130655.00000000001,130544.0,130572.0,1819
2012-12-03 20:00:00,130570.99999999999,130624.99999999999,130546.0,130570.99999999999,1680
2012-12-03 21:00:00,130570.00000000001,130594.00000000001,130483.0,130529.99999999999,2058
2012-12-03 22:00:00,130529.99999999999,130536.99999999999,130486.00000000001,130528.0,1213
2012-12-03 23:00:00,130520.00000000001,130612.0,130495.0,130587.00000000001,1253
2012-12-04 00:00:00,130583.99999999999,130639.0,130528.0,130630.0,1370
2012-12-04 01:00:00,130630.0,130630.0,130453.0,130508.0,1411
2012-12-04 02:00:00,130507.0,130552.0,130454.0,130477.0,1315
2012-12-04 03:00:00,130475.99999999999,130501.0,130454.0,130481.0,1294
2012-12-04 04:00:00,130481.99999999999,130626.0,130472.00000000001,130585.0,1996
2012-12-04 05:00:00,130586.0,130640.0,130513.00000000001,130555.0,1291
2012-12-04 06:00:00,130555.0,130574.00000000001,130512.0,130526.00000000001,1489
2012-12-04 07:00:00,130529.99999999999,130671.99999999999,130500.0,130657.0,1763
2012-12-04 08:00:00,130656.0,130758.0,130583.0,130710.0,2941
2012-12-04 09:00:00,130709.00000000001,130814.00000000001,130567.00000000001,130742.0,3631
2012-12-04 10:00:00,130741.0,130780.00000000001,130664.0,130705.0,3299
2012-12-04 11:00:00,130704.0,130837.0,130586.0,130745.0,3360
2012-12-04 12:00:00,130739.0,130837.0,130695.0,130802.0,2523
2012-12-04 13:00:00,130803.0,130952.0,130764.00000000001,130928.0,3229
2012-12-04 14:00:00,130928.0,131063.0,130856.0,130969.99999999999,3890
2012-12-04 15:00:00,130967.00000000001,130990.0,130851.0,130867.0,3762
2012-12-04 16:00:00,130865.00000000001,130919.00000000001,130766.99999999999,130854.0,3785
2012-12-04 17:00:00,130849.0,130857.0,130724.0,130803.0,3118
2012-12-04 18:00:00,130804.00000000001,130976.99999999999,130775.0,130915.99999999999,2422
2012-12-04 19:00:00,130917.0,130971.0,130875.99999999999,130969.99999999999,1799
2012-12-04 20:00:00,130971.0,131073.0,130956.99999999999,130978.0,2213
2012-12-04 21:00:00,130979.0,131014.00000000001,130935.0,130944.0,1402
2012-12-04 22:00:00,130944.0,130974.00000000001,130907.0,130942.0,1573
2012-12-04 23:00:00,130944.0,130948.0,130907.0,130935.0,994
2012-12-05 00:00:00,130934.0,130986.0,130902.99999999999,130986.0,1153
2012-12-05 01:00:00,130985.0,131161.0,130953.99999999999,131028.00000000001,2018
2012-12-05 02:00:00,131028.00000000001,131029.0,130966.0,130994.00000000001,1223
2012-12-05 03:00:00,130994.00000000001,131118.0,130993.0,131041.99999999999,1977
2012-12-05 04:00:00,131043.0,131115.0,131019.0,131073.0,1809
2012-12-05 05:00:00,131073.0,131235.0,131073.0,131155.0,1835
2012-12-05 06:00:00,131157.0,131187.0,131060.0,131074.0,1780
2012-12-05 07:00:00,131075.0,131130.0,131048.00000000001,131121.0,1613
2012-12-05 08:00:00,131123.0,131196.0,131054.0,131168.0,1878
2012-12-05 09:00:00,131169.0,131253.0,131058.00000000001,131144.0,3088
2012-12-05 10:00:00,131145.0,131162.0,130906.00000000001,130911.0,2866
2012-12-05 11:00:00,130912.0,130956.99999999999,130805.0,130870.0,2719
2012-12-05 12:00:00,130867.0,130942.99999999999,130744.0,130780.99999999999,2613
2012-12-05 13:00:00,130780.00000000001,130800.99999999999,130603.99999999999,130743.00000000001,3240
2012-12-05 14:00:00,130741.0,130751.0,130596.0,130662.00000000001,3411
2012-12-05 15:00:00,130663.0,130786.99999999999,130614.00000000001,130736.99999999999,3382
2012-12-05 16:00:00,130736.99999999999,130784.00000000001,130655.00000000001,130677.0,4007
2012-12-05 17:00:00,130675.99999999999,130769.0,130628.00000000001,130759.99999999999,3131
2012-12-05 18:00:00,130759.0,130898.0,130758.0,130853.0,2557
2012-12-05 19:00:00,130851.0,130863.0,130807.0,130812.0,1720
2012-12-05 20:00:00,130813.0,130834.99999999999,130749.0,130780.00000000001,1467
2012-12-05 21:00:00,130780.00000000001,130826.0,130704.0,130725.99999999999,1495
2012-12-05 22:00:00,130730.00000000001,130743.00000000001,130637.99999999999,130664.99999999999,1488
2012-12-05 23:00:00,130667.0,130719.99999999999,130635.00000000001,130701.0,1605
2012-12-06 00:00:00,130702.0,130736.99999999999,130677.0,130711.0,892
2012-12-06 01:00:00,130716.00000000001,130764.00000000001,130549.0,130552.0,1791
2012-12-06 02:00:00,130551.0,130568.0,130447.99999999999,130499.00000000001,2293
2012-12-06 03:00:00,130498.0,130587.00000000001,130494.0,130570.00000000001,1506
2012-12-06 04:00:00,130570.00000000001,130576.0,130475.99999999999,130520.00000000001,1156
2012-12-06 05:00:00,130519.0,130576.0,130505.0,130548.0,966
2012-12-06 06:00:00,130545.0,130576.0,130520.00000000001,130563.99999999999,1329
2012-12-06 07:00:00,130567.00000000001,130629.0,130536.00000000001,130570.99999999999,1897
2012-12-06 08:00:00,130572.0,130579.0,130417.0,130488.99999999999,2455
2012-12-06 09:00:00,130487.0,130729.0,130419.0,130654.0,3627
2012-12-06 10:00:00,130655.00000000001,130807.99999999999,130626.0,130779.0,3058
2012-12-06 11:00:00,130778.0,130795.0,130696.00000000001,130739.0,2489
2012-12-06 12:00:00,130739.99999999999,130857.0,130624.99999999999,130634.0,3043
2012-12-06 13:00:00,130636.0,130796.0,130544.0,130765.0,3312
2012-12-06 14:00:00,130764.00000000001,130834.0,130258.0,130336.99999999999,4555
