stage,symbol,rule,lookback_h,entry_hours,sl_atr,rr,exit_hour,trail,seed,firm,firm_variant,max_days,risk,max_trades_day,day_stop,risk_on_balance,segment,n,pass_pct,pass_inconsistent_pct,fail_daily_pct,fail_max_pct,timeout_pct,days_to_pass_median,trades_mean,max_dd_mean,worst_day_mean,end_balance_mean,fail_pct
s1,XAUUSD,momentum,4,[10],0.5,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,0.0,0.0,0.0,17.2,82.8,,4.9,7.72,-2.32,96111.0,17.2
s1,XAUUSD,momentum,4,[10],0.5,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,0.0,20.7,79.3,,4.9,7.81,-2.25,95763.0,20.7
s1,XAUUSD,momentum,4,[10],0.5,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,0.0,0.0,0.0,44.4,55.6,,4.5,7.13,-2.32,96457.0,44.4
s1,XAUUSD,momentum,4,[10],0.5,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,0.0,48.8,51.2,,4.4,7.12,-2.26,96217.0,48.8
s1,XAUUSD,momentum,4,[10],0.5,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,3.0,0.0,0.0,30.1,67.0,4.4,4.8,8.56,-2.32,96919.0,30.1
s1,XAUUSD,momentum,4,[10],0.5,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,0.9,0.0,0.0,31.5,67.6,4.4,4.8,8.5,-2.25,96169.0,31.5
s1,XAUUSD,momentum,4,[10],0.5,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,3.0,0.0,0.0,39.2,57.9,4.4,4.2,7.54,-2.32,97408.0,39.2
s1,XAUUSD,momentum,4,[10],0.5,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,1.3,0.0,0.0,43.5,55.1,4.4,4.1,7.4,-2.25,96781.0,43.5
s1,XAUUSD,momentum,4,[10],0.5,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,4.0,4.4,0.0,44.1,47.5,5.4,4.5,9.36,-2.26,97362.0,44.1
s1,XAUUSD,momentum,4,[10],0.5,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,2.0,1.6,0.0,46.7,49.8,6.4,4.7,9.34,-2.23,96185.0,46.7
s1,XAUUSD,momentum,4,[10],0.5,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,8.9,0.0,0.0,48.9,42.2,3.4,3.9,8.14,-2.26,97917.0,48.9
s1,XAUUSD,momentum,4,[10],0.5,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,3.9,0.0,0.0,54.4,41.7,3.5,3.8,7.94,-2.23,96987.0,54.4
s1,XAUUSD,momentum,4,[10],1.0,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,0.0,0.0,0.2,6.9,92.9,,4.9,6.08,-2.14,99074.0,7.1
s1,XAUUSD,momentum,4,[10],1.0,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,0.5,6.5,93.0,,4.9,6.13,-2.14,98298.0,7.0
s1,XAUUSD,momentum,4,[10],1.0,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,0.0,0.0,0.2,26.4,73.4,,4.7,5.78,-2.14,99073.0,26.6
s1,XAUUSD,momentum,4,[10],1.0,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,0.2,28.8,71.0,,4.6,5.82,-2.13,98316.0,29.0
s1,XAUUSD,momentum,4,[10],1.0,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,6.2,6.0,0.6,33.7,53.5,5.6,4.5,8.4,-2.12,99751.0,34.3
s1,XAUUSD,momentum,4,[10],1.0,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,3.2,3.2,1.5,40.2,52.0,6.4,4.5,8.8,-2.13,97846.0,41.7
s1,XAUUSD,momentum,4,[10],1.0,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,12.8,0.0,0.6,39.2,47.5,3.6,4.0,7.75,-2.12,99888.0,39.8
s1,XAUUSD,momentum,4,[10],1.0,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,6.5,0.0,1.0,47.1,45.5,4.5,4.0,7.93,-2.12,98105.0,48.1
s1,XAUUSD,momentum,4,[10],1.0,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,6.9,0.1,0.2,21.4,71.4,4.5,4.8,7.58,-2.14,99681.0,21.6
s1,XAUUSD,momentum,4,[10],1.0,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,2.0,0.0,0.5,26.0,71.6,4.4,4.8,7.81,-2.14,98210.0,26.5
s1,XAUUSD,momentum,4,[10],1.0,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,7.1,0.0,0.2,29.8,62.8,4.5,4.3,7.06,-2.14,99698.0,30.0
s1,XAUUSD,momentum,4,[10],1.0,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,2.0,0.0,0.2,34.8,63.0,4.4,4.3,7.03,-2.13,98547.0,35.0
s1,XAUUSD,momentum,4,[10],2.0,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,0.0,0.0,1.3,4.4,94.3,,4.9,5.51,-2.06,99718.0,5.7
s1,XAUUSD,momentum,4,[10],2.0,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,1.5,3.4,95.1,,4.9,5.68,-2.08,99041.0,4.9
s1,XAUUSD,momentum,4,[10],2.0,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,0.0,0.0,1.3,18.0,80.7,,4.7,5.27,-2.06,99770.0,19.3
s1,XAUUSD,momentum,4,[10],2.0,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,1.1,22.7,76.2,,4.7,5.41,-2.07,99068.0,23.8
s1,XAUUSD,momentum,4,[10],2.0,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,4.0,0.2,2.7,7.8,85.2,5.5,4.8,6.47,-2.09,100091.0,10.5
s1,XAUUSD,momentum,4,[10],2.0,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,3.7,0.0,1.5,9.1,85.8,4.9,4.8,6.82,-2.07,98865.0,10.6
s1,XAUUSD,momentum,4,[10],2.0,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,4.3,0.0,2.6,22.8,70.3,5.5,4.6,6.08,-2.09,100082.0,25.4
s1,XAUUSD,momentum,4,[10],2.0,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,3.7,0.0,1.0,29.7,65.7,4.9,4.5,6.36,-2.06,98847.0,30.7
s1,XAUUSD,momentum,4,[10],2.0,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,4.6,3.1,2.7,12.4,77.2,5.5,4.7,6.97,-2.09,99917.0,15.1
s1,XAUUSD,momentum,4,[10],2.0,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,4.3,2.6,2.0,10.5,80.6,4.9,4.8,7.05,-2.06,99137.0,12.5
s1,XAUUSD,momentum,4,[10],2.0,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,7.9,0.0,2.6,27.1,62.4,4.7,4.4,6.55,-2.09,100023.0,29.7
s1,XAUUSD,momentum,4,[10],2.0,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,6.7,0.0,1.2,32.5,59.6,4.6,4.4,6.55,-2.05,99137.0,33.7
s1,XAUUSD,momentum,4,[10],3.0,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,0.0,0.0,1.4,1.1,97.5,,4.9,4.89,-2.02,99755.0,2.5
s1,XAUUSD,momentum,4,[10],3.0,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,1.5,1.2,97.3,,4.9,5.11,-2.02,99193.0,2.7
s1,XAUUSD,momentum,4,[10],3.0,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,0.0,0.0,1.4,13.1,85.4,,4.8,4.75,-2.02,99742.0,14.5
s1,XAUUSD,momentum,4,[10],3.0,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,1.2,14.5,84.3,,4.8,4.96,-2.02,99163.0,15.7
s1,XAUUSD,momentum,4,[16],0.5,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,0.0,0.0,0.0,23.1,76.9,,4.8,8.53,-2.26,95927.0,23.1
s1,XAUUSD,momentum,4,[16],0.5,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,0.0,21.3,78.7,,4.8,8.3,-2.2,96423.0,21.3
s1,XAUUSD,momentum,4,[16],0.5,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,0.0,0.0,0.0,48.4,51.6,,4.4,7.9,-2.27,96309.0,48.4
s1,XAUUSD,momentum,4,[16],0.5,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,0.0,47.1,52.9,,4.4,7.68,-2.2,96742.0,47.1
s1,XAUUSD,momentum,4,[16],0.5,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,1.7,0.0,0.2,32.1,66.0,4.7,4.8,8.98,-2.26,96668.0,32.3
s1,XAUUSD,momentum,4,[16],0.5,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,2.9,0.0,1.0,30.9,65.2,2.7,4.8,8.87,-2.2,97144.0,31.9
s1,XAUUSD,momentum,4,[16],0.5,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,2.5,0.0,0.2,39.5,57.8,4.7,4.1,7.93,-2.27,97224.0,39.7
s1,XAUUSD,momentum,4,[16],0.5,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,3.1,0.0,1.0,41.1,54.9,2.7,4.1,7.82,-2.2,97552.0,42.1
s1,XAUUSD,momentum,4,[10],3.0,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,1.3,0.0,1.8,1.5,95.4,5.5,4.9,5.46,-2.04,99950.0,3.3
s1,XAUUSD,momentum,4,[10],3.0,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,2.6,0.0,2.0,2.2,93.3,4.7,4.9,5.58,-2.02,99499.0,4.2
s1,XAUUSD,momentum,4,[10],3.0,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,1.3,0.0,1.8,15.7,81.2,5.5,4.7,5.28,-2.04,99930.0,17.5
s1,XAUUSD,momentum,4,[10],3.0,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,2.6,0.0,1.5,18.5,77.5,4.7,4.7,5.37,-2.02,99450.0,20.0
s1,XAUUSD,momentum,4,[16],0.5,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,2.8,2.5,1.4,44.5,48.8,6.6,4.6,9.57,-2.25,96948.0,45.9
s1,XAUUSD,momentum,4,[16],0.5,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,2.5,4.4,1.7,42.5,48.9,5.7,4.6,9.64,-2.16,97038.0,44.2
s1,XAUUSD,momentum,4,[16],0.5,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,6.5,0.0,1.4,49.6,42.5,3.7,3.9,8.28,-2.26,97630.0,51.0
s1,XAUUSD,momentum,4,[16],0.5,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,8.3,0.0,1.5,52.8,37.4,3.7,3.7,8.21,-2.16,97631.0,54.3
s1,XAUUSD,momentum,4,[10],3.0,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,1.3,1.3,1.8,1.8,93.8,5.9,4.9,5.64,-2.04,99977.0,3.6
s1,XAUUSD,momentum,4,[10],3.0,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,2.5,0.7,2.3,3.1,91.4,5.2,4.8,5.86,-2.03,99427.0,5.4
s1,XAUUSD,momentum,4,[10],3.0,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,2.6,0.0,1.8,16.3,79.3,4.8,4.7,5.46,-2.04,99953.0,18.1
s1,XAUUSD,momentum,4,[10],3.0,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,3.2,0.0,1.8,19.5,75.5,4.7,4.7,5.66,-2.02,99367.0,21.3
s1,XAUUSD,momentum,4,[16],1.0,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,0.0,0.0,0.9,8.3,90.8,,4.9,6.28,-2.14,98582.0,9.2
s1,XAUUSD,momentum,4,[16],1.0,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,1.5,5.3,93.3,,4.9,6.05,-2.12,98947.0,6.8
s1,XAUUSD,momentum,4,[16],1.0,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,0.0,0.0,0.8,28.4,70.8,,4.6,5.95,-2.14,98650.0,29.2
s1,XAUUSD,momentum,4,[16],1.0,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,1.2,23.5,75.2,,4.7,5.8,-2.12,98960.0,24.7
s1,XAUUSD,momentum,4,[16],1.0,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,2.7,0.0,3.4,17.3,76.6,4.7,4.8,7.38,-2.18,98594.0,20.7
s1,XAUUSD,momentum,4,[16],1.0,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,3.4,0.2,4.8,18.0,73.5,4.7,4.8,7.55,-2.16,98589.0,22.8
s1,XAUUSD,momentum,4,[16],1.0,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,2.8,0.0,3.2,32.3,61.7,4.7,4.4,6.8,-2.18,98734.0,35.5
s1,XAUUSD,momentum,4,[16],1.0,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,3.7,0.0,3.9,32.6,59.8,4.7,4.3,6.96,-2.15,98686.0,36.5
s1,XAUUSD,momentum,4,[16],1.0,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,3.7,2.6,3.9,22.7,67.1,5.7,4.7,7.85,-2.17,98763.0,26.6
s1,XAUUSD,momentum,4,[16],1.0,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,3.9,3.2,5.8,23.4,63.7,5.7,4.6,7.99,-2.14,98671.0,29.2
s1,XAUUSD,momentum,4,[16],1.0,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,6.5,0.0,3.7,37.8,52.1,4.6,4.2,7.23,-2.17,98911.0,41.5
s1,XAUUSD,momentum,4,[16],1.0,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,7.1,0.0,4.7,38.5,49.8,3.9,4.1,7.31,-2.13,98806.0,43.2
s1,XAUUSD,momentum,4,[16],2.0,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,0.0,0.0,3.8,1.1,95.1,,4.9,4.95,-2.08,99273.0,4.9
s1,XAUUSD,momentum,4,[16],2.0,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,3.4,1.6,95.0,,4.9,5.09,-2.04,99352.0,5.0
s1,XAUUSD,momentum,4,[16],2.0,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,0.0,0.0,3.7,13.4,83.0,,4.8,4.81,-2.08,99253.0,17.1
s1,XAUUSD,momentum,4,[16],2.0,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,2.8,14.7,82.5,,4.7,4.91,-2.04,99346.0,17.5
s1,XAUUSD,momentum,4,[16],2.0,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,2.0,0.0,4.5,1.8,91.7,5.8,4.9,5.48,-2.1,99514.0,6.3
s1,XAUUSD,momentum,4,[16],2.0,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,1.2,0.2,4.9,2.9,90.7,5.3,4.9,5.54,-2.07,99642.0,7.8
s1,XAUUSD,momentum,4,[16],2.0,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,2.0,0.0,4.3,16.7,77.0,5.8,4.7,5.29,-2.09,99526.0,21.0
s1,XAUUSD,momentum,4,[16],2.0,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,1.5,0.0,4.0,18.1,76.3,5.3,4.7,5.31,-2.06,99619.0,22.1
s1,XAUUSD,momentum,4,[16],2.0,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,0.9,1.2,5.0,2.1,90.8,5.3,4.8,5.66,-2.1,99443.0,7.1
s1,XAUUSD,momentum,4,[16],2.0,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,1.7,1.3,4.9,3.1,89.0,6.7,4.8,5.7,-2.07,99695.0,8.0
s1,XAUUSD,momentum,4,[16],2.0,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,2.1,0.0,4.7,17.0,76.1,4.7,4.7,5.47,-2.1,99453.0,21.7
s1,XAUUSD,momentum,4,[16],2.0,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,3.1,0.0,4.0,18.4,74.5,5.9,4.6,5.47,-2.06,99672.0,22.4
s1,XAUUSD,momentum,4,[16],3.0,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,0.0,0.0,2.4,0.0,97.6,,4.9,4.0,-1.92,99500.0,2.4
s1,XAUUSD,momentum,4,[16],3.0,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,3.2,0.0,96.8,,4.9,3.97,-1.89,99714.0,3.2
s1,XAUUSD,momentum,4,[16],3.0,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,0.0,0.0,2.2,4.7,93.0,,4.9,3.96,-1.92,99510.0,6.9
s1,XAUUSD,momentum,4,[16],3.0,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,3.2,5.6,91.2,,4.9,3.93,-1.89,99706.0,8.8
s1,XAUUSD,momentum,4,[16],3.0,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,0.5,0.0,3.4,0.0,96.1,5.3,4.9,4.26,-1.95,99529.0,3.4
s1,XAUUSD,momentum,4,[16],3.0,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,0.0,0.1,3.2,0.1,96.6,,4.9,4.18,-1.9,99857.0,3.3
s1,XAUUSD,momentum,4,[16],3.0,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,0.5,0.0,3.3,5.3,90.9,5.3,4.8,4.22,-1.95,99534.0,8.6
s1,XAUUSD,momentum,4,[16],3.0,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,0.1,0.0,3.2,6.1,90.6,6.9,4.8,4.14,-1.9,99844.0,9.3
s1,XAUUSD,momentum,4,[1],0.5,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,0.0,0.0,0.0,12.0,88.0,,4.8,6.92,-2.22,97362.0,12.0
s1,XAUUSD,momentum,4,[1],0.5,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,0.0,15.0,85.0,,4.9,6.75,-2.17,97608.0,15.0
s1,XAUUSD,momentum,4,[1],0.5,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,0.0,0.0,0.0,39.8,60.2,,4.5,6.42,-2.22,97435.0,39.8
s1,XAUUSD,momentum,4,[1],0.5,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,0.0,37.5,62.5,,4.5,6.18,-2.17,97865.0,37.5
s1,XAUUSD,momentum,4,[16],3.0,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,0.5,0.2,3.3,0.2,95.7,5.2,4.9,4.31,-1.94,99549.0,3.5
s1,XAUUSD,momentum,4,[16],3.0,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,0.1,0.1,3.2,0.1,96.4,6.9,4.9,4.21,-1.9,99906.0,3.3
s1,XAUUSD,momentum,4,[16],3.0,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,0.7,0.0,3.2,5.4,90.7,5.3,4.8,4.26,-1.94,99554.0,8.6
s1,XAUUSD,momentum,4,[16],3.0,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,0.2,0.0,3.2,6.1,90.4,5.4,4.8,4.17,-1.9,99886.0,9.3
s1,XAUUSD,momentum,4,[1],0.5,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,3.6,0.0,0.0,31.4,65.1,4.1,4.7,8.25,-2.22,97367.0,31.4
s1,XAUUSD,momentum,4,[1],0.5,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,3.6,0.0,0.0,31.9,64.6,2.3,4.7,8.1,-2.17,97490.0,31.9
s1,XAUUSD,momentum,4,[1],0.5,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,3.7,0.0,0.0,40.7,55.6,4.1,4.1,7.35,-2.22,97676.0,40.7
s1,XAUUSD,momentum,4,[1],0.5,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,3.8,0.0,0.0,40.8,55.4,2.4,4.1,7.15,-2.17,97994.0,40.8
s1,XAUUSD,momentum,4,[1],0.5,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,2.8,3.4,0.0,47.9,45.8,6.1,4.5,9.2,-2.21,97189.0,47.9
s1,XAUUSD,momentum,4,[1],0.5,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,2.6,4.3,0.5,48.3,44.4,6.0,4.5,9.15,-2.14,97552.0,48.8
s1,XAUUSD,momentum,4,[1],0.5,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,6.6,0.0,0.0,53.4,40.0,3.3,3.8,8.18,-2.2,97669.0,53.4
s1,XAUUSD,momentum,4,[1],0.5,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,7.7,0.0,0.5,51.0,40.8,3.1,3.8,8.08,-2.15,98059.0,51.5
s1,XAUUSD,momentum,4,[1],1.0,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,0.0,0.0,0.5,6.0,93.5,,4.9,5.96,-2.12,99137.0,6.5
s1,XAUUSD,momentum,4,[1],1.0,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,0.0,4.9,95.1,,4.9,5.8,-2.07,99204.0,4.9
s1,XAUUSD,momentum,4,[1],1.0,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,0.0,0.0,0.4,27.3,72.3,,4.6,5.67,-2.11,99067.0,27.7
s1,XAUUSD,momentum,4,[1],1.0,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,0.0,24.8,75.2,,4.7,5.53,-2.07,99173.0,24.8
s1,XAUUSD,momentum,4,[1],1.0,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,5.2,0.0,0.7,21.5,72.5,4.4,4.7,7.67,-2.11,99053.0,22.2
s1,XAUUSD,momentum,4,[1],1.0,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,6.0,0.0,0.9,21.2,71.9,4.4,4.8,7.38,-2.07,99362.0,22.1
s1,XAUUSD,momentum,4,[1],1.0,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,5.3,0.0,0.5,34.6,59.6,4.3,4.2,6.96,-2.11,99219.0,35.1
s1,XAUUSD,momentum,4,[1],1.0,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,6.1,0.0,0.7,32.2,60.9,4.3,4.3,6.77,-2.07,99423.0,32.9
s1,XAUUSD,momentum,4,[1],1.0,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,6.4,4.1,1.3,33.1,55.0,5.6,4.5,8.38,-2.1,99000.0,34.4
s1,XAUUSD,momentum,4,[1],1.0,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,6.9,3.8,0.9,33.0,55.5,5.6,4.6,8.15,-2.06,99353.0,33.9
s1,XAUUSD,momentum,4,[1],1.0,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,10.9,0.0,1.1,44.5,43.6,3.9,4.0,7.58,-2.09,99194.0,45.6
s1,XAUUSD,momentum,4,[1],1.0,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,10.9,0.0,0.7,41.5,46.8,4.3,4.0,7.47,-2.06,99472.0,42.2
s1,XAUUSD,momentum,4,[1],2.0,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,0.0,0.0,0.0,2.0,98.0,,4.9,5.23,-2.02,99873.0,2.0
s1,XAUUSD,momentum,4,[1],2.0,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,0.0,2.3,97.7,,4.9,5.1,-2.0,99796.0,2.3
s1,XAUUSD,momentum,4,[1],2.0,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,0.0,0.0,0.0,16.0,84.0,,4.7,5.05,-2.03,99866.0,16.0
s1,XAUUSD,momentum,4,[1],2.0,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,0.0,14.8,85.2,,4.7,4.94,-2.0,99798.0,14.8
s1,XAUUSD,momentum,4,[1],2.0,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,5.0,0.0,0.5,4.0,90.5,5.2,4.8,6.15,-2.03,99917.0,4.5
s1,XAUUSD,momentum,4,[1],2.0,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,2.8,0.0,0.0,6.4,90.8,6.4,4.8,6.07,-2.02,99919.0,6.4
s1,XAUUSD,momentum,4,[1],2.0,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,5.0,0.0,0.5,22.7,71.8,5.2,4.6,5.87,-2.03,99891.0,23.2
s1,XAUUSD,momentum,4,[1],2.0,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,2.9,0.0,0.0,23.2,73.9,6.3,4.6,5.77,-2.03,99975.0,23.2
s1,XAUUSD,momentum,4,[1],2.0,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,3.8,2.4,0.6,5.1,88.2,4.9,4.8,6.45,-2.03,99867.0,5.7
s1,XAUUSD,momentum,4,[1],2.0,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,3.9,2.0,0.9,7.4,85.9,5.9,4.8,6.42,-2.03,100086.0,8.3
