final_equity,net,usd_per_hour,usd_per_hour_first_year,max_dd_usd,max_dd_pct,min_equity,ruined_at,stopouts,baskets_closed,sl_hits,tp_hits,max_lots,max_positions,worst_basket,trend_filter,step_pips,max_levels,basket_sl_usd,tp_pips,base_lot,sym,ok
0.0,-1000.0,-0.0223,-0.0807,1005.5,100.0,0.0,2015-05-19 14:00:00,3,2143,35,2105,0.07,5,-129.72,400,60,5,80,10,0.01,GBPUSD,False
0.0,-1000.0,-0.0223,-0.0739,1005.5,100.0,0.0,2014-10-09 09:00:00,2,1426,15,1409,0.09,5,-196.62,400,60,5,150,10,0.01,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1005.5,100.0,0.0,2013-08-23 15:00:00,5,587,5,577,0.1,5,-261.18,400,60,5,250,10,0.01,GBPUSD,False
0.0,-1000.0,-0.0223,-0.0807,1005.5,100.0,0.0,2015-05-19 14:00:00,3,2143,35,2105,0.07,5,-129.72,400,60,8,80,10,0.01,GBPUSD,False
0.0,-1000.0,-0.0223,-0.0726,1005.5,100.0,0.0,2014-10-09 21:00:00,5,1440,15,1420,0.1,7,-189.39,400,60,8,150,10,0.01,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1049.79,100.0,0.0,2013-07-11 00:00:00,2,542,5,535,0.12,8,-273.65,400,60,8,250,10,0.01,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1004.57,100.0,0.0,2013-09-16 16:00:00,7,1399,22,1370,0.06,3,-107.53,50,15,3,80,6,0.01,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1009.14,100.0,0.0,2013-03-07 03:00:00,10,589,19,560,0.12,3,-113.73,50,15,3,80,6,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1015.56,100.0,0.0,2013-07-15 14:00:00,2,1029,38,989,0.12,3,-117.49,50,15,3,80,10,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.0795,1035.38,100.0,0.0,2015-03-20 03:00:00,4,2086,131,1951,0.12,3,-150.44,50,15,3,80,20,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.0943,1004.57,100.0,0.0,2014-02-18 12:00:00,3,1427,12,1412,0.06,3,-185.62,50,15,3,150,6,0.01,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1009.14,100.0,0.0,2013-03-20 10:00:00,1,513,10,502,0.12,3,-165.67,50,15,3,150,6,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1015.56,100.0,0.0,2013-09-18 20:00:00,0,1116,23,1093,0.12,3,-205.21,50,15,3,150,10,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.0731,1031.1,100.0,0.0,2014-10-15 14:00:00,1,1288,49,1238,0.12,3,-205.21,50,15,3,150,20,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.074,1004.57,100.0,0.0,2014-10-08 20:00:00,0,1473,7,1466,0.06,3,-258.25,50,15,3,250,6,0.01,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1009.14,100.0,0.0,2013-06-28 04:00:00,9,877,8,860,0.12,3,-299.47,50,15,3,250,6,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.0821,1015.56,100.0,0.0,2014-09-08 02:00:00,5,1540,18,1517,0.12,3,-299.47,50,15,3,250,10,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.0128,1143.95,100.0,0.0,2016-07-14 14:00:00,1,2214,49,2164,0.12,3,-489.07,50,15,3,250,20,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1005.94,100.0,0.0,2013-07-09 10:00:00,3,1245,20,1222,0.1,5,-118.99,50,15,5,80,6,0.01,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1017.62,100.0,0.0,2013-02-08 15:00:00,1,443,17,425,0.2,5,-127.15,50,15,5,80,6,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1059.26,100.0,0.0,2013-03-05 02:00:00,10,476,22,444,0.2,5,-127.15,50,15,5,80,10,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.0606,1024.36,100.0,0.0,2015-03-19 16:00:00,2,2034,78,1954,0.1,5,-141.61,50,15,5,80,20,0.01,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1026.07,100.0,0.0,2013-03-14 17:00:00,1,336,29,306,0.18,5,-112.32,50,15,5,80,20,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1005.94,100.0,0.0,2013-07-12 15:00:00,3,1084,11,1070,0.1,5,-168.29,50,15,5,150,6,0.01,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1011.87,100.0,0.0,2013-03-15 19:00:00,2,599,10,587,0.2,5,-216.65,50,15,5,150,6,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1026.76,100.0,0.0,2013-04-08 14:00:00,5,556,14,537,0.2,5,-219.75,50,15,5,150,10,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.0815,1013.04,100.0,0.0,2015-05-21 22:00:00,7,1819,41,1771,0.1,5,-223.59,50,15,5,150,20,0.01,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1065.12,100.0,0.0,2013-10-23 08:00:00,3,902,37,862,0.2,5,-223.63,50,15,5,150,20,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1005.94,100.0,0.0,2013-07-08 15:00:00,3,892,6,883,0.1,5,-266.31,50,15,5,250,6,0.01,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1011.87,100.0,0.0,2013-02-20 20:00:00,2,420,5,413,0.2,5,-324.01,50,15,5,250,6,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1016.81,100.0,0.0,2013-03-05 02:00:00,9,368,6,353,0.2,5,-324.01,50,15,5,250,10,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.063,1013.04,100.0,0.0,2016-03-29 10:00:00,4,2005,27,1974,0.1,5,-295.04,50,15,5,250,20,0.01,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1026.07,100.0,0.0,2013-03-18 01:00:00,3,250,8,239,0.2,5,-319.91,50,15,5,250,20,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1005.94,100.0,0.0,2013-07-09 10:00:00,1,1304,21,1282,0.13,8,-136.17,50,15,8,80,6,0.01,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1025.96,100.0,0.0,2013-02-04 19:00:00,6,430,16,408,0.18,7,-127.15,50,15,8,80,6,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1066.46,100.0,0.0,2013-02-13 11:00:00,3,366,20,343,0.16,7,-127.15,50,15,8,80,10,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.0621,1046.2,100.0,0.0,2014-11-11 15:00:00,6,1806,71,1729,0.14,8,-139.29,50,15,8,80,20,0.01,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1026.07,100.0,0.0,2013-03-14 14:00:00,3,342,29,310,0.18,7,-112.38,50,15,8,80,20,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1005.94,100.0,0.0,2013-05-14 11:00:00,10,887,9,868,0.13,8,-195.32,50,15,8,150,6,0.01,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1011.87,100.0,0.0,2013-02-21 12:00:00,3,508,10,495,0.22,8,-182.12,50,15,8,150,6,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1019.28,100.0,0.0,2013-03-18 01:00:00,6,505,13,486,0.24,8,-179.46,50,15,8,150,10,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1013.04,100.0,0.0,2013-09-18 20:00:00,0,779,21,758,0.15,8,-214.23,50,15,8,150,20,0.01,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1092.39,100.0,0.0,2013-09-27 04:00:00,11,888,35,842,0.28,8,-272.33,50,15,8,150,20,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1005.94,100.0,0.0,2013-04-15 04:00:00,4,651,5,642,0.16,8,-303.19,50,15,8,250,6,0.01,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1011.87,100.0,0.0,2013-01-29 00:00:00,11,345,4,330,0.26,8,-315.63,50,15,8,250,6,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1016.81,100.0,0.0,2013-02-22 00:00:00,7,385,7,371,0.26,8,-315.63,50,15,8,250,10,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.0535,1013.04,100.0,0.0,2016-03-16 20:00:00,2,2722,37,2683,0.16,8,-354.45,50,15,8,250,20,0.01,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1026.07,100.0,0.0,2013-03-14 17:00:00,1,278,9,268,0.28,8,-330.54,50,15,8,250,20,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1002.12,100.0,0.0,2013-10-22 14:00:00,3,1466,22,1441,0.06,3,-105.73,50,25,3,80,6,0.01,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1022.4,100.0,0.0,2013-06-14 14:00:00,3,1099,26,1070,0.12,3,-111.21,50,25,3,80,6,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1010.66,100.0,0.0,2013-09-19 10:00:00,1,1260,42,1217,0.12,3,-123.87,50,25,3,80,10,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.043,1019.3,100.0,0.0,2016-06-07 07:00:00,0,3473,196,3277,0.12,3,-150.44,50,25,3,80,20,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.0985,1002.12,100.0,0.0,2014-09-08 16:00:00,2,1938,14,1922,0.06,3,-181.94,50,25,3,150,6,0.01,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1004.24,100.0,0.0,2013-03-18 01:00:00,5,506,10,491,0.12,3,-168.75,50,25,3,150,6,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1010.66,100.0,0.0,2013-07-08 12:00:00,4,844,18,822,0.12,3,-211.77,50,25,3,150,10,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.0575,1027.79,100.0,0.0,2016-07-01 04:00:00,3,2932,97,2832,0.12,3,-209.89,50,25,3,150,20,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.0797,1002.12,100.0,0.0,2015-03-18 21:00:00,1,1839,8,1830,0.06,3,-255.83,50,25,3,250,6,0.01,GBPUSD,False
0.0,-1000.0,-0.0223,-0.1142,1004.24,100.0,0.0,2013-07-01 15:00:00,7,938,8,923,0.12,3,-294.87,50,25,3,250,6,0.02,GBPUSD,False
0.0,-1000.0,-0.0223,-0.0833,1010.66,100.0,0.0,2015-03-19 04:00:00,3,2043,21,2019,0.12,3,-294.87,50,25,3,250,10,0.02,GBPUSD,False
