final_equity,net,usd_per_hour,usd_per_hour_first_year,max_dd_usd,max_dd_pct,min_equity,ruined_at,stopouts,baskets_closed,sl_hits,tp_hits,max_lots,max_positions,worst_basket,trend_filter,step_pips,max_levels,basket_sl_usd,tp_pips,base_lot,sym,ok
0.0,-1000.0,-0.0223,-0.0047,1063.45,100.0,0.0,2015-06-09 12:00:00,3,3151,57,3091,0.14,8,-146.96,200,15,8,80,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0572,1023.92,100.0,0.0,2015-04-06 22:00:00,2,2744,28,2714,0.15,8,-245.31,200,15,8,150,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0365,1197.88,100.0,0.0,2015-03-27 14:00:00,2,2370,15,2353,0.16,8,-379.57,200,15,8,250,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0078,1092.35,100.0,0.0,2015-09-24 17:00:00,2,2737,47,2688,0.06,3,-123.68,200,25,3,80,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0213,1018.6,100.0,0.0,2016-06-24 10:00:00,1,2408,24,2383,0.06,3,-163.02,200,25,3,150,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0292,1018.02,100.0,0.0,2015-08-26 07:00:00,3,3196,52,3141,0.09,5,-174.5,200,25,5,80,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0566,1018.02,100.0,0.0,2015-06-03 19:00:00,2,2542,24,2516,0.1,5,-248.24,200,25,5,150,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0404,1048.88,100.0,0.0,2015-05-25 00:00:00,2,1940,12,1926,0.1,5,-272.06,200,25,5,250,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0295,1018.02,100.0,0.0,2015-06-09 14:00:00,2,2884,47,2835,0.1,7,-174.5,200,25,8,80,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0504,1018.02,100.0,0.0,2015-03-18 22:00:00,1,2405,22,2382,0.13,8,-278.65,200,25,8,150,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0954,1018.02,100.0,0.0,2013-12-27 12:00:00,0,1165,9,1156,0.16,8,-305.53,200,25,8,250,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0106,1030.57,100.0,0.0,2016-12-30 09:00:00,2,3724,57,3665,0.06,3,-118.58,200,40,3,80,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.031,1016.82,100.0,0.0,2015-08-27 17:00:00,2,1924,19,1903,0.06,3,-157.8,200,40,3,150,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0251,1042.54,100.0,0.0,2015-09-01 11:00:00,2,2851,45,2804,0.09,5,-162.02,200,40,5,80,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0464,1016.82,100.0,0.0,2015-06-03 12:00:00,2,2258,21,2235,0.1,5,-223.68,200,40,5,150,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0342,1060.62,100.0,0.0,2015-08-26 13:00:00,3,2035,12,2020,0.1,5,-292.85,200,40,5,250,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0257,1037.41,100.0,0.0,2015-08-25 13:00:00,2,2843,44,2797,0.09,6,-162.02,200,40,8,80,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0604,1016.82,100.0,0.0,2015-04-15 05:00:00,13,2253,20,2220,0.11,8,-223.68,200,40,8,150,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0893,1156.75,100.0,0.0,2014-01-10 14:00:00,3,1094,8,1083,0.13,8,-289.64,200,40,8,250,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0329,1007.99,100.0,0.0,2015-08-27 15:00:00,2,1763,17,1744,0.06,3,-184.36,200,60,3,150,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0283,1007.99,100.0,0.0,2016-11-09 17:00:00,1,3471,50,3420,0.08,5,-134.82,200,60,5,80,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.064,1007.99,100.0,0.0,2015-05-14 18:00:00,2,1977,18,1957,0.09,5,-221.32,200,60,5,150,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0283,1007.99,100.0,0.0,2016-11-09 17:00:00,1,3471,50,3420,0.08,5,-134.82,200,60,8,80,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0433,1026.19,100.0,0.0,2015-06-04 11:00:00,0,2073,19,2054,0.1,7,-221.32,200,60,8,150,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0342,1110.22,100.0,0.0,2015-05-29 16:00:00,2,1916,11,1903,0.12,8,-343.97,200,60,8,250,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0153,1093.23,100.0,0.0,2015-08-27 15:00:00,1,2545,47,2497,0.06,3,-128.08,400,15,3,80,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0219,1138.39,100.0,0.0,2015-06-09 15:00:00,2,2818,52,2764,0.1,5,-136.37,400,15,5,80,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0786,1007.99,100.0,0.0,2015-03-19 22:00:00,3,2264,24,2237,0.1,5,-188.06,400,15,5,150,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0526,1007.99,100.0,0.0,2015-03-24 14:00:00,1,1758,12,1745,0.1,5,-260.15,400,15,5,250,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0219,1023.92,100.0,0.0,2015-06-05 02:00:00,2,2917,54,2861,0.14,8,-146.96,400,15,8,80,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0754,1023.92,100.0,0.0,2015-04-03 15:00:00,1,2522,26,2495,0.15,8,-245.31,400,15,8,150,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0483,1138.45,100.0,0.0,2015-04-14 17:00:00,1,2292,15,2276,0.16,8,-379.57,400,15,8,250,10,0.01,EURUSD,False
