dt,EURUSD,GBPUSD,COMBINADO
2019-11-25,1289.3000000000138,832.9699999999497,1122.2699999999636
2019-11-26,1289.120000000014,832.7899999999496,1121.9099999999635
2019-11-27,1288.9400000000142,832.6099999999495,1121.5499999999638
2019-11-28,1288.7600000000143,840.7349999999494,1129.4949999999635
2019-11-29,1288.5800000000145,846.4699999999494,1135.0499999999638
2019-11-30,,,
2019-12-01,,,
2019-12-02,1288.4000000000146,846.0699999999499,1134.4699999999648
2019-12-03,1288.2200000000148,835.9499999999497,1124.1699999999646
2019-12-04,1288.040000000015,816.24499999995,1104.2849999999648
2019-12-05,1287.8600000000151,825.0749999999504,1112.9349999999654
2019-12-06,1287.6800000000153,820.3899999999505,1108.069999999966
2019-12-07,,,
2019-12-08,,,
2019-12-09,1287.5000000000155,824.9249999999508,1112.4249999999665
2019-12-10,1287.3200000000156,826.7899999999513,1114.109999999967
2019-12-11,1287.1400000000158,838.8699999999508,1126.0099999999666
2019-12-12,1286.960000000016,854.2699999999517,1141.2299999999677
2019-12-13,1286.7800000000161,735.544999999953,1022.3249999999691
2019-12-14,,,
2019-12-15,,,
2019-12-16,1286.6000000000163,734.5399999999528,1021.139999999969
2019-12-17,1286.4200000000164,705.0549999999536,991.4749999999699
2019-12-18,1286.2400000000166,717.494999999954,1003.7349999999706
2019-12-19,1286.0600000000168,733.7649999999551,1019.8249999999719
2019-12-20,1285.880000000017,739.5349999999551,1025.414999999972
2019-12-21,,,
2019-12-22,,,
2019-12-23,1285.700000000017,747.8349999999555,1033.5349999999726
2019-12-24,1285.5200000000173,745.0299999999555,1030.549999999973
2019-12-25,,,
2019-12-26,1285.3400000000174,738.159999999956,1023.4999999999734
2019-12-27,1285.1600000000176,721.5049999999565,1006.664999999974
2019-12-28,,,
2019-12-29,,,
2019-12-30,1284.9800000000178,720.7549999999567,1005.7349999999744
2019-12-31,1284.800000000018,696.1399999999574,980.9399999999753
2020-01-01,,,
2020-01-02,1284.620000000018,667.8199999999576,952.4399999999757
2020-01-03,1284.4400000000182,660.9599999999576,945.399999999976
2020-01-04,,,
2020-01-05,,,
2020-01-06,1284.2600000000184,670.5199999999575,954.7799999999759
2020-01-07,1284.0800000000186,670.3399999999574,954.419999999976
2020-01-08,1283.9000000000187,679.1699999999583,963.069999999977
2020-01-09,1283.720000000019,668.5649999999584,952.2849999999773
2020-01-10,1283.540000000019,669.3099999999586,952.8499999999776
2020-01-11,,,
2020-01-12,,,
2020-01-13,1283.3600000000192,656.3399999999589,939.699999999978
2020-01-14,1283.1800000000194,656.8149999999595,939.994999999979
2020-01-15,1283.0000000000196,658.0049999999592,941.0049999999787
2020-01-16,1282.8200000000197,656.1399999999599,938.9599999999796
2020-01-17,1282.6400000000199,665.5999999999601,948.23999999998
2020-01-18,,,
2020-01-19,,,
2020-01-20,1282.46000000002,669.2349999999597,951.6949999999797
2020-01-21,1282.2800000000202,681.1949999999599,963.4749999999801
2020-01-22,1282.1000000000204,666.6399999999601,948.7399999999805
2020-01-23,1281.9200000000205,671.7449999999602,953.6649999999809
2020-01-24,1281.7400000000207,682.8799999999601,964.6199999999808
2020-01-25,,,
2020-01-26,,,
2020-01-27,1281.5600000000209,682.69999999996,964.2599999999809
2020-01-28,1281.380000000021,691.9499999999596,973.3299999999806
2020-01-29,1281.2000000000212,694.7999999999595,975.9999999999807
2020-01-30,1281.0200000000214,707.0299999999597,988.0499999999811
2020-01-31,1280.8400000000215,696.6099999999606,977.4499999999821
2020-02-01,,,
2020-02-02,,,
2020-02-03,1280.6600000000217,704.5399999999607,985.1999999999825
2020-02-04,1280.4800000000218,705.5199999999611,985.999999999983
2020-02-05,1280.300000000022,714.5749999999606,994.8749999999827
2020-02-06,1280.1200000000222,703.9499999999606,984.0699999999829
2020-02-07,1279.9400000000223,701.8449999999606,981.784999999983
2020-02-08,,,
2020-02-09,,,
2020-02-10,1278.5000000000218,697.4349999999607,975.9349999999827
2020-02-11,1279.630000000022,699.739999999961,979.3699999999831
2020-02-12,1274.4850000000213,698.2399999999609,972.7249999999822
2020-02-13,1279.4050000000211,682.8099999999611,962.2149999999822
2020-02-14,1280.985000000021,684.8899999999611,965.8749999999823
2020-02-15,,,
2020-02-16,,,
2020-02-17,1280.5050000000208,692.0449999999613,972.549999999982
2020-02-18,1286.7250000000204,701.7349999999612,988.4599999999816
2020-02-19,1285.3750000000205,703.1999999999613,988.5749999999816
2020-02-20,1287.8850000000205,703.6099999999619,991.4949999999824
2020-02-21,1281.8700000000204,711.4499999999622,993.3199999999824
2020-02-22,,,
2020-02-23,,,
2020-02-24,1280.8900000000206,711.2699999999621,992.1599999999826
2020-02-25,1275.1100000000204,711.0899999999621,986.1999999999825
2020-02-26,1273.7950000000203,710.909999999962,984.7049999999822
2020-02-27,1256.3300000000195,712.9349999999616,969.2649999999812
2020-02-28,1256.310000000019,673.5649999999628,929.8749999999818
2020-02-29,,,
2020-03-01,,,
